"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(5,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(5.23,)","(0.0,)","(0.0,)","('null',)","(5,)","(0,)","(0,)","('null',)","(1,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(-5.23,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-26.14,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(13,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(13.07,)","(0.0,)","(0.0,)","(0.0,)","(13,)","(0,)","(0,)","(0,)","(6,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(13.07,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(13,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(16,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(18,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(23,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(1.38,)","(0.0,)","(0.0,)","(26,)","(1,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-26.14,)","(-1.38,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(21,)","(0,)","(0,)","(0,)"
"(13,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(13.07,)","(0.0,)","(0.0,)","(0.0,)","(13,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(13.07,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(23,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(26,)","(0,)","(0,)","(0,)","(26,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-26.14,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(21,)","(0,)","(0,)","(0,)"
"(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12.94,)","(4.13,)","(0.19,)","(0.19,)","(12,)","(4,)","(0,)","(0,)","(19,)","(0,)","(0,)","(0,)"
"(0,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-12.94,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(4,)","(0,)","(0,)","(15,)","(1,)","(0,)","(0,)"
"(0,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(-0.19,)","(0,)","(4,)","(0,)","(0,)","(10,)","(2,)","(0,)","(0,)"
"(0,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(4,)","(0,)","(0,)","(6,)","(2,)","(0,)","(0,)"
"(0,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(4,)","(0,)","(0,)","(2,)","(3,)","(0,)","(0,)"
"(0,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(4,)","(0,)","(0,)","(2,)","(4,)","(0,)","(0,)"
"(0,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(4,)","(0,)","(0,)","(0,)","(4,)","(0,)","(0,)"
"(0,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(4,)","(0,)","(0,)","(0,)","(4,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(-4.13,)","(-0.19,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)"
"(4,)","(4,)","(0,)","(2,)","(-3,)","(-2,)","(-2,)","(-2,)","(4.07,)","(4.54,)","(0.0,)","(2.13,)","(4,)","(4,)","(0,)","(2,)","(0,)","(1,)","(0,)","(0,)"
"(4,)","(83,)","(4,)","(2,)","(-11,)","(-11,)","(-11,)","(-11,)","(0.0,)","(78.8,)","(4.09,)","(0.0,)","(4,)","('null',)","(4,)","(2,)","(1,)","(0,)","(0,)","(0,)"
"(0,)","(83,)","(4,)","(0,)","(-14,)","(-15,)","(-15,)","(-15,)","(-4.07,)","(0.0,)","(0.0,)","(-2.13,)","(0,)","('null',)","(4,)","(0,)","(1,)","(1,)","(1,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(-11,)","(-12,)","(-13,)","(-13,)","(0.0,)","(-83.33,)","(-4.09,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(-10,)","(-9,)","(-9,)","(-10,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(0,)"
"(5,)","(0,)","(0,)","(5,)","(-10,)","(-10,)","(-9,)","(-10,)","(5.27,)","(0.0,)","(0.0,)","(5.31,)","(5,)","(0,)","(0,)","(5,)","(2,)","(1,)","(1,)","(1,)"
"(148,)","(0,)","(0,)","(5,)","(-10,)","(-11,)","(-10,)","(-10,)","(142.88,)","(0.0,)","(0.0,)","(0.0,)","('null',)","(0,)","(0,)","(5,)","(1,)","(0,)","(1,)","(2,)"
"(148,)","(0,)","(0,)","(0,)","(-10,)","(-11,)","(-11,)","(-11,)","(0.0,)","(0.0,)","(0.0,)","(-5.31,)","('null',)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(1,)"
"(0,)","(3,)","(3,)","(0,)","(-10,)","(-11,)","(-11,)","(-11,)","(-148.15,)","(3.56,)","(3.75,)","(0.0,)","(0,)","(3,)","(3,)","(0,)","(1,)","(0,)","(0,)","(1,)"
"(8,)","(3,)","(3,)","(6,)","(-8,)","(-8,)","(-8,)","(-8,)","(8.23,)","(0.0,)","(0.0,)","(6.57,)","(8,)","(3,)","(3,)","(6,)","(3,)","(1,)","(1,)","(2,)"
"(8,)","(12,)","(11,)","(6,)","(-6,)","(-6,)","(-6,)","(-6,)","(0.0,)","(9.14,)","(7.75,)","(0.0,)","(8,)","(12,)","(11,)","(6,)","(5,)","(3,)","(2,)","(3,)"
"(21,)","(12,)","(11,)","(13,)","(-1,)","(-2,)","(-2,)","(-2,)","(13.45,)","(0.0,)","(0.0,)","(7.04,)","(21,)","(12,)","(11,)","(13,)","(9,)","(5,)","(4,)","(5,)"
"(21,)","(16,)","(18,)","(20,)","(1,)","(1,)","(1,)","(1,)","(0.0,)","(3.56,)","(6.77,)","(6.6,)","(21,)","(16,)","(18,)","(20,)","(11,)","(7,)","(7,)","(7,)"
"(26,)","(31,)","(23,)","(25,)","(1,)","(1,)","(1,)","(1,)","(4.46,)","(15.49,)","(5.13,)","(5.44,)","(26,)","(31,)","(23,)","(25,)","(14,)","(12,)","(11,)","(11,)"
"(61,)","(78,)","(29,)","(27,)","(0,)","(0,)","(0,)","(0,)","(35.39,)","(46.69,)","(6.24,)","(2.14,)","('null',)","('null',)","(29,)","(27,)","(16,)","(14,)","(15,)","(16,)"
"(39,)","(34,)","(34,)","(35,)","(0,)","(0,)","(0,)","(0,)","(-22.32,)","(-43.8,)","(4.56,)","(7.31,)","(39,)","(34,)","(34,)","(35,)","(23,)","(21,)","(21,)","(21,)"
"(80,)","(39,)","(39,)","(38,)","(0,)","(0,)","(0,)","(0,)","(40.78,)","(4.58,)","(5.03,)","(3.01,)","('null',)","(39,)","(39,)","(38,)","(26,)","(26,)","(25,)","(26,)"
"(43,)","(63,)","(41,)","(43,)","(0,)","(0,)","(0,)","(0,)","(-36.99,)","(24.28,)","(2.45,)","(4.92,)","(43,)","('null',)","(41,)","(43,)","(32,)","(30,)","(30,)","(31,)"
"(68,)","(47,)","(47,)","(48,)","(0,)","(0,)","(0,)","(0,)","(25.37,)","(-15.87,)","(5.95,)","(5.47,)","('null',)","(47,)","(47,)","(48,)","(36,)","(37,)","(35,)","(36,)"
"(51,)","(52,)","(51,)","(51,)","(0,)","(0,)","(0,)","(0,)","(-17.09,)","(4.67,)","(3.66,)","(2.8,)","(51,)","(52,)","(51,)","(51,)","(44,)","(43,)","(40,)","(40,)"
"(72,)","(54,)","(53,)","(54,)","(0,)","(0,)","(0,)","(0,)","(20.79,)","(2.13,)","(2.05,)","(3.14,)","('null',)","(54,)","(53,)","(54,)","(44,)","(45,)","(44,)","(44,)"
"(78,)","(62,)","(56,)","(57,)","(0,)","(0,)","(0,)","(0,)","(6.36,)","(7.59,)","(3.4,)","(3.55,)","('null',)","(62,)","(56,)","(57,)","(47,)","(50,)","(47,)","(48,)"
"(70,)","(61,)","(60,)","(60,)","(0,)","(0,)","(0,)","(0,)","(-8.26,)","(-0.48,)","(3.87,)","(2.64,)","(70,)","(61,)","(60,)","(60,)","(54,)","(55,)","(51,)","(52,)"
"(74,)","(63,)","(63,)","(63,)","(0,)","(0,)","(0,)","(0,)","(3.9,)","(1.95,)","(2.89,)","(2.89,)","(74,)","(63,)","(63,)","(63,)","(65,)","(56,)","(55,)","(55,)"
"(66,)","(66,)","(66,)","(66,)","(0,)","(0,)","(0,)","(0,)","(-7.41,)","(3.17,)","(3.17,)","(3.17,)","(66,)","(66,)","(66,)","(66,)","(65,)","(59,)","(58,)","(58,)"
"(70,)","(68,)","(97,)","(67,)","(6,)","(6,)","(5,)","(5,)","(3.51,)","(1.71,)","(30.89,)","(1.13,)","(70,)","(68,)","('null',)","(67,)","(70,)","(62,)","(59,)","(61,)"
"(80,)","(66,)","(70,)","(70,)","(14,)","(15,)","(14,)","(14,)","(9.82,)","(-1.71,)","(-27.39,)","(2.38,)","(80,)","(66,)","(70,)","(70,)","(72,)","(64,)","(63,)","(63,)"
"(88,)","(115,)","(88,)","(105,)","(25,)","(26,)","(25,)","(25,)","(8.89,)","(49.28,)","(18.71,)","(35.09,)","(88,)","('null',)","(88,)","('null',)","(74,)","(64,)","(69,)","(65,)"
"(148,)","(68,)","(68,)","(71,)","(34,)","(36,)","(35,)","(35,)","(59.26,)","(-46.98,)","(-20.51,)","(-33.83,)","('null',)","(68,)","(68,)","(71,)","(75,)","(66,)","(71,)","(67,)"
"(78,)","(72,)","(76,)","(71,)","(35,)","(36,)","(37,)","(36,)","(-69.72,)","(3.76,)","(8.55,)","(0.0,)","(78,)","(72,)","(76,)","(71,)","(76,)","(68,)","(73,)","(69,)"
"(75,)","(76,)","(74,)","(72,)","(33,)","(33,)","(33,)","(33,)","(-2.96,)","(4.2,)","(-2.85,)","(0.64,)","(75,)","(76,)","(74,)","(72,)","(78,)","(70,)","(75,)","(70,)"
"(86,)","(80,)","(75,)","(72,)","(32,)","(31,)","(31,)","(31,)","(11.48,)","(3.08,)","(1.4,)","(0.66,)","(86,)","(80,)","(75,)","(72,)","(81,)","(72,)","(75,)","(71,)"
"(80,)","(78,)","(78,)","(76,)","(32,)","(32,)","(31,)","(32,)","(-6.96,)","(-1.57,)","(2.96,)","(4.2,)","(80,)","(78,)","(78,)","(76,)","(81,)","(74,)","(76,)","(72,)"
"(83,)","(78,)","(81,)","(81,)","(32,)","(33,)","(32,)","(32,)","(3.33,)","(0.0,)","(3.2,)","(4.71,)","(83,)","(78,)","(81,)","(81,)","(80,)","(75,)","(75,)","(73,)"
"(85,)","(83,)","(83,)","(83,)","(32,)","(33,)","(32,)","(32,)","(1.77,)","(4.9,)","(1.7,)","(1.7,)","(85,)","(83,)","(83,)","(83,)","(81,)","(77,)","(77,)","(75,)"
"(81,)","(83,)","(86,)","(81,)","(27,)","(27,)","(27,)","(28,)","(-3.47,)","(0.0,)","(3.62,)","(-1.7,)","(81,)","(83,)","(86,)","(81,)","(81,)","(79,)","(79,)","(77,)"
"(88,)","(88,)","(83,)","(83,)","(21,)","(21,)","(21,)","(21,)","(7.26,)","(5.56,)","(-3.62,)","(1.7,)","(88,)","(88,)","(83,)","(83,)","(83,)","(81,)","(81,)","(79,)"
"(118,)","(126,)","(111,)","(111,)","(12,)","(11,)","(11,)","(11,)","(29.63,)","(38.1,)","(27.78,)","(27.78,)","('null',)","('null',)","('null',)","(111,)","(83,)","(82,)","(82,)","(85,)"
"(86,)","(86,)","(85,)","(81,)","(-1,)","(-2,)","(-2,)","(-2,)","(-31.56,)","(-40.03,)","(-26.0,)","(-29.48,)","(86,)","(86,)","(85,)","(81,)","(84,)","(83,)","(83,)","(86,)"
"(98,)","(124,)","(81,)","(81,)","(-15,)","(-17,)","(-17,)","(-16,)","(11.81,)","(37.07,)","(-3.47,)","(0.0,)","(98,)","('null',)","(81,)","(81,)","(87,)","(85,)","(83,)","(86,)"
"(105,)","(78,)","(95,)","(113,)","(-20,)","(-22,)","(-22,)","(-22,)","(6.5,)","(-45.6,)","(13.61,)","(31.84,)","(105,)","(78,)","(95,)","('null',)","(91,)","(83,)","(86,)","(87,)"
"(80,)","(118,)","(85,)","(81,)","(-25,)","(-25,)","(-25,)","(-25,)","(-25.26,)","(40.09,)","(-10.13,)","(-31.84,)","(80,)","('null',)","(85,)","(81,)","(91,)","(84,)","(85,)","(87,)"
"(90,)","(83,)","(80,)","(80,)","(-30,)","(-30,)","(-30,)","(-30,)","(10.91,)","(-35.19,)","(-5.11,)","(-0.82,)","(90,)","(83,)","(80,)","(80,)","(91,)","(82,)","(85,)","(86,)"
"(83,)","(81,)","(78,)","(81,)","(-40,)","(-40,)","(-39,)","(-39,)","(-7.58,)","(-1.7,)","(-1.57,)","(0.82,)","(83,)","(81,)","(78,)","(81,)","(90,)","(82,)","(84,)","(80,)"
"(93,)","(88,)","(81,)","(80,)","(-48,)","(-49,)","(-49,)","(-49,)","(9.69,)","(7.26,)","(3.2,)","(-1.63,)","(93,)","(88,)","(81,)","(80,)","(91,)","(82,)","(83,)","(80,)"
"(83,)","(81,)","(115,)","(111,)","(-48,)","(-49,)","(-50,)","(-50,)","(-9.69,)","(-7.26,)","(34.31,)","(31.11,)","(83,)","(81,)","('null',)","('null',)","(89,)","(82,)","(83,)","(80,)"
"(85,)","(83,)","(82,)","(83,)","(-45,)","(-45,)","(-46,)","(-45,)","(1.77,)","(1.7,)","(-33.89,)","(-27.78,)","(85,)","(83,)","(82,)","(83,)","(85,)","(83,)","(81,)","(81,)"
"(87,)","(85,)","(83,)","(85,)","(-44,)","(-43,)","(-43,)","(-42,)","(2.33,)","(1.77,)","(1.28,)","(1.77,)","(87,)","(85,)","(83,)","(85,)","(86,)","(83,)","(80,)","(81,)"
"(86,)","(86,)","(115,)","(84,)","(-46,)","(-46,)","(-45,)","(-45,)","(-0.48,)","(1.85,)","(32.61,)","(-0.45,)","(86,)","(86,)","('null',)","(84,)","(86,)","(84,)","(81,)","(82,)"
"(115,)","(87,)","(86,)","(86,)","(-49,)","(-50,)","(-50,)","(-50,)","(28.99,)","(0.48,)","(-28.99,)","(2.3,)","('null',)","(87,)","(86,)","(86,)","(86,)","(85,)","(83,)","(83,)"
"(90,)","(86,)","(86,)","(86,)","(-53,)","(-54,)","(-55,)","(-54,)","(-25.55,)","(-0.48,)","(-0.94,)","(0.0,)","(90,)","(86,)","(86,)","(86,)","(86,)","(84,)","(84,)","(84,)"
"(90,)","(86,)","(86,)","(87,)","(-56,)","(-56,)","(-57,)","(-56,)","(0.51,)","(0.0,)","(0.94,)","(0.48,)","(90,)","(86,)","(86,)","(87,)","(87,)","(85,)","(84,)","(85,)"
"(88,)","(88,)","(86,)","(86,)","(-58,)","(-58,)","(-58,)","(-58,)","(-2.02,)","(1.93,)","(0.0,)","(-0.48,)","(88,)","(88,)","(86,)","(86,)","(88,)","(86,)","(85,)","(85,)"
"(90,)","(88,)","(90,)","(90,)","(-59,)","(-59,)","(-59,)","(-59,)","(2.02,)","(0.0,)","(3.44,)","(3.95,)","(90,)","(88,)","(90,)","(90,)","(88,)","(86,)","(86,)","(86,)"
"(93,)","(90,)","(86,)","(90,)","(-61,)","(-61,)","(-61,)","(-61,)","(2.66,)","(2.02,)","(-3.44,)","(-0.51,)","(93,)","(90,)","(86,)","(90,)","(90,)","(87,)","(86,)","(87,)"
"(93,)","(91,)","(90,)","(90,)","(-63,)","(-64,)","(-64,)","(-63,)","(-0.54,)","(1.04,)","(3.44,)","(0.51,)","(93,)","(91,)","(90,)","(90,)","(90,)","(88,)","(87,)","(88,)"
"(93,)","(90,)","(90,)","(91,)","(-63,)","(-63,)","(-64,)","(-63,)","(0.54,)","(-1.04,)","(0.51,)","(1.04,)","(93,)","(90,)","(90,)","(91,)","(91,)","(88,)","(88,)","(89,)"
"(95,)","(91,)","(91,)","(93,)","(-63,)","(-63,)","(-63,)","(-63,)","(1.67,)","(1.04,)","(1.04,)","(1.07,)","(95,)","(91,)","(91,)","(93,)","(92,)","(89,)","(88,)","(90,)"
"(136,)","(152,)","(133,)","(102,)","(-56,)","(-55,)","(-56,)","(-56,)","(41.51,)","(60.43,)","(41.38,)","(9.54,)","('null',)","('null',)","('null',)","(102,)","(92,)","(90,)","(89,)","(92,)"
