"(55,)","(52,)","(100,)","(102,)","(23,)","(-23,)","(-13,)","(13,)","(2,)","(2,)","(4,)","(4,)","(-4,)","(-4,)","(0,)","(-1,)","(3.27,)","(1.97,)","(0.63,)","(0.0,)","(55,)","(52,)","(100,)","(102,)"
"(54,)","(52,)","(100,)","(104,)","(19,)","(-18,)","(-11,)","(12,)","(2,)","(2,)","(4,)","(4,)","(-4,)","(-5,)","(-1,)","(-1,)","(-1.13,)","(0.0,)","(0.0,)","(2.01,)","(54,)","(52,)","(100,)","(104,)"
"(57,)","(54,)","(102,)","(102,)","(15,)","(-13,)","(-10,)","(10,)","(3,)","(2,)","(4,)","(4,)","(-4,)","(-4,)","(-1,)","(-1,)","(3.55,)","(2.13,)","(1.94,)","(-2.01,)","(57,)","(54,)","(102,)","(102,)"
"(59,)","(59,)","(98,)","(102,)","(13,)","(-11,)","(-8,)","(9,)","(2,)","(2,)","(4,)","(4,)","(-2,)","(-1,)","(-1,)","(-1,)","(1.29,)","(4.84,)","(-3.8,)","(0.0,)","(59,)","(59,)","(98,)","(102,)"
"(66,)","(59,)","(96,)","(96,)","(12,)","(-11,)","(-7,)","(9,)","(2,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(7.41,)","(0.0,)","(-1.8,)","(-5.59,)","('null',)","(59,)","(96,)","(96,)"
"(67,)","(66,)","(95,)","(100,)","(12,)","(-11,)","(-7,)","(9,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(1.13,)","(7.41,)","(-1.73,)","(3.03,)","(67,)","('null',)","(95,)","(100,)"
"(67,)","(66,)","(96,)","(98,)","(11,)","(-11,)","(-7,)","(9,)","(3,)","(3,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(1.73,)","(-1.23,)","(67,)","(66,)","(96,)","(98,)"
"(148,)","(156,)","(100,)","(98,)","(16,)","(-16,)","(-10,)","(11,)","(4,)","(4,)","(4,)","(4,)","(4,)","(4,)","(2,)","(2,)","(80.35,)","(90.2,)","(3.66,)","(0.0,)","('null',)","('null',)","(100,)","(98,)"
"(68,)","(67,)","(98,)","(100,)","(21,)","(-20,)","(-12,)","(12,)","(3,)","(3,)","(4,)","(4,)","(4,)","(4,)","(2,)","(1,)","(-79.18,)","(-89.07,)","(-1.86,)","(1.86,)","(68,)","(67,)","(98,)","(100,)"
"(65,)","(66,)","(104,)","(106,)","(26,)","(-26,)","(-13,)","(13,)","(2,)","(2,)","(4,)","(4,)","(5,)","(5,)","(0,)","(0,)","(-3.92,)","(-1.13,)","(5.81,)","(6.04,)","(65,)","(66,)","('null',)","('null',)"
"(59,)","(61,)","(106,)","(106,)","(29,)","(-30,)","(-13,)","(13,)","(3,)","(3,)","(4,)","(4,)","(2,)","(4,)","(0,)","(0,)","(-5.34,)","(-5.13,)","(2.09,)","(0.0,)","(59,)","(61,)","(106,)","(106,)"
"(57,)","(59,)","(111,)","(111,)","(30,)","(-30,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(4,)","(1,)","(0,)","(0,)","(0,)","(-1.73,)","(-2.28,)","(4.44,)","(4.44,)","(57,)","(59,)","(111,)","(111,)"
"(57,)","(57,)","(108,)","(112,)","(31,)","(-30,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(5,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(-1.29,)","(-2.27,)","(1.88,)","(57,)","(57,)","(108,)","(112,)"
"(56,)","(59,)","(111,)","(113,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-1.23,)","(1.29,)","(2.27,)","(0.48,)","(56,)","(59,)","(111,)","(113,)"
"(59,)","(57,)","(108,)","(118,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(2.52,)","(-1.29,)","(-2.27,)","(5.04,)","(59,)","(57,)","(108,)","('null',)"
"(57,)","(57,)","(111,)","(119,)","(31,)","(-29,)","(-13,)","(14,)","(3,)","(3,)","(5,)","(5,)","(0,)","(0,)","(0,)","(0,)","(-1.29,)","(-0.83,)","(2.27,)","(0.53,)","(57,)","(57,)","(111,)","(119,)"
"(59,)","(56,)","(111,)","(123,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(5,)","(0,)","(0,)","(0,)","(0,)","(1.29,)","(-0.41,)","(0.0,)","(4.41,)","(59,)","(56,)","(111,)","(123,)"
"(56,)","(56,)","(111,)","(121,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-2.52,)","(0.0,)","(0.0,)","(-2.24,)","(56,)","(56,)","(111,)","(121,)"
"(57,)","(59,)","(112,)","(112,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(5,)","(5,)","(0,)","(0,)","(0,)","(0,)","(1.23,)","(2.52,)","(1.88,)","(-8.22,)","(57,)","(59,)","(112,)","(112,)"
"(60,)","(57,)","(113,)","(113,)","(31,)","(-29,)","(-13,)","(14,)","(3,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(2.64,)","(-1.29,)","(0.48,)","(0.48,)","(60,)","(57,)","(113,)","(113,)"
"(59,)","(57,)","(115,)","(115,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(3,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-1.35,)","(0.0,)","(2.47,)","(2.47,)","(59,)","(57,)","(115,)","(115,)"
"(57,)","(60,)","(114,)","(112,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(5,)","(5,)","(0,)","(0,)","(0,)","(0,)","(-1.29,)","(2.64,)","(-1.0,)","(-2.95,)","(57,)","(60,)","(114,)","(112,)"
"(62,)","(57,)","(118,)","(118,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(4.04,)","(-2.64,)","(3.58,)","(5.52,)","(62,)","(57,)","(118,)","('null',)"
"(59,)","(60,)","(119,)","(114,)","(31,)","(-29,)","(-13,)","(14,)","(3,)","(3,)","(5,)","(5,)","(0,)","(0,)","(0,)","(0,)","(-2.31,)","(2.64,)","(0.53,)","(-3.58,)","(59,)","(60,)","(119,)","(114,)"
"(60,)","(59,)","(118,)","(118,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0.9,)","(-1.35,)","(-0.53,)","(3.58,)","(60,)","(59,)","(118,)","(118,)"
"(60,)","(62,)","(119,)","(116,)","(30,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(5,)","(5,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(2.76,)","(0.53,)","(-1.56,)","(60,)","(62,)","(119,)","(116,)"
"(62,)","(61,)","(121,)","(118,)","(29,)","(-29,)","(-13,)","(14,)","(3,)","(3,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(1.89,)","(-0.48,)","(2.16,)","(1.56,)","(62,)","(61,)","(121,)","(118,)"
"(65,)","(60,)","(119,)","(116,)","(27,)","(-27,)","(-13,)","(14,)","(2,)","(2,)","(5,)","(5,)","(-2,)","(-2,)","(0,)","(0,)","(2.54,)","(-0.93,)","(-2.16,)","(-1.56,)","(65,)","(60,)","(119,)","(116,)"
"(61,)","(60,)","(119,)","(118,)","(26,)","(-25,)","(-13,)","(14,)","(3,)","(2,)","(5,)","(4,)","(-1,)","(-2,)","(0,)","(0,)","(-3.5,)","(0.0,)","(0.0,)","(1.56,)","(61,)","(60,)","(119,)","(118,)"
"(63,)","(62,)","(118,)","(119,)","(26,)","(-25,)","(-13,)","(14,)","(2,)","(3,)","(4,)","(5,)","(0,)","(0,)","(0,)","(0,)","(1.95,)","(1.89,)","(-0.53,)","(0.53,)","(63,)","(62,)","(118,)","(119,)"
"(66,)","(66,)","(119,)","(118,)","(22,)","(-22,)","(-11,)","(12,)","(3,)","(2,)","(5,)","(4,)","(-3,)","(-3,)","(-1,)","(-1,)","(3.17,)","(4.17,)","(0.53,)","(-0.53,)","(66,)","(66,)","(119,)","(118,)"
"(63,)","(62,)","(118,)","(116,)","(15,)","(-14,)","(-9,)","(10,)","(2,)","(3,)","(4,)","(5,)","(-7,)","(-7,)","(-2,)","(-2,)","(-3.17,)","(-4.17,)","(-0.53,)","(-1.56,)","(63,)","(62,)","(118,)","(116,)"
"(68,)","(63,)","(116,)","(118,)","(12,)","(-11,)","(-7,)","(8,)","(3,)","(2,)","(5,)","(4,)","(-2,)","(-3,)","(-1,)","(-1,)","(5.47,)","(0.99,)","(-1.56,)","(1.56,)","('null',)","(63,)","(116,)","(118,)"
"(76,)","(74,)","(108,)","(111,)","(12,)","(-11,)","(-7,)","(8,)","(3,)","(3,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(7.96,)","(10.58,)","(-8.12,)","(-7.41,)","('null',)","('null',)","(108,)","(111,)"
"(78,)","(78,)","(108,)","(109,)","(12,)","(-11,)","(-7,)","(8,)","(3,)","(3,)","(4,)","(5,)","(0,)","(0,)","(0,)","(0,)","(1.51,)","(4.36,)","(0.0,)","(-1.82,)","(78,)","(78,)","(108,)","(109,)"
"(80,)","(75,)","(113,)","(111,)","(9,)","(-8,)","(-6,)","(7,)","(3,)","(3,)","(4,)","(4,)","(-3,)","(-3,)","(-1,)","(-1,)","(1.57,)","(-2.96,)","(4.63,)","(1.82,)","(80,)","(75,)","(113,)","(111,)"
"(76,)","(75,)","(112,)","(111,)","(6,)","(-5,)","(-4,)","(5,)","(3,)","(3,)","(5,)","(4,)","(-3,)","(-3,)","(-1,)","(-1,)","(-3.08,)","(0.0,)","(-0.48,)","(0.0,)","(76,)","(75,)","(112,)","(111,)"
"(81,)","(80,)","(104,)","(108,)","(4,)","(-3,)","(-3,)","(4,)","(3,)","(3,)","(4,)","(4,)","(-1,)","(-1,)","(0,)","(-1,)","(4.71,)","(4.53,)","(-8.42,)","(-2.27,)","(81,)","(80,)","(104,)","(108,)"
"(86,)","(86,)","(100,)","(102,)","(4,)","(-3,)","(-3,)","(3,)","(3,)","(3,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(5.32,)","(6.96,)","(-3.95,)","(-6.28,)","('null',)","('null',)","(100,)","(102,)"
"(85,)","(85,)","(100,)","(100,)","(1,)","(-1,)","(-1,)","(1,)","(3,)","(3,)","(3,)","(4,)","(-3,)","(-1,)","(-2,)","(-2,)","(-1.85,)","(-1.85,)","(-0.63,)","(-1.94,)","(85,)","('null',)","(100,)","(100,)"
"(86,)","(84,)","(104,)","(100,)","(-1,)","(0,)","(1,)","(-1,)","(4,)","(4,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0.92,)","(-0.45,)","(4.58,)","(0.0,)","(86,)","(84,)","(104,)","(100,)"
"(90,)","(90,)","(93,)","(95,)","(-1,)","(0,)","(1,)","(-1,)","(3,)","(3,)","(4,)","(3,)","(0,)","(0,)","(0,)","(0,)","(4.89,)","(6.25,)","(-11.01,)","(-5.39,)","(90,)","('null',)","(93,)","(95,)"
"(95,)","(95,)","(90,)","(90,)","(0,)","(0,)","(0,)","(0,)","(4,)","(4,)","(3,)","(4,)","(-1,)","(0,)","(-1,)","(0,)","(4.33,)","(4.33,)","(-2.66,)","(-4.84,)","(95,)","(95,)","(90,)","(90,)"
"(90,)","(90,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(4,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-4.33,)","(-4.33,)","(2.66,)","(2.63,)","(90,)","(90,)","(93,)","(93,)"
"(88,)","(90,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(4,)","(4,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-2.02,)","(-0.51,)","(1.67,)","(0.54,)","(88,)","(90,)","(95,)","(93,)"
"(90,)","(90,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(4,)","(0,)","(0,)","(0,)","(0,)","(2.02,)","(0.51,)","(-2.21,)","(0.0,)","(90,)","(90,)","(93,)","(93,)"
"(91,)","(90,)","(91,)","(90,)","(0,)","(0,)","(0,)","(0,)","(4,)","(4,)","(4,)","(3,)","(0,)","(0,)","(0,)","(0,)","(1.04,)","(-0.51,)","(-1.07,)","(-2.66,)","(91,)","(90,)","(91,)","(90,)"
"(90,)","(88,)","(93,)","(91,)","(-1,)","(1,)","(1,)","(-1,)","(3,)","(3,)","(3,)","(4,)","(0,)","(1,)","(1,)","(1,)","(-1.04,)","(-1.51,)","(1.07,)","(1.04,)","(90,)","(88,)","(93,)","(91,)"
"(88,)","(88,)","(91,)","(90,)","(-2,)","(2,)","(2,)","(-3,)","(4,)","(3,)","(4,)","(3,)","(1,)","(1,)","(1,)","(2,)","(-2.02,)","(0.0,)","(-1.07,)","(-1.04,)","(88,)","(88,)","(91,)","(90,)"
"(88,)","(87,)","(86,)","(86,)","(-3,)","(2,)","(3,)","(-4,)","(3,)","(4,)","(3,)","(3,)","(1,)","(0,)","(1,)","(0,)","(0.0,)","(-1.46,)","(-5.0,)","(-3.95,)","(88,)","(87,)","(86,)","(86,)"
"(90,)","(90,)","(86,)","(86,)","(-4,)","(4,)","(5,)","(-5,)","(3,)","(3,)","(3,)","(4,)","(1,)","(1,)","(2,)","(1,)","(2.02,)","(3.48,)","(0.0,)","(-0.94,)","(90,)","(90,)","(86,)","(86,)"
"(88,)","(88,)","(83,)","(81,)","(-5,)","(5,)","(6,)","(-7,)","(4,)","(4,)","(4,)","(3,)","(0,)","(1,)","(0,)","(1,)","(-2.02,)","(-2.02,)","(-3.62,)","(-4.39,)","(88,)","(88,)","(83,)","(81,)"
"(93,)","(93,)","(78,)","(78,)","(-5,)","(5,)","(6,)","(-7,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(4.13,)","(4.13,)","(-4.9,)","(-3.2,)","(93,)","(93,)","(78,)","(78,)"
"(91,)","(91,)","(80,)","(76,)","(-5,)","(5,)","(6,)","(-7,)","(4,)","(4,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-1.07,)","(-1.07,)","(1.57,)","(-1.51,)","(91,)","(91,)","(80,)","(76,)"
"(90,)","(90,)","(78,)","(78,)","(-5,)","(5,)","(6,)","(-7,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-1.04,)","(-1.04,)","(-1.57,)","(1.51,)","(90,)","(90,)","(78,)","(78,)"
"(90,)","(90,)","(78,)","(78,)","(-5,)","(5,)","(6,)","(-7,)","(4,)","(4,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-0.51,)","(-0.51,)","(0.0,)","(0.0,)","(90,)","(90,)","(78,)","(78,)"
"(90,)","(88,)","(78,)","(75,)","(-5,)","(5,)","(6,)","(-7,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0.51,)","(-1.51,)","(0.0,)","(-2.96,)","(90,)","(88,)","(78,)","(75,)"
"(88,)","(90,)","(111,)","(88,)","(-1,)","(1,)","(2,)","(-2,)","(4,)","(3,)","(3,)","(3,)","(-4,)","(-3,)","(-4,)","(-4,)","(-2.02,)","(2.02,)","(32.68,)","(13.42,)","(88,)","(90,)","('null',)","('null',)"
"(88,)","(90,)","(76,)","(76,)","(1,)","(-1,)","(-2,)","(2,)","(3,)","(4,)","(3,)","(2,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(-0.51,)","(-34.19,)","(-12.7,)","(88,)","(90,)","(76,)","(76,)"
"(85,)","(83,)","(80,)","(79,)","(1,)","(-1,)","(-2,)","(2,)","(3,)","(3,)","(3,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-3.78,)","(-7.06,)","(3.08,)","(3.41,)","(85,)","(83,)","(80,)","(79,)"
"(80,)","(80,)","(86,)","(85,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(-1,)","(-1,)","(-2,)","(-1,)","(-5.11,)","(-3.33,)","(6.96,)","(5.5,)","(80,)","(80,)","('null',)","('null',)"
"(78,)","(76,)","(85,)","(83,)","(0,)","(0,)","(1,)","(-1,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-1.57,)","(-3.08,)","(-1.85,)","(-1.77,)","(78,)","(76,)","('null',)","(83,)"
"(82,)","(80,)","(85,)","(83,)","(0,)","(0,)","(0,)","(0,)","(4,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(3.62,)","(3.08,)","(0.0,)","(0.0,)","(82,)","(80,)","(85,)","(83,)"
"(80,)","(81,)","(82,)","(81,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(4,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-2.05,)","(1.63,)","(-3.06,)","(-1.7,)","(80,)","(81,)","(82,)","(81,)"
"(136,)","(95,)","(81,)","(81,)","(4,)","(-4,)","(-3,)","(3,)","(5,)","(3,)","(3,)","(3,)","(3,)","(3,)","(3,)","(3,)","(56.05,)","(13.61,)","(-0.42,)","(0.0,)","('null',)","('null',)","(81,)","(81,)"
