"('rawRPM0',)","('rawRPM1',)","('rawRPM2',)","('rawRPM3',)","('rawAngle0',)","('rawAngle1',)","('rawAngle2',)","('rawAngle3',)","('desiredRPM0',)","('desireRPM1',)","('desiredRPM2',)","('desiredRPM3',)","('desiredAngle0',)","('desiredAngle1',)","('desiredAngle2',)","('desiredAngle3',)","('deltaAngle0',)","('deltaAngle1',)","('deltaAngle2',)","('deltaAngle3',)","('deltaRPM0',)","('deltaRPM1',)","('deltaRPM2',)","('deltaRPM3',)","('HighDeltaFilterRPM0',)","('HighDeltaFilterRPM1',)","('HighDeltaFilterRPM2',)","('HighDeltaFilterRPM3',)","('boxFilterRPM0',)","('boxFilterRPM1',)","('boxFilterRPM2',)","('boxFilterRPM3',)","('TeensyTimeMicroSeconds',)"
"(81,)","(70,)","(70,)","(68,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-10.32,)","(1.8,)","(4.6,)","(0.59,)","(81,)","(70,)","(70,)","(68,)","(72,)","(62,)","(60,)","(63,)","(836908,)"
"(83,)","(72,)","(71,)","(71,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.7,)","(2.55,)","(1.25,)","(2.46,)","(83,)","(72,)","(71,)","(71,)","(75,)","(65,)","(63,)","(65,)","(836959,)"
"(75,)","(75,)","(72,)","(74,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-7.86,)","(2.74,)","(1.3,)","(2.65,)","(75,)","(75,)","(72,)","(74,)","(75,)","(68,)","(66,)","(67,)","(837010,)"
"(78,)","(76,)","(75,)","(75,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.96,)","(1.45,)","(2.74,)","(1.4,)","(78,)","(76,)","(75,)","(75,)","(76,)","(70,)","(69,)","(70,)","(837061,)"
"(80,)","(80,)","(78,)","(78,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.57,)","(3.08,)","(2.96,)","(2.96,)","(80,)","(80,)","(78,)","(78,)","(79,)","(73,)","(71,)","(72,)","(837112,)"
"(108,)","(86,)","(80,)","(82,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(28.84,)","(6.96,)","(1.57,)","(3.62,)","('null',)","(86,)","(80,)","(82,)","(79,)","(76,)","(74,)","(74,)","(837163,)"
"(83,)","(83,)","(83,)","(81,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-25.51,)","(-3.62,)","(3.33,)","(-0.42,)","(83,)","(83,)","(83,)","(81,)","(79,)","(78,)","(76,)","(76,)","(837214,)"
"(85,)","(85,)","(85,)","(83,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.77,)","(1.77,)","(1.77,)","(1.7,)","(85,)","(85,)","(85,)","(83,)","(80,)","(80,)","(78,)","(78,)","(837265,)"
"(86,)","(87,)","(84,)","(85,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.92,)","(2.33,)","(-0.45,)","(1.77,)","(86,)","(87,)","(84,)","(85,)","(82,)","(82,)","(80,)","(80,)","(837316,)"
"(88,)","(88,)","(85,)","(86,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.87,)","(1.46,)","(0.45,)","(1.85,)","(88,)","(88,)","(85,)","(86,)","(84,)","(84,)","(82,)","(82,)","(837367,)"
"(90,)","(88,)","(88,)","(87,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.51,)","(0.0,)","(3.78,)","(0.48,)","(90,)","(88,)","(88,)","(87,)","(86,)","(86,)","(84,)","(84,)","(837418,)"
"(90,)","(88,)","(87,)","(86,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.51,)","(0.0,)","(-1.46,)","(-0.48,)","(90,)","(88,)","(87,)","(86,)","(87,)","(86,)","(85,)","(84,)","(837469,)"
"(91,)","(90,)","(88,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.04,)","(2.02,)","(1.46,)","(1.93,)","(91,)","(90,)","(88,)","(88,)","(88,)","(87,)","(86,)","(85,)","(837520,)"
"(90,)","(93,)","(91,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.04,)","(2.66,)","(3.07,)","(2.02,)","(90,)","(93,)","(91,)","(90,)","(89,)","(89,)","(87,)","(87,)","(837571,)"
"(91,)","(93,)","(90,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.04,)","(-0.54,)","(-1.04,)","(-2.02,)","(91,)","(93,)","(90,)","(88,)","(90,)","(90,)","(88,)","(87,)","(837622,)"
"(93,)","(93,)","(91,)","(91,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.07,)","(0.54,)","(1.04,)","(3.07,)","(93,)","(93,)","(91,)","(91,)","(90,)","(90,)","(89,)","(88,)","(837673,)"
"(95,)","(95,)","(93,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.21,)","(1.67,)","(1.07,)","(-1.04,)","(95,)","(95,)","(93,)","(90,)","(91,)","(92,)","(90,)","(88,)","(837724,)"
"(95,)","(95,)","(91,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(-1.07,)","(2.66,)","(95,)","(95,)","(91,)","(93,)","(92,)","(93,)","(90,)","(90,)","(837775,)"
"(96,)","(96,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.73,)","(1.73,)","(3.28,)","(0.0,)","(96,)","(96,)","(95,)","(93,)","(93,)","(94,)","(91,)","(90,)","(837826,)"
"(95,)","(93,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.73,)","(-3.4,)","(0.0,)","(1.67,)","(95,)","(93,)","(95,)","(95,)","(94,)","(94,)","(92,)","(91,)","(837877,)"
"(100,)","(97,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(5.39,)","(3.99,)","(0.0,)","(0.0,)","(100,)","(97,)","(95,)","(95,)","(95,)","(94,)","(93,)","(92,)","(837928,)"
"(97,)","(95,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-3.07,)","(-2.32,)","(0.0,)","(-2.21,)","(97,)","(95,)","(95,)","(93,)","(96,)","(95,)","(94,)","(93,)","(837979,)"
"(96,)","(98,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-0.59,)","(3.53,)","(0.0,)","(2.21,)","(96,)","(98,)","(95,)","(95,)","(96,)","(95,)","(94,)","(94,)","(838030,)"
"(96,)","(97,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(-1.2,)","(0.0,)","(0.0,)","(96,)","(97,)","(95,)","(95,)","(96,)","(96,)","(95,)","(94,)","(838081,)"
"(98,)","(96,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.8,)","(-0.59,)","(0.0,)","(0.0,)","(98,)","(96,)","(95,)","(95,)","(97,)","(96,)","(95,)","(94,)","(838132,)"
"(100,)","(98,)","(96,)","(96,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.23,)","(1.8,)","(1.73,)","(1.73,)","(100,)","(98,)","(96,)","(96,)","(97,)","(96,)","(95,)","(94,)","(838183,)"
"(98,)","(98,)","(96,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.23,)","(0.0,)","(0.0,)","(-1.73,)","(98,)","(98,)","(96,)","(95,)","(97,)","(97,)","(95,)","(94,)","(838234,)"
"(96,)","(105,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(0,)","(0,)","(0,)","(0,)","(-1.8,)","(6.5,)","(-1.73,)","(0.0,)","(96,)","(105,)","(95,)","(95,)","(97,)","(98,)","(95,)","(95,)","(838285,)"
"(166,)","(151,)","(144,)","(141,)","(7,)","(7,)","(7,)","(7,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(7,)","(7,)","(7,)","(7,)","(69.7,)","(46.25,)","(48.91,)","(46.61,)","('null',)","('null',)","('null',)","('null',)","(97,)","(98,)","(95,)","(95,)","(838336,)"
"(152,)","(181,)","(104,)","(93,)","(22,)","(23,)","(22,)","(21,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(14,)","(15,)","(14,)","(14,)","(-14.29,)","(30.3,)","(-39.57,)","(-48.82,)","('null',)","('null',)","(104,)","(93,)","(98,)","(99,)","(97,)","(94,)","(838387,)"
"(102,)","(152,)","(118,)","(86,)","(39,)","(41,)","(39,)","(39,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(16,)","(18,)","(17,)","(17,)","(-49.82,)","(-29.44,)","(13.94,)","(-6.07,)","(102,)","('null',)","(118,)","(86,)","(99,)","(100,)","(101,)","(93,)","(838438,)"
"(108,)","(100,)","(133,)","(129,)","(54,)","(57,)","(56,)","(56,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(15,)","(15,)","(16,)","(16,)","(5.54,)","(-52.38,)","(14.81,)","(42.08,)","(108,)","(100,)","(133,)","('null',)","(101,)","(101,)","(109,)","(92,)","(838489,)"
"(86,)","(105,)","(129,)","(137,)","(57,)","(59,)","(60,)","(59,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(2,)","(1,)","(3,)","(3,)","(-21.15,)","(5.26,)","(-4.3,)","(8.9,)","(86,)","(105,)","(129,)","('null',)","(98,)","(103,)","(115,)","(91,)","(838540,)"
"(83,)","(86,)","(130,)","(148,)","(50,)","(50,)","(51,)","(51,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(-6,)","(-8,)","(-8,)","(-7,)","(-3.62,)","(-18.31,)","(1.69,)","(10.22,)","(83,)","(86,)","(130,)","('null',)","(94,)","(97,)","(122,)","(89,)","(838591,)"
"(93,)","(88,)","(96,)","(81,)","(46,)","(44,)","(44,)","(45,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(-3,)","(-5,)","(-7,)","(-6,)","(9.69,)","(1.93,)","(-33.75,)","(-66.52,)","(93,)","(88,)","(96,)","(81,)","(94,)","(94,)","(118,)","(86,)","(838642,)"
"(93,)","(84,)","(97,)","(97,)","(48,)","(47,)","(46,)","(46,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(1,)","(2,)","(1,)","(1,)","(0.54,)","(-4.23,)","(0.59,)","(15.93,)","(93,)","(84,)","(97,)","(97,)","(94,)","(92,)","(117,)","(88,)","(838693,)"
"(85,)","(86,)","(88,)","(87,)","(50,)","(51,)","(50,)","(50,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(2,)","(3,)","(4,)","(3,)","(-8.46,)","(2.3,)","(-8.67,)","(-10.13,)","(85,)","(86,)","(88,)","(87,)","(91,)","(91,)","(112,)","(88,)","(838744,)"
"(90,)","(85,)","(88,)","(90,)","(50,)","(51,)","(52,)","(51,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(0,)","(0,)","(1,)","(0,)","(5.8,)","(-1.85,)","(0.0,)","(3.48,)","(90,)","(85,)","(88,)","(90,)","(88,)","(89,)","(104,)","(88,)","(838795,)"
"(90,)","(90,)","(90,)","(88,)","(50,)","(50,)","(50,)","(50,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(0,)","(-1,)","(-1,)","(-1,)","(-0.51,)","(5.29,)","(2.02,)","(-2.02,)","(90,)","(90,)","(90,)","(88,)","(89,)","(86,)","(98,)","(88,)","(838846,)"
"(90,)","(95,)","(91,)","(88,)","(50,)","(49,)","(49,)","(49,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(0,)","(0,)","(-1,)","(0,)","(0.51,)","(4.84,)","(1.04,)","(0.0,)","(90,)","(95,)","(91,)","(88,)","(90,)","(88,)","(91,)","(88,)","(838897,)"
"(93,)","(95,)","(93,)","(88,)","(50,)","(49,)","(49,)","(49,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(0,)","(0,)","(0,)","(0,)","(2.66,)","(0.0,)","(1.07,)","(0.0,)","(93,)","(95,)","(93,)","(88,)","(90,)","(89,)","(91,)","(89,)","(838948,)"
"(91,)","(96,)","(95,)","(90,)","(50,)","(49,)","(49,)","(49,)","(131,)","(131,)","(131,)","(131,)","(50,)","(50,)","(50,)","(50,)","(0,)","(0,)","(0,)","(0,)","(-1.61,)","(1.73,)","(2.21,)","(1.51,)","(91,)","(96,)","(95,)","(90,)","(89,)","(91,)","(90,)","(88,)","(838999,)"
