"('rawRPM0',)","('rawRPM1',)","('rawRPM2',)","('rawRPM3',)","('rawAngle0',)","('rawAngle1',)","('rawAngle2',)","('rawAngle3',)","('desiredRPM0',)","('desireRPM1',)","('desiredRPM2',)","('desiredRPM3',)","('desiredAngle0',)","('desiredAngle1',)","('desiredAngle2',)","('desiredAngle3',)","('deltaAngle0',)","('deltaAngle1',)","('deltaAngle2',)","('deltaAngle3',)","('deltaRPM0',)","('deltaRPM1',)","('deltaRPM2',)","('deltaRPM3',)","('HighDeltaFilterRPM0',)","('HighDeltaFilterRPM1',)","('HighDeltaFilterRPM2',)","('HighDeltaFilterRPM3',)","('boxFilterRPM0',)","('boxFilterRPM1',)","('boxFilterRPM2',)","('boxFilterRPM3',)","('TeensyTimeMicroSeconds',)"
"(93,)","(93,)","(91,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-0.54,)","(1.07,)","(3.07,)","(0.51,)","(93,)","(93,)","(91,)","(90,)","(91,)","(91,)","(88,)","(88,)","(164331,)"
"(93,)","(95,)","(93,)","(91,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.54,)","(2.21,)","(1.07,)","(1.04,)","(93,)","(95,)","(93,)","(91,)","(92,)","(92,)","(89,)","(89,)","(164382,)"
"(96,)","(96,)","(91,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.4,)","(1.73,)","(-1.07,)","(-1.04,)","(96,)","(96,)","(91,)","(90,)","(93,)","(93,)","(90,)","(89,)","(164433,)"
"(95,)","(95,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.73,)","(-1.73,)","(1.07,)","(2.66,)","(95,)","(95,)","(93,)","(93,)","(93,)","(93,)","(91,)","(90,)","(164484,)"
"(96,)","(95,)","(91,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.73,)","(0.0,)","(-1.07,)","(-0.54,)","(96,)","(95,)","(91,)","(93,)","(94,)","(94,)","(91,)","(91,)","(164535,)"
"(95,)","(96,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.73,)","(1.73,)","(1.07,)","(0.54,)","(95,)","(96,)","(93,)","(93,)","(94,)","(95,)","(92,)","(91,)","(164586,)"
"(98,)","(95,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.53,)","(-1.73,)","(2.21,)","(0.0,)","(98,)","(95,)","(95,)","(93,)","(95,)","(95,)","(92,)","(92,)","(164637,)"
"(97,)","(96,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.2,)","(1.73,)","(-1.67,)","(-0.54,)","(97,)","(96,)","(93,)","(93,)","(96,)","(95,)","(92,)","(92,)","(164688,)"
"(96,)","(96,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-0.59,)","(0.0,)","(1.67,)","(0.54,)","(96,)","(96,)","(95,)","(93,)","(96,)","(95,)","(93,)","(93,)","(164739,)"
"(96,)","(97,)","(93,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.59,)","(-1.67,)","(1.67,)","(96,)","(97,)","(93,)","(95,)","(96,)","(95,)","(93,)","(93,)","(164790,)"
"(98,)","(98,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.8,)","(1.2,)","(1.67,)","(0.0,)","(98,)","(98,)","(95,)","(95,)","(96,)","(96,)","(94,)","(93,)","(164841,)"
"(97,)","(98,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.2,)","(0.0,)","(0.0,)","(0.0,)","(97,)","(98,)","(95,)","(95,)","(97,)","(96,)","(94,)","(94,)","(164892,)"
"(100,)","(96,)","(96,)","(95,)","(0,)","(0,)","(0,)","(0,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(0,)","(0,)","(0,)","(0,)","(3.07,)","(-1.8,)","(1.73,)","(0.0,)","(100,)","(96,)","(96,)","(95,)","(97,)","(96,)","(94,)","(94,)","(164943,)"
"(162,)","(152,)","(137,)","(121,)","(7,)","(-8,)","(-6,)","(5,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(7,)","(8,)","(5,)","(5,)","(61.97,)","(55.41,)","(40.96,)","(25.97,)","('null',)","('null',)","('null',)","('null',)","(97,)","(97,)","(94,)","(94,)","(164994,)"
"(144,)","(121,)","(95,)","(96,)","(20,)","(-22,)","(-13,)","(13,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(12,)","(13,)","(7,)","(7,)","(-18.46,)","(-31.17,)","(-42.69,)","(-24.24,)","('null',)","('null',)","(95,)","(96,)","(97,)","(97,)","(94,)","(95,)","(165045,)"
"(86,)","(85,)","(121,)","(115,)","(22,)","(-24,)","(-14,)","(13,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(2,)","(2,)","(0,)","(0,)","(-58.12,)","(-36.11,)","(25.97,)","(18.97,)","(86,)","(85,)","('null',)","(115,)","(95,)","(94,)","(95,)","(99,)","(165096,)"
"(65,)","(71,)","(115,)","(111,)","(17,)","(-17,)","(-10,)","(9,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(-4,)","(-6,)","(-4,)","(-3,)","(-20.98,)","(-13.68,)","(-5.27,)","(-4.83,)","(65,)","(71,)","(115,)","(111,)","(87,)","(87,)","(100,)","(102,)","(165147,)"
"(86,)","(66,)","(116,)","(115,)","(14,)","(-13,)","(-8,)","(8,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(-2,)","(-4,)","(-2,)","(-1,)","(20.98,)","(-4.76,)","(1.02,)","(4.83,)","('null',)","(66,)","(116,)","(115,)","(83,)","(79,)","(105,)","(106,)","(165198,)"
"(81,)","(71,)","(111,)","(106,)","(15,)","(-15,)","(-9,)","(9,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(1,)","(1,)","(0,)","(0,)","(-4.39,)","(4.76,)","(-5.85,)","(-9.28,)","(81,)","(71,)","(111,)","(106,)","(77,)","(73,)","(109,)","(108,)","(165249,)"
"(76,)","(80,)","(106,)","(108,)","(17,)","(-18,)","(-10,)","(10,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(1,)","(2,)","(1,)","(0,)","(-4.71,)","(8.57,)","(-4.44,)","(2.18,)","(76,)","(80,)","(106,)","(108,)","(77,)","(74,)","(108,)","(108,)","(165300,)"
"(78,)","(76,)","(111,)","(109,)","(17,)","(-18,)","(-10,)","(10,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(0,)","(0,)","(0,)","(0,)","(1.51,)","(-3.08,)","(4.44,)","(0.45,)","(78,)","(76,)","(111,)","(109,)","(77,)","(74,)","(111,)","(110,)","(165351,)"
"(72,)","(75,)","(113,)","(113,)","(17,)","(-17,)","(-10,)","(10,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(0,)","(0,)","(0,)","(0,)","(-5.7,)","(-1.45,)","(2.36,)","(4.19,)","(72,)","(75,)","(113,)","(113,)","(74,)","(73,)","(112,)","(110,)","(165402,)"
"(76,)","(76,)","(118,)","(115,)","(17,)","(-17,)","(-10,)","(10,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(0,)","(0,)","(0,)","(0,)","(4.2,)","(1.45,)","(5.04,)","(2.47,)","(76,)","(76,)","(118,)","(115,)","(76,)","(74,)","(112,)","(111,)","(165453,)"
"(78,)","(76,)","(116,)","(114,)","(17,)","(-17,)","(-10,)","(10,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(0,)","(0,)","(0,)","(0,)","(1.51,)","(0.0,)","(-1.56,)","(-1.0,)","(78,)","(76,)","(116,)","(114,)","(76,)","(75,)","(112,)","(110,)","(165504,)"
"(80,)","(80,)","(118,)","(115,)","(17,)","(-17,)","(-10,)","(10,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(0,)","(0,)","(0,)","(0,)","(1.57,)","(3.08,)","(1.56,)","(1.0,)","(80,)","(80,)","(118,)","(115,)","(76,)","(77,)","(113,)","(112,)","(165555,)"
"(78,)","(78,)","(116,)","(114,)","(17,)","(-17,)","(-10,)","(10,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(0,)","(0,)","(0,)","(0,)","(-1.57,)","(-1.57,)","(-1.56,)","(-1.0,)","(78,)","(78,)","(116,)","(114,)","(77,)","(76,)","(115,)","(113,)","(165606,)"
"(78,)","(80,)","(118,)","(118,)","(17,)","(-17,)","(-10,)","(10,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(1.57,)","(1.56,)","(3.58,)","(78,)","(80,)","(118,)","(118,)","(77,)","(77,)","(116,)","(114,)","(165657,)"
"(78,)","(80,)","(119,)","(116,)","(17,)","(-17,)","(-10,)","(10,)","(104,)","(104,)","(166,)","(166,)","(17,)","(-17,)","(-10,)","(10,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.53,)","(-1.56,)","(78,)","(80,)","(119,)","(116,)","(78,)","(78,)","(117,)","(115,)","(165708,)"
