"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(183552,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(183705,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(183756,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(183807,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(183858,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(183909,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(183960,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184011,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184062,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184113,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184164,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184215,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184266,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184317,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184368,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184419,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184470,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184521,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184572,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184623,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184674,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184725,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184776,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184827,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184878,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184929,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(184980,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185031,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185082,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185133,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185184,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185235,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185286,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185337,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185388,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185439,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185490,)"
"(0,)","(2,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(6,)","(0,)","(0,)","(2,)","(6,)","(0,)","(185541,)"
