"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(455,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(457,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(459,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(461,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(463,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(465,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(467,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(469,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(471,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(473,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(475,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(477,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(479,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(481,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(483,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(485,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(487,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(489,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(491,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(493,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(495,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(497,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(499,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(501,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(503,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(505,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(506,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(508,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(510,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(512,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(514,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(516,)","(368,)","(5,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(518,)","(368,)","(5,)"
