"(80,)","(80,)","(83,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4831,)","(8145,)","(8345,)","(4138,)"
"(80,)","(81,)","(80,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4835,)","(8149,)","(8349,)","(4142,)"
"(78,)","(72,)","(74,)","(81,)","(133,)","(134,)","(134,)","(134,)","(4839,)","(8154,)","(8354,)","(4147,)"
"(71,)","(81,)","(83,)","(81,)","(133,)","(134,)","(134,)","(134,)","(4844,)","(8158,)","(8358,)","(4151,)"
"(80,)","(81,)","(80,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4848,)","(8162,)","(8362,)","(4155,)"
"(78,)","(80,)","(83,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4852,)","(8166,)","(8366,)","(4159,)"
"(81,)","(80,)","(81,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4856,)","(8170,)","(8370,)","(4163,)"
"(78,)","(78,)","(80,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4860,)","(8174,)","(8374,)","(4167,)"
"(78,)","(78,)","(81,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4864,)","(8178,)","(8378,)","(4171,)"
"(81,)","(81,)","(81,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4868,)","(8182,)","(8382,)","(4175,)"
"(78,)","(78,)","(81,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4872,)","(8186,)","(8387,)","(4179,)"
"(78,)","(80,)","(83,)","(80,)","(133,)","(134,)","(134,)","(134,)","(4876,)","(8190,)","(8391,)","(4183,)"
"(76,)","(81,)","(86,)","(83,)","(133,)","(134,)","(134,)","(134,)","(4880,)","(8194,)","(8395,)","(4187,)"
"(78,)","(80,)","(75,)","(72,)","(133,)","(134,)","(134,)","(134,)","(4884,)","(8198,)","(8400,)","(4192,)"
"(78,)","(81,)","(83,)","(83,)","(133,)","(134,)","(134,)","(134,)","(4888,)","(8203,)","(8404,)","(4196,)"
"(78,)","(81,)","(86,)","(81,)","(133,)","(134,)","(134,)","(134,)","(4890,)","(8205,)","(8406,)","(4198,)"
"(80,)","(81,)","(75,)","(85,)","(133,)","(134,)","(134,)","(134,)","(4894,)","(8209,)","(8411,)","(4202,)"
"(85,)","(83,)","(85,)","(81,)","(133,)","(134,)","(134,)","(134,)","(4898,)","(8213,)","(8415,)","(4206,)"
"(81,)","(83,)","(85,)","(73,)","(133,)","(134,)","(134,)","(134,)","(4903,)","(8217,)","(8419,)","(4211,)"
"(85,)","(81,)","(85,)","(81,)","(133,)","(134,)","(134,)","(134,)","(4907,)","(8222,)","(8423,)","(4215,)"
"(80,)","(83,)","(83,)","(81,)","(133,)","(134,)","(134,)","(134,)","(4911,)","(8226,)","(8428,)","(4219,)"
"(108,)","(198,)","(194,)","(226,)","(110,)","(110,)","(111,)","(111,)","(4921,)","(8239,)","(8442,)","(4234,)"
"(137,)","(100,)","(75,)","(137,)","(76,)","(73,)","(76,)","(75,)","(4929,)","(8245,)","(8447,)","(4240,)"
"(148,)","(91,)","(83,)","(63,)","(42,)","(37,)","(39,)","(39,)","(4936,)","(8248,)","(8451,)","(4244,)"
"(86,)","(65,)","(153,)","(95,)","(42,)","(43,)","(41,)","(41,)","(4940,)","(8252,)","(8461,)","(4252,)"
"(67,)","(63,)","(111,)","(142,)","(47,)","(48,)","(49,)","(48,)","(4945,)","(8255,)","(8467,)","(4259,)"
"(91,)","(76,)","(74,)","(66,)","(44,)","(43,)","(42,)","(43,)","(4948,)","(8259,)","(8471,)","(4262,)"
"(74,)","(78,)","(76,)","(75,)","(44,)","(45,)","(45,)","(45,)","(4952,)","(8263,)","(8474,)","(4266,)"
"(81,)","(80,)","(78,)","(75,)","(44,)","(45,)","(45,)","(45,)","(4956,)","(8267,)","(8478,)","(4270,)"
"(80,)","(83,)","(78,)","(80,)","(44,)","(45,)","(45,)","(45,)","(4960,)","(8271,)","(8482,)","(4274,)"
"(73,)","(83,)","(81,)","(80,)","(44,)","(45,)","(45,)","(45,)","(4965,)","(8275,)","(8487,)","(4278,)"
"(81,)","(75,)","(83,)","(81,)","(44,)","(45,)","(45,)","(45,)","(4969,)","(8280,)","(8491,)","(4282,)"
"(81,)","(83,)","(83,)","(81,)","(44,)","(45,)","(45,)","(45,)","(4973,)","(8284,)","(8495,)","(4286,)"
"(85,)","(81,)","(81,)","(83,)","(44,)","(45,)","(45,)","(45,)","(4977,)","(8288,)","(8499,)","(4290,)"
"(80,)","(85,)","(73,)","(80,)","(44,)","(45,)","(45,)","(45,)","(4981,)","(8292,)","(8504,)","(4294,)"
"(83,)","(83,)","(83,)","(81,)","(44,)","(45,)","(45,)","(45,)","(4986,)","(8297,)","(8508,)","(4298,)"
"(81,)","(83,)","(81,)","(81,)","(44,)","(45,)","(45,)","(45,)","(4990,)","(8301,)","(8512,)","(4303,)"
"(81,)","(83,)","(83,)","(81,)","(44,)","(45,)","(45,)","(45,)","(4994,)","(8305,)","(8516,)","(4307,)"
"(85,)","(83,)","(83,)","(81,)","(44,)","(45,)","(45,)","(45,)","(4998,)","(8309,)","(8520,)","(4311,)"
"(81,)","(83,)","(85,)","(80,)","(44,)","(45,)","(45,)","(45,)","(5002,)","(8314,)","(8525,)","(4315,)"
"(73,)","(85,)","(83,)","(83,)","(44,)","(45,)","(45,)","(45,)","(5005,)","(8316,)","(8527,)","(4317,)"
"(244,)","(166,)","(200,)","(171,)","(37,)","(37,)","(37,)","(38,)","(5015,)","(8325,)","(8537,)","(4327,)"
"(113,)","(77,)","(102,)","(183,)","(6,)","(4,)","(5,)","(5,)","(5022,)","(8333,)","(8546,)","(4340,)"
"(67,)","(105,)","(66,)","(76,)","(-26,)","(-33,)","(-31,)","(-32,)","(5030,)","(8339,)","(8552,)","(4344,)"
"(74,)","(133,)","(160,)","(206,)","(-51,)","(-55,)","(-56,)","(-56,)","(5039,)","(8344,)","(8559,)","(4354,)"
"(67,)","(88,)","(72,)","(95,)","(-43,)","(-40,)","(-40,)","(-40,)","(5045,)","(8347,)","(8568,)","(4360,)"
"(95,)","(74,)","(95,)","(72,)","(-44,)","(-45,)","(-44,)","(-45,)","(5049,)","(8351,)","(8575,)","(4366,)"
"(74,)","(74,)","(75,)","(76,)","(-45,)","(-45,)","(-45,)","(-45,)","(5053,)","(8355,)","(8579,)","(4370,)"
"(78,)","(78,)","(78,)","(76,)","(-45,)","(-44,)","(-44,)","(-44,)","(5057,)","(8359,)","(8583,)","(4374,)"
"(78,)","(80,)","(83,)","(80,)","(-45,)","(-44,)","(-44,)","(-45,)","(5061,)","(8363,)","(8587,)","(4378,)"
"(78,)","(81,)","(81,)","(81,)","(-45,)","(-44,)","(-44,)","(-45,)","(5065,)","(8367,)","(8592,)","(4382,)"
"(83,)","(81,)","(85,)","(80,)","(-45,)","(-44,)","(-44,)","(-45,)","(5069,)","(8371,)","(8596,)","(4386,)"
"(83,)","(81,)","(83,)","(83,)","(-45,)","(-44,)","(-44,)","(-45,)","(5074,)","(8375,)","(8600,)","(4390,)"
"(93,)","(73,)","(83,)","(73,)","(-45,)","(-44,)","(-44,)","(-45,)","(5078,)","(8380,)","(8604,)","(4395,)"
"(75,)","(83,)","(85,)","(83,)","(-45,)","(-44,)","(-44,)","(-45,)","(5083,)","(8384,)","(8609,)","(4399,)"
"(86,)","(81,)","(85,)","(83,)","(-45,)","(-44,)","(-44,)","(-45,)","(5087,)","(8388,)","(8613,)","(4403,)"
"(81,)","(86,)","(85,)","(83,)","(-45,)","(-44,)","(-44,)","(-45,)","(5091,)","(8392,)","(8617,)","(4407,)"
"(83,)","(75,)","(86,)","(85,)","(-45,)","(-44,)","(-44,)","(-45,)","(5095,)","(8397,)","(8622,)","(4411,)"
"(73,)","(85,)","(85,)","(83,)","(-45,)","(-44,)","(-44,)","(-45,)","(5100,)","(8401,)","(8626,)","(4416,)"
"(80,)","(83,)","(85,)","(83,)","(-45,)","(-44,)","(-44,)","(-45,)","(5104,)","(8405,)","(8630,)","(4420,)"
"(85,)","(81,)","(85,)","(83,)","(-45,)","(-44,)","(-44,)","(-45,)","(5108,)","(8409,)","(8635,)","(4424,)"
"(80,)","(83,)","(83,)","(81,)","(-45,)","(-44,)","(-44,)","(-45,)","(5112,)","(8413,)","(8639,)","(4428,)"
"(78,)","(73,)","(83,)","(81,)","(-45,)","(-44,)","(-44,)","(-45,)","(5116,)","(8418,)","(8643,)","(4432,)"
"(81,)","(83,)","(76,)","(80,)","(-45,)","(-44,)","(-44,)","(-45,)","(5120,)","(8422,)","(8648,)","(4437,)"
"(140,)","(186,)","(226,)","(205,)","(-66,)","(-68,)","(-67,)","(-67,)","(5131,)","(8436,)","(8662,)","(4452,)"
"(135,)","(98,)","(67,)","(180,)","(-99,)","(-105,)","(-103,)","(-104,)","(5140,)","(8441,)","(8667,)","(4461,)"
"(111,)","(125,)","(106,)","(63,)","(-115,)","(-124,)","(-122,)","(-122,)","(5142,)","(8445,)","(8670,)","(4463,)"
"(80,)","(66,)","(206,)","(160,)","(-141,)","(-143,)","(-144,)","(-144,)","(5149,)","(8448,)","(8681,)","(4470,)"
"(65,)","(76,)","(68,)","(71,)","(-132,)","(-129,)","(-129,)","(-129,)","(5154,)","(8451,)","(8686,)","(4476,)"
"(65,)","(74,)","(95,)","(68,)","(-133,)","(-135,)","(-134,)","(-134,)","(5157,)","(8455,)","(8691,)","(4480,)"
"(74,)","(78,)","(74,)","(72,)","(-134,)","(-134,)","(-134,)","(-134,)","(5161,)","(8459,)","(8695,)","(4484,)"
"(80,)","(76,)","(78,)","(76,)","(-134,)","(-133,)","(-133,)","(-133,)","(5165,)","(8463,)","(8699,)","(4488,)"
"(78,)","(80,)","(76,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5169,)","(8467,)","(8703,)","(4492,)"
"(78,)","(81,)","(81,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5173,)","(8471,)","(8707,)","(4496,)"
"(83,)","(81,)","(80,)","(76,)","(-134,)","(-133,)","(-133,)","(-133,)","(5177,)","(8475,)","(8711,)","(4500,)"
"(80,)","(81,)","(81,)","(80,)","(-134,)","(-133,)","(-133,)","(-133,)","(5181,)","(8479,)","(8715,)","(4504,)"
"(80,)","(83,)","(71,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5185,)","(8483,)","(8720,)","(4508,)"
"(80,)","(81,)","(80,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5190,)","(8488,)","(8724,)","(4512,)"
"(80,)","(85,)","(81,)","(80,)","(-134,)","(-133,)","(-133,)","(-133,)","(5194,)","(8492,)","(8728,)","(4516,)"
"(83,)","(81,)","(81,)","(83,)","(-134,)","(-133,)","(-133,)","(-133,)","(5198,)","(8496,)","(8732,)","(4520,)"
"(78,)","(83,)","(83,)","(80,)","(-134,)","(-133,)","(-133,)","(-133,)","(5202,)","(8500,)","(8736,)","(4524,)"
"(83,)","(83,)","(83,)","(80,)","(-134,)","(-133,)","(-133,)","(-133,)","(5206,)","(8505,)","(8740,)","(4528,)"
"(73,)","(83,)","(81,)","(80,)","(-134,)","(-133,)","(-133,)","(-133,)","(5211,)","(8509,)","(8745,)","(4532,)"
"(81,)","(83,)","(83,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5215,)","(8513,)","(8749,)","(4536,)"
"(85,)","(93,)","(83,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5219,)","(8519,)","(8753,)","(4540,)"
"(81,)","(85,)","(81,)","(81,)","(-134,)","(-133,)","(-133,)","(-133,)","(5223,)","(8523,)","(8757,)","(4544,)"
"(80,)","(83,)","(81,)","(76,)","(-134,)","(-133,)","(-133,)","(-133,)","(5227,)","(8527,)","(8761,)","(4548,)"
"(83,)","(75,)","(80,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5232,)","(8532,)","(8766,)","(4552,)"
"(85,)","(85,)","(83,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5236,)","(8536,)","(8770,)","(4556,)"
"(88,)","(85,)","(83,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5240,)","(8540,)","(8774,)","(4560,)"
"(86,)","(96,)","(85,)","(78,)","(-134,)","(-133,)","(-133,)","(-133,)","(5245,)","(8546,)","(8778,)","(4564,)"
"(80,)","(86,)","(83,)","(80,)","(-134,)","(-133,)","(-133,)","(-133,)","(5247,)","(8548,)","(8780,)","(4566,)"
"(83,)","(85,)","(85,)","(81,)","(-134,)","(-133,)","(-133,)","(-133,)","(5251,)","(8552,)","(8785,)","(4571,)"
"(85,)","(74,)","(83,)","(80,)","(-134,)","(-133,)","(-133,)","(-133,)","(5255,)","(8557,)","(8789,)","(4575,)"
"(81,)","(83,)","(80,)","(81,)","(-134,)","(-133,)","(-133,)","(-133,)","(5260,)","(8561,)","(8793,)","(4579,)"
"(85,)","(83,)","(81,)","(81,)","(-137,)","(-137,)","(-137,)","(-137,)","(5264,)","(8565,)","(8797,)","(4583,)"
"(81,)","(83,)","(73,)","(80,)","(-137,)","(-137,)","(-137,)","(-137,)","(5268,)","(8569,)","(8802,)","(4587,)"
"(190,)","(129,)","(76,)","(96,)","(-155,)","(-157,)","(-156,)","(-156,)","(5279,)","(8579,)","(8812,)","(4596,)"
"(81,)","(83,)","(74,)","(74,)","(-153,)","(-154,)","(-155,)","(-154,)","(5283,)","(8584,)","(8817,)","(4602,)"
"(78,)","(75,)","(76,)","(102,)","(-170,)","(-170,)","(-169,)","(-169,)","(5287,)","(8588,)","(8822,)","(4609,)"
"(78,)","(80,)","(119,)","(91,)","(-169,)","(-169,)","(-170,)","(-170,)","(5292,)","(8592,)","(8828,)","(4613,)"
"(78,)","(72,)","(78,)","(80,)","(-180,)","(-180,)","(-180,)","(-180,)","(5296,)","(8598,)","(8835,)","(4621,)"
"(78,)","(83,)","(75,)","(75,)","(-180,)","(-180,)","(-180,)","(-180,)","(5302,)","(8603,)","(8839,)","(4625,)"
"(78,)","(76,)","(80,)","(80,)","(-178,)","(-177,)","(-177,)","(-177,)","(5306,)","(8607,)","(8843,)","(4629,)"
"(81,)","(81,)","(80,)","(78,)","(-178,)","(-179,)","(-179,)","(-179,)","(5311,)","(8612,)","(8847,)","(4633,)"
"(81,)","(83,)","(81,)","(80,)","(-178,)","(-179,)","(-179,)","(-179,)","(5315,)","(8616,)","(8851,)","(4637,)"
"(125,)","(148,)","(100,)","(104,)","(-157,)","(-156,)","(-156,)","(-156,)","(5326,)","(8629,)","(8861,)","(4646,)"
"(78,)","(64,)","(95,)","(77,)","(-124,)","(-120,)","(-121,)","(-120,)","(5334,)","(8632,)","(8866,)","(4651,)"
"(64,)","(54,)","(63,)","(97,)","(-91,)","(-84,)","(-83,)","(-82,)","(5341,)","(8635,)","(8869,)","(4656,)"
"(58,)","(195,)","(83,)","(102,)","(-58,)","(-47,)","(-46,)","(-45,)","(5349,)","(8646,)","(8873,)","(4662,)"
"(80,)","(90,)","(161,)","(138,)","(-25,)","(-10,)","(-10,)","(-8,)","(5358,)","(8651,)","(8878,)","(4670,)"
"(62,)","(77,)","(77,)","(117,)","(8,)","(25,)","(25,)","(28,)","(5366,)","(8656,)","(8883,)","(4676,)"
"(121,)","(205,)","(101,)","(84,)","(41,)","(62,)","(61,)","(64,)","(5376,)","(8663,)","(8888,)","(4680,)"
"(145,)","(95,)","(98,)","(158,)","(74,)","(100,)","(97,)","(100,)","(5385,)","(8669,)","(8893,)","(4686,)"
"(166,)","(80,)","(93,)","(86,)","(107,)","(137,)","(133,)","(136,)","(5394,)","(8675,)","(8899,)","(4690,)"
"(78,)","(212,)","(83,)","(99,)","(139,)","(175,)","(170,)","(173,)","(5400,)","(8685,)","(8902,)","(4695,)"
"(102,)","(92,)","(138,)","(248,)","(171,)","(187,)","(190,)","(188,)","(5409,)","(8695,)","(8912,)","(4706,)"
"(108,)","(142,)","(200,)","(78,)","(183,)","(179,)","(181,)","(180,)","(5411,)","(8697,)","(8914,)","(4708,)"
"(78,)","(76,)","(76,)","(57,)","(180,)","(178,)","(176,)","(177,)","(5420,)","(8700,)","(8917,)","(4711,)"
"(63,)","(64,)","(86,)","(66,)","(178,)","(181,)","(181,)","(181,)","(5429,)","(8704,)","(8920,)","(4714,)"
"(73,)","(72,)","(67,)","(70,)","(180,)","(179,)","(179,)","(179,)","(5437,)","(8707,)","(8924,)","(4718,)"
"(72,)","(74,)","(76,)","(78,)","(180,)","(179,)","(179,)","(179,)","(5442,)","(8711,)","(8928,)","(4722,)"
"(81,)","(80,)","(80,)","(80,)","(180,)","(179,)","(179,)","(179,)","(5446,)","(8715,)","(8932,)","(4726,)"
"(78,)","(80,)","(80,)","(80,)","(180,)","(179,)","(179,)","(179,)","(5450,)","(8719,)","(8936,)","(4730,)"
"(80,)","(80,)","(81,)","(81,)","(180,)","(179,)","(179,)","(179,)","(5454,)","(8723,)","(8940,)","(4734,)"
"(85,)","(74,)","(81,)","(81,)","(180,)","(179,)","(179,)","(179,)","(5458,)","(8728,)","(8944,)","(4738,)"
"(81,)","(160,)","(179,)","(252,)","(157,)","(156,)","(157,)","(157,)","(5468,)","(8740,)","(8957,)","(4753,)"
"(76,)","(98,)","(195,)","(90,)","(123,)","(118,)","(121,)","(121,)","(5472,)","(8745,)","(8967,)","(4760,)"
"(106,)","(129,)","(59,)","(64,)","(89,)","(79,)","(85,)","(85,)","(5479,)","(8753,)","(8970,)","(4763,)"
"(78,)","(83,)","(75,)","(86,)","(55,)","(41,)","(48,)","(48,)","(5486,)","(8757,)","(8974,)","(4767,)"
"(76,)","(90,)","(93,)","(81,)","(20,)","(3,)","(10,)","(10,)","(5494,)","(8762,)","(8980,)","(4771,)"
