"('rawRPM0',)","('rawRPM1',)","('rawRPM2',)","('rawRPM3',)","('rawAngle0',)","('rawAngle1',)","('rawAngle2',)","('rawAngle3',)","('desiredRPM0',)","('desireRPM1',)","('desiredRPM2',)","('desiredRPM3',)","('desiredAngle0',)","('desiredAngle1',)","('desiredAngle2',)","('desiredAngle3',)","('deltaAngle0',)","('deltaAngle1',)","('deltaAngle2',)","('deltaAngle3',)","('deltaRPM0',)","('deltaRPM1',)","('deltaRPM2',)","('deltaRPM3',)","('HighDeltaFilterRPM0',)","('HighDeltaFilterRPM1',)","('HighDeltaFilterRPM2',)","('HighDeltaFilterRPM3',)","('boxFilterRPM0',)","('boxFilterRPM1',)","('boxFilterRPM2',)","('boxFilterRPM3',)","('TeensyTimeMicroSeconds',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(560832,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.02,)","(0.0,)","(0.15,)","(0.02,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(560883,)"
"(0,)","(0,)","(25,)","(26,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(25.49,)","(26.13,)","(0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(0,)","(0,)","(560934,)"
"(0,)","(0,)","(25,)","(0,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-0.02,)","(0.0,)","(0.0,)","(-26.14,)","(0,)","(0,)","('null',)","(0,)","(0,)","(0,)","(0,)","(0,)","(560985,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(-25.64,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(561036,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.02,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(561087,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(561138,)"
"(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4.23,)","(-0.02,)","(0.0,)","(0.0,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(561189,)"
"(51,)","(0,)","(0,)","(3,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(47.05,)","(0.0,)","(0.0,)","(3.96,)","('null',)","(0,)","(0,)","(3,)","(0,)","(0,)","(0,)","(0,)","(561240,)"
"(23,)","(0,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-27.89,)","(0.0,)","(3.46,)","(0.0,)","(23,)","(0,)","(3,)","(3,)","(5,)","(0,)","(0,)","(1,)","(561291,)"
"(23,)","(5,)","(3,)","(11,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(5.98,)","(0.0,)","(7.25,)","(23,)","(5,)","(3,)","(11,)","(10,)","(0,)","(1,)","(2,)","(561342,)"
"(20,)","(31,)","(13,)","(11,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-3.19,)","(25.03,)","(10.0,)","(0.0,)","(20,)","('null',)","(13,)","(11,)","(14,)","(1,)","(3,)","(4,)","(561393,)"
"(25,)","(31,)","(20,)","(17,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(5.44,)","(0.0,)","(7.04,)","(6.57,)","(25,)","('null',)","(20,)","(17,)","(19,)","(1,)","(6,)","(7,)","(561444,)"
"(63,)","(21,)","(26,)","(24,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(37.85,)","(-9.5,)","(5.63,)","(6.46,)","('null',)","(21,)","(26,)","(24,)","(22,)","(6,)","(10,)","(11,)","(561495,)"
"(45,)","(27,)","(28,)","(28,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-18.29,)","(5.71,)","(2.84,)","(4.74,)","(45,)","(27,)","(28,)","(28,)","(27,)","(13,)","(15,)","(15,)","(561546,)"
"(83,)","(35,)","(34,)","(31,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(38.14,)","(7.88,)","(5.2,)","(2.02,)","('null',)","(35,)","(34,)","(31,)","(28,)","(22,)","(20,)","(20,)","(561597,)"
"(62,)","(36,)","(37,)","(36,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-21.32,)","(0.95,)","(2.85,)","(5.03,)","(62,)","(36,)","(37,)","(36,)","(38,)","(29,)","(26,)","(24,)","(561648,)"
"(50,)","(41,)","(41,)","(41,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-11.7,)","(4.99,)","(4.63,)","(5.63,)","(50,)","(41,)","(41,)","(41,)","(45,)","(32,)","(31,)","(29,)","(561699,)"
"(80,)","(45,)","(45,)","(45,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(30.49,)","(4.17,)","(3.53,)","(4.31,)","('null',)","(45,)","(45,)","(45,)","(52,)","(34,)","(35,)","(34,)","(561750,)"
"(68,)","(48,)","(47,)","(47,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-12.43,)","(3.29,)","(2.42,)","(1.64,)","(68,)","(48,)","(47,)","(47,)","(56,)","(38,)","(38,)","(38,)","(561801,)"
"(67,)","(55,)","(53,)","(52,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-0.58,)","(7.07,)","(5.71,)","(4.67,)","(67,)","(55,)","(53,)","(52,)","(61,)","(43,)","(42,)","(42,)","(561852,)"
