"('rawRPM0',)","('rawRPM1',)","('rawRPM2',)","('rawRPM3',)","('rawAngle0',)","('rawAngle1',)","('rawAngle2',)","('rawAngle3',)","('desiredRPM0',)","('desireRPM1',)","('desiredRPM2',)","('desiredRPM3',)","('desiredAngle0',)","('desiredAngle1',)","('desiredAngle2',)","('desiredAngle3',)","('deltaAngle0',)","('deltaAngle1',)","('deltaAngle2',)","('deltaAngle3',)","('deltaRPM0',)","('deltaRPM1',)","('deltaRPM2',)","('deltaRPM3',)","('HighDeltaFilterRPM0',)","('HighDeltaFilterRPM1',)","('HighDeltaFilterRPM2',)","('HighDeltaFilterRPM3',)","('boxFilterRPM0',)","('boxFilterRPM1',)","('boxFilterRPM2',)","('boxFilterRPM3',)","('TeensyTimeMicroSeconds',)"
"(100,)","(74,)","(74,)","(74,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.86,)","(2.0,)","(2.65,)","(2.65,)","('null',)","(74,)","(74,)","(74,)","(65,)","(68,)","(68,)","(67,)","(30138,)"
"(102,)","(76,)","(76,)","(76,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.94,)","(2.85,)","(2.85,)","(2.85,)","('null',)","(76,)","(76,)","(76,)","(65,)","(70,)","(70,)","(70,)","(30189,)"
"(80,)","(78,)","(78,)","(78,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-22.56,)","(1.51,)","(1.51,)","(1.51,)","(80,)","(78,)","(78,)","(78,)","(80,)","(72,)","(72,)","(72,)","(30240,)"
"(80,)","(81,)","(81,)","(80,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(3.2,)","(3.2,)","(1.57,)","(80,)","(81,)","(81,)","(80,)","(80,)","(75,)","(75,)","(74,)","(30291,)"
"(83,)","(82,)","(81,)","(81,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.33,)","(0.42,)","(0.0,)","(1.63,)","(83,)","(82,)","(81,)","(81,)","(81,)","(77,)","(76,)","(76,)","(30342,)"
"(83,)","(85,)","(83,)","(83,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(3.06,)","(1.7,)","(1.7,)","(83,)","(85,)","(83,)","(83,)","(81,)","(79,)","(78,)","(78,)","(30393,)"
"(86,)","(86,)","(83,)","(85,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.62,)","(1.85,)","(0.0,)","(1.77,)","(86,)","(86,)","(83,)","(85,)","(82,)","(81,)","(80,)","(80,)","(30444,)"
"(86,)","(87,)","(86,)","(86,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.48,)","(2.69,)","(0.92,)","(86,)","(87,)","(86,)","(86,)","(83,)","(83,)","(82,)","(82,)","(30495,)"
"(90,)","(86,)","(85,)","(85,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.44,)","(-0.48,)","(-0.92,)","(-0.92,)","(90,)","(86,)","(85,)","(85,)","(84,)","(84,)","(83,)","(83,)","(30546,)"
"(118,)","(88,)","(88,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(28.12,)","(1.93,)","(3.78,)","(3.78,)","('null',)","(88,)","(88,)","(88,)","(85,)","(85,)","(84,)","(84,)","(30597,)"
"(88,)","(88,)","(88,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-29.63,)","(0.0,)","(0.0,)","(0.0,)","(88,)","(88,)","(88,)","(88,)","(86,)","(86,)","(85,)","(85,)","(30648,)"
"(90,)","(88,)","(88,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.02,)","(0.0,)","(0.0,)","(0.0,)","(90,)","(88,)","(88,)","(88,)","(88,)","(87,)","(86,)","(86,)","(30699,)"
"(93,)","(91,)","(91,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.11,)","(3.07,)","(3.07,)","(2.02,)","(93,)","(91,)","(91,)","(90,)","(89,)","(88,)","(87,)","(87,)","(30750,)"
"(90,)","(93,)","(90,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-2.63,)","(1.07,)","(-1.04,)","(-0.51,)","(90,)","(93,)","(90,)","(90,)","(90,)","(89,)","(88,)","(88,)","(30801,)"
"(93,)","(93,)","(90,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.17,)","(0.54,)","(-0.51,)","(0.51,)","(93,)","(93,)","(90,)","(90,)","(90,)","(90,)","(89,)","(89,)","(30852,)"
"(95,)","(93,)","(93,)","(91,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.67,)","(-0.54,)","(2.63,)","(1.04,)","(95,)","(93,)","(93,)","(91,)","(91,)","(91,)","(90,)","(89,)","(30903,)"
"(95,)","(93,)","(91,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.54,)","(-1.07,)","(1.61,)","(95,)","(93,)","(91,)","(93,)","(92,)","(91,)","(90,)","(90,)","(30954,)"
"(95,)","(95,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(1.67,)","(3.28,)","(-0.54,)","(95,)","(95,)","(95,)","(93,)","(93,)","(93,)","(91,)","(91,)","(31005,)"
"(93,)","(95,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.67,)","(0.0,)","(0.0,)","(0.54,)","(93,)","(95,)","(95,)","(93,)","(93,)","(93,)","(92,)","(91,)","(31056,)"
"(96,)","(95,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.4,)","(0.0,)","(-1.67,)","(-0.54,)","(96,)","(95,)","(93,)","(93,)","(94,)","(94,)","(92,)","(92,)","(31107,)"
"(96,)","(95,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(1.67,)","(2.21,)","(96,)","(95,)","(95,)","(95,)","(95,)","(94,)","(93,)","(93,)","(31158,)"
"(95,)","(96,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.73,)","(1.73,)","(0.0,)","(0.0,)","(95,)","(96,)","(95,)","(95,)","(95,)","(94,)","(94,)","(93,)","(31209,)"
"(95,)","(95,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(-1.73,)","(0.0,)","(-2.21,)","(95,)","(95,)","(95,)","(93,)","(95,)","(95,)","(94,)","(93,)","(31260,)"
"(98,)","(96,)","(97,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.53,)","(1.73,)","(2.32,)","(2.21,)","(98,)","(96,)","(97,)","(95,)","(95,)","(95,)","(95,)","(94,)","(31311,)"
"(97,)","(97,)","(96,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.2,)","(0.59,)","(-0.59,)","(0.0,)","(97,)","(97,)","(96,)","(95,)","(96,)","(95,)","(95,)","(94,)","(31362,)"
"(96,)","(96,)","(95,)","(96,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-0.59,)","(-0.59,)","(-1.73,)","(1.73,)","(96,)","(96,)","(95,)","(96,)","(96,)","(95,)","(95,)","(94,)","(31413,)"
"(95,)","(96,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.73,)","(0.0,)","(0.0,)","(-1.73,)","(95,)","(96,)","(95,)","(95,)","(96,)","(96,)","(95,)","(94,)","(31464,)"
"(100,)","(100,)","(96,)","(97,)","(0,)","(0,)","(0,)","(0,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(5.39,)","(3.03,)","(1.73,)","(2.32,)","(100,)","(100,)","(96,)","(97,)","(96,)","(96,)","(95,)","(95,)","(31515,)"
"(108,)","(136,)","(158,)","(136,)","(2,)","(-2,)","(-2,)","(2,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(2,)","(2,)","(2,)","(2,)","(7.48,)","(36.75,)","(61.76,)","(38.49,)","(108,)","('null',)","('null',)","('null',)","(99,)","(97,)","(95,)","(95,)","(31566,)"
"(98,)","(96,)","(97,)","(113,)","(4,)","(-5,)","(-5,)","(4,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(2,)","(2,)","(2,)","(2,)","(-9.34,)","(-39.78,)","(-61.17,)","(-22.58,)","(98,)","(96,)","(97,)","(113,)","(99,)","(97,)","(95,)","(99,)","(31617,)"
"(91,)","(93,)","(102,)","(102,)","(4,)","(-5,)","(-5,)","(4,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-6.81,)","(-3.95,)","(5.0,)","(-10.91,)","(91,)","(93,)","(102,)","(102,)","(98,)","(96,)","(97,)","(100,)","(31668,)"
"(95,)","(90,)","(106,)","(104,)","(4,)","(-4,)","(-4,)","(4,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(-1,)","(0,)","(3.28,)","(-2.63,)","(4.1,)","(2.01,)","(95,)","(90,)","(106,)","(104,)","(97,)","(95,)","(99,)","(102,)","(31719,)"
"(90,)","(90,)","(105,)","(106,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-4.33,)","(0.51,)","(-0.85,)","(2.09,)","(90,)","(90,)","(105,)","(106,)","(97,)","(93,)","(101,)","(104,)","(31770,)"
"(95,)","(91,)","(102,)","(100,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(4.33,)","(1.04,)","(-3.26,)","(-6.04,)","(95,)","(91,)","(102,)","(100,)","(96,)","(92,)","(102,)","(105,)","(31821,)"
"(93,)","(93,)","(102,)","(102,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-1.67,)","(1.07,)","(0.0,)","(1.94,)","(93,)","(93,)","(102,)","(102,)","(93,)","(92,)","(102,)","(104,)","(31872,)"
"(90,)","(91,)","(104,)","(102,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-2.66,)","(-1.07,)","(2.01,)","(0.0,)","(90,)","(91,)","(104,)","(102,)","(92,)","(91,)","(103,)","(102,)","(31923,)"
"(91,)","(93,)","(104,)","(104,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(1.04,)","(1.61,)","(0.0,)","(2.01,)","(91,)","(93,)","(104,)","(104,)","(92,)","(91,)","(103,)","(103,)","(31974,)"
"(95,)","(93,)","(104,)","(102,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(3.28,)","(-0.54,)","(0.0,)","(-2.01,)","(95,)","(93,)","(104,)","(102,)","(92,)","(91,)","(103,)","(102,)","(32025,)"
"(93,)","(93,)","(104,)","(104,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-1.67,)","(0.54,)","(0.0,)","(2.01,)","(93,)","(93,)","(104,)","(104,)","(92,)","(92,)","(103,)","(102,)","(32076,)"
"(93,)","(93,)","(104,)","(104,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-0.54,)","(-0.54,)","(0.0,)","(0.0,)","(93,)","(93,)","(104,)","(104,)","(92,)","(92,)","(103,)","(103,)","(32127,)"
"(93,)","(91,)","(106,)","(102,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0.54,)","(-1.07,)","(2.09,)","(-2.01,)","(93,)","(91,)","(106,)","(102,)","(92,)","(92,)","(104,)","(103,)","(32178,)"
"(93,)","(93,)","(104,)","(105,)","(3,)","(-3,)","(-4,)","(3,)","(121,)","(121,)","(142,)","(142,)","(4,)","(-4,)","(-4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-0.54,)","(1.07,)","(-2.09,)","(3.26,)","(93,)","(93,)","(104,)","(105,)","(93,)","(92,)","(104,)","(103,)","(32229,)"
