"(0,)","(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(25,)","(0,)","(0,)","(7,)","(7,)","(7,)","(6,)","(0,)","(1,)","(1,)","(0,)","(-7,)","(-7,)","(-7,)","(-6,)"
"(0,)","(70,)","(133,)","(0,)","(20,)","(20,)","(20,)","(20,)","(0,)","(1,)","(1,)","(0,)","(-13,)","(-13,)","(-13,)","(-13,)"
"(0,)","(70,)","(133,)","(0,)","(26,)","(27,)","(27,)","(27,)","(0,)","(0,)","(0,)","(0,)","(-6,)","(-6,)","(-7,)","(-7,)"
"(0,)","(0,)","(0,)","(0,)","(23,)","(23,)","(24,)","(24,)","(0,)","(0,)","(0,)","(0,)","(2,)","(3,)","(3,)","(2,)"
"(0,)","(0,)","(0,)","(0,)","(19,)","(19,)","(19,)","(19,)","(1,)","(0,)","(0,)","(0,)","(3,)","(4,)","(5,)","(5,)"
"(0,)","(0,)","(0,)","(0,)","(20,)","(19,)","(19,)","(19,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(21,)","(22,)","(21,)","(21,)","(0,)","(0,)","(0,)","(0,)","(-1,)","(-2,)","(-2,)","(-2,)"
"(0,)","(0,)","(0,)","(0,)","(22,)","(22,)","(22,)","(22,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(22,)","(22,)","(22,)","(22,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(22,)","(22,)","(22,)","(22,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(22,)","(22,)","(22,)","(22,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(22,)","(22,)","(22,)","(22,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(22,)","(22,)","(22,)","(22,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(22,)","(22,)","(22,)","(22,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(22,)","(22,)","(22,)","(22,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(21,)","(21,)","(21,)","(21,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(21,)","(21,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(18,)","(18,)","(18,)","(18,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(2,)","(2,)"
"(0,)","(0,)","(0,)","(0,)","(16,)","(16,)","(16,)","(16,)","(0,)","(0,)","(0,)","(0,)","(2,)","(1,)","(2,)","(2,)"
"(0,)","(4,)","(0,)","(0,)","(8,)","(9,)","(9,)","(8,)","(0,)","(3,)","(0,)","(0,)","(7,)","(7,)","(7,)","(7,)"
"(0,)","(4,)","(0,)","(0,)","(-1,)","(-1,)","(-1,)","(-2,)","(0,)","(0,)","(0,)","(0,)","(6,)","(7,)","(7,)","(6,)"
"(0,)","(0,)","(0,)","(0,)","(-3,)","(-5,)","(-5,)","(-5,)","(0,)","(0,)","(0,)","(0,)","(-2,)","(-3,)","(-3,)","(-3,)"
"(0,)","(0,)","(0,)","(0,)","(-1,)","(-1,)","(-1,)","(-1,)","(0,)","(0,)","(0,)","(0,)","(2,)","(3,)","(3,)","(3,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(4,)","(4,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-4,)","(-3,)","(-3,)","(-4,)"
"(0,)","(0,)","(0,)","(0,)","(9,)","(10,)","(10,)","(9,)","(0,)","(0,)","(0,)","(0,)","(-5,)","(-5,)","(-5,)","(-5,)"
"(0,)","(0,)","(0,)","(0,)","(10,)","(10,)","(11,)","(10,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1,)"
"(0,)","(0,)","(0,)","(0,)","(9,)","(9,)","(9,)","(9,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)"
"(0,)","(0,)","(0,)","(0,)","(8,)","(8,)","(8,)","(8,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(1,)","(0,)","(0,)","(8,)","(8,)","(8,)","(8,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(21,)","(0,)","(0,)","(0,)","(10,)","(10,)","(10,)","(10,)","(1,)","(0,)","(0,)","(1,)","(-1,)","(-1,)","(-1,)","(-1,)"
"(53,)","(0,)","(0,)","(0,)","(11,)","(11,)","(11,)","(11,)","(2,)","(0,)","(1,)","(0,)","(0,)","(-1,)","(-1,)","(0,)"
"(53,)","(0,)","(0,)","(0,)","(11,)","(11,)","(11,)","(11,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(10,)","(0,)","(0,)","(0,)","(11,)","(11,)","(11,)","(11,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(10,)","(4,)","(0,)","(0,)","(11,)","(11,)","(11,)","(11,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(10,)","(4,)","(5,)","(5,)","(11,)","(11,)","(11,)","(11,)","(0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(10,)","(0,)","(5,)","(5,)","(11,)","(11,)","(11,)","(11,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(11,)","(11,)","(11,)","(11,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(29,)","(7,)","(22,)","(10,)","(8,)","(8,)","(8,)","(8,)","(3,)","(1,)","(2,)","(1,)","(2,)","(2,)","(2,)","(2,)"
"(29,)","(7,)","(22,)","(10,)","(6,)","(5,)","(6,)","(6,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(2,)","(2,)"
"(12,)","(11,)","(12,)","(11,)","(4,)","(5,)","(5,)","(4,)","(1,)","(1,)","(1,)","(1,)","(1,)","(0,)","(1,)","(1,)"
"(33,)","(11,)","(12,)","(11,)","(4,)","(5,)","(4,)","(4,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(33,)","(14,)","(15,)","(15,)","(4,)","(5,)","(4,)","(4,)","(0,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(33,)","(15,)","(18,)","(18,)","(4,)","(5,)","(4,)","(4,)","(0,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(18,)","(15,)","(18,)","(18,)","(4,)","(5,)","(4,)","(4,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(18,)","(18,)","(19,)","(18,)","(4,)","(5,)","(4,)","(4,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(45,)","(19,)","(21,)","(21,)","(6,)","(6,)","(6,)","(6,)","(1,)","(1,)","(1,)","(1,)","(-1,)","(-1,)","(-1,)","(-1,)"
"(22,)","(20,)","(22,)","(22,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(-1,)","(0,)","(-1,)","(-1,)"
"(22,)","(20,)","(23,)","(22,)","(6,)","(6,)","(6,)","(5,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)","(1,)","(1,)"
"(31,)","(22,)","(25,)","(25,)","(4,)","(4,)","(4,)","(4,)","(2,)","(1,)","(1,)","(1,)","(1,)","(1,)","(1,)","(1,)"
"(31,)","(23,)","(25,)","(24,)","(4,)","(4,)","(4,)","(4,)","(0,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(26,)","(24,)","(27,)","(26,)","(4,)","(4,)","(4,)","(4,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(33,)","(25,)","(27,)","(27,)","(6,)","(6,)","(6,)","(6,)","(2,)","(1,)","(1,)","(1,)","(-1,)","(-1,)","(-1,)","(-1,)"
"(28,)","(26,)","(27,)","(27,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(-1,)","(-1,)","(-1,)","(-1,)"
"(26,)","(26,)","(30,)","(27,)","(6,)","(6,)","(6,)","(6,)","(1,)","(1,)","(1,)","(1,)","(1,)","(1,)","(1,)","(1,)"
"(57,)","(27,)","(28,)","(28,)","(4,)","(4,)","(4,)","(4,)","(1,)","(1,)","(1,)","(1,)","(1,)","(1,)","(1,)","(1,)"
"(31,)","(28,)","(29,)","(29,)","(4,)","(4,)","(4,)","(4,)","(1,)","(2,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(38,)","(29,)","(31,)","(30,)","(4,)","(4,)","(4,)","(4,)","(2,)","(1,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(38,)","(30,)","(31,)","(31,)","(4,)","(4,)","(4,)","(4,)","(0,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(33,)","(31,)","(33,)","(31,)","(4,)","(4,)","(4,)","(4,)","(1,)","(1,)","(1,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(39,)","(31,)","(31,)","(32,)","(6,)","(6,)","(6,)","(6,)","(2,)","(1,)","(1,)","(1,)","(-1,)","(-1,)","(-1,)","(-1,)"
"(34,)","(31,)","(33,)","(33,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(2,)","(1,)","(-1,)","(-1,)","(-1,)","(-1,)"
"(58,)","(32,)","(32,)","(31,)","(7,)","(7,)","(7,)","(7,)","(3,)","(2,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(35,)","(33,)","(34,)","(33,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(33,)","(33,)","(34,)","(33,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(106,)","(34,)","(36,)","(36,)","(7,)","(7,)","(7,)","(7,)","(2,)","(2,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(35,)","(33,)","(35,)","(34,)","(7,)","(7,)","(7,)","(7,)","(2,)","(1,)","(1,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(78,)","(35,)","(35,)","(35,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
