"(34,)","(34,)","(36,)","(36,)","(7,)","(7,)","(7,)","(7,)","(1,)","(2,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(45,)","(35,)","(37,)","(36,)","(7,)","(7,)","(7,)","(7,)","(2,)","(1,)","(1,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(36,)","(35,)","(36,)","(35,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(46,)","(34,)","(36,)","(36,)","(7,)","(7,)","(7,)","(7,)","(2,)","(2,)","(1,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(34,)","(36,)","(37,)","(36,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(36,)","(34,)","(36,)","(37,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(44,)","(45,)","(34,)","(45,)","(7,)","(7,)","(7,)","(7,)","(2,)","(2,)","(1,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(44,)","(45,)","(34,)","(45,)","(7,)","(7,)","(7,)","(7,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(7,)","(7,)","(7,)","(7,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(7,)","(7,)","(7,)","(7,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(26,)","(24,)","(5,)","(23,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(22,)","(21,)","(22,)","(23,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(22,)","(21,)","(22,)","(20,)","(7,)","(7,)","(7,)","(7,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(18,)","(18,)","(20,)","(20,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(16,)","(16,)","(17,)","(17,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(16,)","(16,)","(17,)","(16,)","(7,)","(7,)","(7,)","(7,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(15,)","(14,)","(15,)","(16,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(15,)","(14,)","(17,)","(15,)","(7,)","(7,)","(7,)","(7,)","(0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(20,)","(16,)","(17,)","(18,)","(7,)","(7,)","(7,)","(7,)","(2,)","(1,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(20,)","(19,)","(18,)","(18,)","(7,)","(7,)","(7,)","(7,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(22,)","(21,)","(21,)","(20,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(21,)","(21,)","(23,)","(22,)","(7,)","(7,)","(7,)","(7,)","(1,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(36,)","(22,)","(25,)","(25,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(28,)","(26,)","(28,)","(27,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(27,)","(28,)","(29,)","(30,)","(7,)","(7,)","(7,)","(7,)","(1,)","(2,)","(1,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(39,)","(30,)","(32,)","(31,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(34,)","(31,)","(33,)","(33,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(34,)","(32,)","(34,)","(36,)","(7,)","(7,)","(7,)","(7,)","(2,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(37,)","(35,)","(37,)","(36,)","(7,)","(7,)","(7,)","(7,)","(1,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(36,)","(36,)","(38,)","(38,)","(7,)","(7,)","(7,)","(7,)","(2,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(40,)","(37,)","(39,)","(39,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(39,)","(38,)","(40,)","(41,)","(7,)","(7,)","(7,)","(7,)","(2,)","(2,)","(1,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(41,)","(39,)","(42,)","(41,)","(7,)","(7,)","(7,)","(7,)","(1,)","(1,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(41,)","(40,)","(43,)","(43,)","(7,)","(7,)","(7,)","(7,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(41,)","(42,)","(43,)","(43,)","(11,)","(11,)","(11,)","(10,)","(1,)","(2,)","(1,)","(1,)","(-3,)","(-4,)","(-3,)","(-3,)"
"(43,)","(40,)","(44,)","(45,)","(15,)","(15,)","(15,)","(15,)","(2,)","(1,)","(2,)","(2,)","(-3,)","(-4,)","(-4,)","(-4,)"
"(43,)","(43,)","(44,)","(45,)","(15,)","(16,)","(16,)","(16,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(47,)","(42,)","(45,)","(45,)","(14,)","(14,)","(14,)","(14,)","(1,)","(2,)","(1,)","(2,)","(1,)","(1,)","(1,)","(1,)"
"(57,)","(76,)","(63,)","(83,)","(21,)","(20,)","(20,)","(20,)","(2,)","(2,)","(2,)","(2,)","(-6,)","(-6,)","(-5,)","(-6,)"
"(45,)","(63,)","(45,)","(66,)","(33,)","(33,)","(33,)","(32,)","(2,)","(2,)","(2,)","(2,)","(-12,)","(-12,)","(-12,)","(-12,)"
"(54,)","(43,)","(41,)","(43,)","(45,)","(46,)","(47,)","(46,)","(2,)","(1,)","(1,)","(2,)","(-12,)","(-13,)","(-13,)","(-13,)"
"(60,)","(41,)","(43,)","(83,)","(50,)","(52,)","(52,)","(52,)","(2,)","(2,)","(2,)","(2,)","(-4,)","(-5,)","(-5,)","(-5,)"
"(45,)","(45,)","(75,)","(67,)","(46,)","(47,)","(48,)","(48,)","(2,)","(2,)","(3,)","(3,)","(3,)","(4,)","(4,)","(3,)"
"(45,)","(48,)","(45,)","(43,)","(43,)","(42,)","(42,)","(43,)","(2,)","(2,)","(1,)","(2,)","(3,)","(4,)","(5,)","(5,)"
"(49,)","(43,)","(45,)","(44,)","(43,)","(42,)","(42,)","(42,)","(1,)","(1,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(45,)","(45,)","(46,)","(46,)","(44,)","(45,)","(44,)","(44,)","(2,)","(2,)","(2,)","(2,)","(0,)","(-2,)","(-2,)","(-1,)"
"(49,)","(45,)","(47,)","(49,)","(45,)","(45,)","(46,)","(45,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(-1,)","(-1,)"
"(47,)","(46,)","(46,)","(48,)","(45,)","(45,)","(45,)","(45,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(88,)","(78,)","(76,)","(105,)","(37,)","(38,)","(38,)","(38,)","(3,)","(2,)","(2,)","(3,)","(7,)","(7,)","(7,)","(6,)"
"(76,)","(83,)","(111,)","(104,)","(24,)","(24,)","(24,)","(24,)","(3,)","(1,)","(2,)","(4,)","(13,)","(14,)","(14,)","(13,)"
"(54,)","(45,)","(67,)","(51,)","(8,)","(7,)","(7,)","(8,)","(2,)","(2,)","(3,)","(1,)","(15,)","(16,)","(16,)","(16,)"
"(56,)","(31,)","(44,)","(45,)","(-7,)","(-8,)","(-10,)","(-8,)","(2,)","(1,)","(2,)","(2,)","(1,)","(-1,)","(-2,)","(0,)"
"(78,)","(52,)","(35,)","(40,)","(-23,)","(-23,)","(-27,)","(-26,)","(2,)","(2,)","(1,)","(1,)","(-15,)","(-14,)","(-17,)","(-17,)"
"(70,)","(40,)","(41,)","(23,)","(-39,)","(-38,)","(-45,)","(-43,)","(1,)","(2,)","(2,)","(1,)","(-15,)","(-14,)","(-18,)","(-17,)"
"(63,)","(57,)","(41,)","(60,)","(-50,)","(-50,)","(-54,)","(-53,)","(2,)","(2,)","(0,)","(2,)","(-11,)","(-12,)","(-8,)","(-9,)"
"(38,)","(111,)","(24,)","(60,)","(-50,)","(-52,)","(-50,)","(-50,)","(2,)","(1,)","(1,)","(0,)","(0,)","(-1,)","(4,)","(2,)"
"(39,)","(29,)","(41,)","(22,)","(-55,)","(-57,)","(-52,)","(-54,)","(1,)","(1,)","(1,)","(1,)","(-5,)","(-5,)","(-2,)","(-3,)"
"(39,)","(31,)","(68,)","(55,)","(-68,)","(-71,)","(-65,)","(-66,)","(0,)","(1,)","(2,)","(2,)","(-12,)","(-13,)","(-12,)","(-12,)"
"(22,)","(25,)","(81,)","(24,)","(-83,)","(-87,)","(-81,)","(-82,)","(1,)","(1,)","(3,)","(1,)","(-14,)","(-15,)","(-15,)","(-15,)"
"(71,)","(35,)","(57,)","(76,)","(-107,)","(-111,)","(-109,)","(-109,)","(0,)","(2,)","(2,)","(2,)","(-8,)","(-6,)","(-10,)","(-10,)"
"(46,)","(57,)","(60,)","(52,)","(-102,)","(-104,)","(-106,)","(-105,)","(2,)","(1,)","(2,)","(2,)","(4,)","(6,)","(3,)","(3,)"
"(74,)","(33,)","(55,)","(53,)","(-90,)","(-90,)","(-93,)","(-92,)","(1,)","(1,)","(2,)","(2,)","(12,)","(13,)","(13,)","(13,)"
"(36,)","(34,)","(38,)","(36,)","(-84,)","(-83,)","(-83,)","(-83,)","(1,)","(1,)","(1,)","(1,)","(5,)","(7,)","(9,)","(9,)"
"(47,)","(37,)","(48,)","(83,)","(-87,)","(-86,)","(-84,)","(-84,)","(2,)","(2,)","(2,)","(4,)","(-2,)","(-2,)","(0,)","(-1,)"
"(40,)","(43,)","(43,)","(38,)","(-91,)","(-91,)","(-90,)","(-90,)","(1,)","(2,)","(1,)","(1,)","(-3,)","(-5,)","(-6,)","(-6,)"
"(62,)","(41,)","(42,)","(41,)","(-91,)","(-92,)","(-93,)","(-93,)","(3,)","(1,)","(2,)","(2,)","(0,)","(-1,)","(-3,)","(-2,)"
"(43,)","(45,)","(44,)","(39,)","(-90,)","(-90,)","(-91,)","(-91,)","(1,)","(2,)","(2,)","(1,)","(1,)","(1,)","(1,)","(1,)"
"(45,)","(45,)","(47,)","(44,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(1,)","(2,)","(0,)","(1,)","(2,)","(1,)"
"(43,)","(47,)","(47,)","(44,)","(-89,)","(-89,)","(-88,)","(-89,)","(2,)","(1,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(47,)","(47,)","(47,)","(44,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(51,)","(47,)","(49,)","(45,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(76,)","(51,)","(49,)","(45,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(47,)","(49,)","(52,)","(45,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(46,)","(50,)","(50,)","(47,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(48,)","(53,)","(51,)","(47,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(45,)","(51,)","(53,)","(48,)","(-89,)","(-89,)","(-89,)","(-89,)","(1,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(50,)","(51,)","(52,)","(48,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(48,)","(53,)","(53,)","(50,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(49,)","(53,)","(52,)","(49,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(52,)","(52,)","(54,)","(49,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(49,)","(54,)","(54,)","(51,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(51,)","(53,)","(52,)","(52,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(53,)","(53,)","(54,)","(51,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)"
"(50,)","(54,)","(54,)","(50,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(50,)","(54,)","(53,)","(52,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
"(53,)","(53,)","(54,)","(50,)","(-89,)","(-89,)","(-89,)","(-89,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)"
