"('rawRPM0',)","('rawRPM1',)","('rawRPM2',)","('rawRPM3',)","('rawAngle0',)","('rawAngle1',)","('rawAngle2',)","('rawAngle3',)","('desiredRPM0',)","('desireRPM1',)","('desiredRPM2',)","('desiredRPM3',)","('desiredAngle0',)","('desiredAngle1',)","('desiredAngle2',)","('desiredAngle3',)","('deltaAngle0',)","('deltaAngle1',)","('deltaAngle2',)","('deltaAngle3',)","('deltaRPM0',)","('deltaRPM1',)","('deltaRPM2',)","('deltaRPM3',)","('HighDeltaFilterRPM0',)","('HighDeltaFilterRPM1',)","('HighDeltaFilterRPM2',)","('HighDeltaFilterRPM3',)","('boxFilterRPM0',)","('boxFilterRPM1',)","('boxFilterRPM2',)","('boxFilterRPM3',)","('TeensyTimeMicroSeconds',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(229260,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(229311,)"
"(10,)","(3,)","(0,)","(3,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(10.31,)","(3.57,)","(0.0,)","(3.66,)","(10,)","(3,)","(0,)","(3,)","(1,)","(0,)","(0,)","(0,)","(229362,)"
"(27,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(17.47,)","(0.0,)","(3.56,)","(0.0,)","(27,)","(3,)","(3,)","(3,)","(6,)","(1,)","(0,)","(1,)","(229413,)"
"(27,)","(11,)","(3,)","(12,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(8.12,)","(0.0,)","(8.8,)","(27,)","(11,)","(3,)","(12,)","(10,)","(2,)","(1,)","(3,)","(229464,)"
"(21,)","(11,)","(13,)","(12,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-5.92,)","(0.0,)","(9.78,)","(0.0,)","(21,)","(11,)","(13,)","(12,)","(14,)","(4,)","(3,)","(5,)","(229515,)"
"(39,)","(18,)","(20,)","(19,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(17.94,)","(7.08,)","(6.87,)","(7.15,)","(39,)","(18,)","(20,)","(19,)","(20,)","(7,)","(6,)","(8,)","(229566,)"
"(49,)","(23,)","(24,)","(25,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(9.58,)","(4.61,)","(4.49,)","(6.03,)","(49,)","(23,)","(24,)","(25,)","(28,)","(11,)","(10,)","(12,)","(229617,)"
"(60,)","(29,)","(28,)","(28,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(11.22,)","(5.91,)","(4.29,)","(2.73,)","(60,)","(29,)","(28,)","(28,)","(37,)","(15,)","(15,)","(16,)","(229668,)"
"(65,)","(34,)","(33,)","(32,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4.43,)","(4.88,)","(4.35,)","(4.55,)","(65,)","(34,)","(33,)","(32,)","(43,)","(21,)","(20,)","(21,)","(229719,)"
"(72,)","(37,)","(38,)","(37,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(7.69,)","(2.85,)","(4.76,)","(4.12,)","(72,)","(37,)","(38,)","(37,)","(51,)","(25,)","(26,)","(25,)","(229770,)"
"(78,)","(39,)","(40,)","(41,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(5.7,)","(2.76,)","(2.31,)","(3.99,)","(78,)","(39,)","(40,)","(41,)","(60,)","(30,)","(30,)","(30,)","(229821,)"
"(81,)","(43,)","(45,)","(44,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.2,)","(3.91,)","(4.79,)","(3.42,)","(81,)","(43,)","(45,)","(44,)","(67,)","(34,)","(34,)","(34,)","(229872,)"
"(86,)","(48,)","(47,)","(47,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(5.32,)","(4.77,)","(2.42,)","(3.17,)","(86,)","(48,)","(47,)","(47,)","(73,)","(38,)","(38,)","(38,)","(229923,)"
"(88,)","(49,)","(48,)","(48,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.93,)","(0.9,)","(0.87,)","(0.87,)","(88,)","(49,)","(48,)","(48,)","(78,)","(41,)","(41,)","(41,)","(229974,)"
"(90,)","(53,)","(54,)","(53,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.02,)","(3.95,)","(5.94,)","(4.85,)","(90,)","(53,)","(54,)","(53,)","(82,)","(44,)","(45,)","(45,)","(230025,)"
"(86,)","(56,)","(55,)","(56,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-3.95,)","(3.4,)","(1.13,)","(3.0,)","(86,)","(56,)","(55,)","(56,)","(84,)","(48,)","(48,)","(48,)","(230076,)"
"(78,)","(62,)","(60,)","(59,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-8.53,)","(5.28,)","(5.05,)","(2.92,)","(78,)","(62,)","(60,)","(59,)","(84,)","(51,)","(51,)","(51,)","(230127,)"
"(72,)","(86,)","(62,)","(62,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-5.7,)","(24.01,)","(1.41,)","(2.76,)","(72,)","('null',)","(62,)","(62,)","(83,)","(53,)","(54,)","(54,)","(230178,)"
"(83,)","(65,)","(65,)","(65,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(10.61,)","(-20.98,)","(3.56,)","(3.56,)","(83,)","(65,)","(65,)","(65,)","(82,)","(57,)","(57,)","(57,)","(230229,)"
"(83,)","(70,)","(66,)","(68,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(5.13,)","(1.09,)","(2.8,)","(83,)","(70,)","(66,)","(68,)","(82,)","(61,)","(60,)","(60,)","(230280,)"
"(111,)","(72,)","(70,)","(71,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(27.78,)","(2.55,)","(3.51,)","(3.05,)","('null',)","(72,)","(70,)","(71,)","(80,)","(65,)","(63,)","(63,)","(230331,)"
"(75,)","(74,)","(75,)","(74,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-35.64,)","(1.35,)","(5.3,)","(2.65,)","(75,)","(74,)","(75,)","(74,)","(78,)","(68,)","(66,)","(66,)","(230382,)"
"(76,)","(76,)","(75,)","(75,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.45,)","(2.85,)","(0.0,)","(1.4,)","(76,)","(76,)","(75,)","(75,)","(77,)","(71,)","(68,)","(69,)","(230433,)"
"(78,)","(80,)","(78,)","(80,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.51,)","(3.08,)","(2.96,)","(4.53,)","(78,)","(80,)","(78,)","(80,)","(79,)","(72,)","(71,)","(72,)","(230484,)"
"(86,)","(82,)","(80,)","(80,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(7.59,)","(2.05,)","(1.57,)","(0.0,)","(86,)","(82,)","(80,)","(80,)","(79,)","(75,)","(74,)","(74,)","(230535,)"
"(88,)","(83,)","(81,)","(81,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.87,)","(1.28,)","(1.63,)","(1.63,)","(88,)","(83,)","(81,)","(81,)","(80,)","(77,)","(76,)","(76,)","(230586,)"
"(86,)","(85,)","(83,)","(86,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.93,)","(1.77,)","(1.7,)","(4.39,)","(86,)","(85,)","(83,)","(86,)","(81,)","(80,)","(78,)","(79,)","(230637,)"
"(86,)","(85,)","(84,)","(85,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(1.32,)","(-0.92,)","(86,)","(85,)","(84,)","(85,)","(83,)","(81,)","(80,)","(81,)","(230688,)"
"(86,)","(87,)","(83,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-0.94,)","(2.33,)","(-1.32,)","(3.78,)","(86,)","(87,)","(83,)","(88,)","(85,)","(83,)","(81,)","(83,)","(230739,)"
"(118,)","(88,)","(86,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(32.5,)","(1.46,)","(3.62,)","(1.51,)","('null',)","(88,)","(86,)","(90,)","(86,)","(85,)","(82,)","(85,)","(230790,)"
"(90,)","(88,)","(86,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-28.12,)","(0.0,)","(0.0,)","(2.63,)","(90,)","(88,)","(86,)","(93,)","(87,)","(86,)","(83,)","(87,)","(230841,)"
"(90,)","(88,)","(87,)","(91,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.51,)","(0.0,)","(0.48,)","(-1.07,)","(90,)","(88,)","(87,)","(91,)","(87,)","(86,)","(84,)","(88,)","(230892,)"
"(90,)","(90,)","(86,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-0.51,)","(2.02,)","(-0.48,)","(-3.07,)","(90,)","(90,)","(86,)","(88,)","(88,)","(87,)","(85,)","(89,)","(230943,)"
"(93,)","(93,)","(88,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.63,)","(2.66,)","(1.93,)","(0.0,)","(93,)","(93,)","(88,)","(88,)","(89,)","(89,)","(86,)","(89,)","(230994,)"
"(91,)","(91,)","(88,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.07,)","(-1.61,)","(0.0,)","(2.02,)","(91,)","(91,)","(88,)","(90,)","(90,)","(89,)","(86,)","(90,)","(231045,)"
"(93,)","(93,)","(93,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.07,)","(1.07,)","(4.13,)","(0.0,)","(93,)","(93,)","(93,)","(90,)","(91,)","(90,)","(88,)","(90,)","(231096,)"
"(95,)","(93,)","(91,)","(91,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.21,)","(0.54,)","(-1.07,)","(1.04,)","(95,)","(93,)","(91,)","(91,)","(92,)","(91,)","(88,)","(89,)","(231147,)"
"(95,)","(93,)","(90,)","(91,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(-0.54,)","(-1.04,)","(0.0,)","(95,)","(93,)","(90,)","(91,)","(92,)","(92,)","(89,)","(89,)","(231198,)"
"(95,)","(96,)","(93,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(3.95,)","(2.66,)","(-1.04,)","(95,)","(96,)","(93,)","(90,)","(93,)","(93,)","(90,)","(90,)","(231249,)"
"(95,)","(93,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(-3.4,)","(0.0,)","(2.66,)","(95,)","(93,)","(93,)","(93,)","(94,)","(93,)","(91,)","(90,)","(231300,)"
"(93,)","(95,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-2.21,)","(1.67,)","(-0.54,)","(-0.54,)","(93,)","(95,)","(93,)","(93,)","(94,)","(93,)","(92,)","(91,)","(231351,)"
"(96,)","(96,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.95,)","(1.73,)","(2.21,)","(0.54,)","(96,)","(96,)","(95,)","(93,)","(94,)","(94,)","(92,)","(91,)","(231402,)"
"(95,)","(95,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.73,)","(-1.73,)","(-2.21,)","(-0.54,)","(95,)","(95,)","(93,)","(93,)","(94,)","(94,)","(92,)","(92,)","(231453,)"
"(97,)","(95,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.32,)","(0.0,)","(2.21,)","(2.21,)","(97,)","(95,)","(95,)","(95,)","(95,)","(95,)","(93,)","(92,)","(231504,)"
"(93,)","(96,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-3.99,)","(1.73,)","(0.0,)","(-1.67,)","(93,)","(96,)","(95,)","(93,)","(94,)","(95,)","(94,)","(93,)","(231555,)"
"(96,)","(95,)","(93,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.4,)","(-1.73,)","(-2.21,)","(1.67,)","(96,)","(95,)","(93,)","(95,)","(95,)","(95,)","(94,)","(93,)","(231606,)"
"(97,)","(95,)","(96,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.59,)","(0.0,)","(3.95,)","(0.0,)","(97,)","(95,)","(96,)","(95,)","(95,)","(95,)","(94,)","(94,)","(231657,)"
"(96,)","(98,)","(93,)","(95,)","(0,)","(0,)","(0,)","(0,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(0,)","(0,)","(0,)","(-0.59,)","(3.53,)","(-3.4,)","(0.0,)","(96,)","(98,)","(93,)","(95,)","(95,)","(95,)","(94,)","(94,)","(231708,)"
"(104,)","(140,)","(161,)","(98,)","(7,)","(-8,)","(-7,)","(7,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(7,)","(8,)","(7,)","(6,)","(7.61,)","(41.59,)","(68.05,)","(3.53,)","(104,)","('null',)","('null',)","(98,)","(97,)","(95,)","(94,)","(95,)","(231759,)"
"(95,)","(125,)","(91,)","(96,)","(22,)","(-25,)","(-18,)","(17,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(15,)","(16,)","(10,)","(10,)","(-9.34,)","(-15.35,)","(-69.66,)","(-1.8,)","(95,)","('null',)","(91,)","(96,)","(96,)","(96,)","(93,)","(95,)","(231810,)"
"(90,)","(88,)","(133,)","(148,)","(31,)","(-33,)","(-19,)","(18,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(8,)","(8,)","(1,)","(0,)","(-4.84,)","(-36.11,)","(41.38,)","(51.18,)","(90,)","(88,)","('null',)","('null',)","(96,)","(94,)","(93,)","(95,)","(231861,)"
"(65,)","(95,)","(113,)","(108,)","(28,)","(-29,)","(-13,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(-3,)","(-4,)","(-5,)","(-4,)","(-25.35,)","(6.35,)","(-19.86,)","(-39.3,)","(65,)","(95,)","('null',)","(108,)","(91,)","(94,)","(93,)","(98,)","(231912,)"
"(83,)","(57,)","(116,)","(113,)","(23,)","(-21,)","(-10,)","(10,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(-5,)","(-7,)","(-3,)","(-2,)","(18.29,)","(-37.27,)","(3.48,)","(4.63,)","(83,)","(57,)","('null',)","(113,)","(88,)","(84,)","(92,)","(102,)","(231963,)"
"(97,)","(65,)","(115,)","(111,)","(22,)","(-21,)","(-11,)","(11,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(0,)","(1,)","(1,)","(14.23,)","(7.6,)","(-1.02,)","(-2.36,)","(97,)","(65,)","('null',)","(111,)","(89,)","(76,)","(91,)","(105,)","(232014,)"
"(72,)","(74,)","(108,)","(107,)","(24,)","(-25,)","(-13,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(2,)","(3,)","(2,)","(1,)","(-24.83,)","(8.5,)","(-7.1,)","(-3.58,)","(72,)","(74,)","(108,)","(107,)","(83,)","(75,)","(99,)","(107,)","(232065,)"
"(72,)","(70,)","(111,)","(113,)","(25,)","(-26,)","(-14,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(1,)","(0,)","(0,)","(0.0,)","(-3.9,)","(2.27,)","(5.95,)","(72,)","(70,)","(111,)","(113,)","(79,)","(74,)","(109,)","(110,)","(232116,)"
"(70,)","(68,)","(116,)","(115,)","(25,)","(-25,)","(-13,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(-1,)","(0,)","(0,)","(-2.55,)","(-1.21,)","(5.85,)","(2.47,)","(70,)","(68,)","(116,)","(115,)","(76,)","(71,)","(111,)","(111,)","(232167,)"
"(66,)","(72,)","(121,)","(119,)","(25,)","(-24,)","(-13,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(0,)","(0,)","(0,)","(-3.51,)","(3.11,)","(4.25,)","(3.11,)","(66,)","(72,)","(121,)","(119,)","(76,)","(67,)","(114,)","(113,)","(232218,)"
"(70,)","(70,)","(121,)","(121,)","(25,)","(-24,)","(-13,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(0,)","(0,)","(0,)","(3.51,)","(-1.9,)","(0.0,)","(2.16,)","(70,)","(70,)","(121,)","(121,)","(74,)","(69,)","(115,)","(114,)","(232269,)"
"(70,)","(72,)","(123,)","(121,)","(25,)","(-24,)","(-13,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(2.55,)","(2.24,)","(0.0,)","(70,)","(72,)","(123,)","(121,)","(70,)","(71,)","(116,)","(116,)","(232320,)"
"(71,)","(74,)","(125,)","(123,)","(25,)","(-24,)","(-13,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(0,)","(0,)","(0,)","(1.25,)","(1.35,)","(2.33,)","(2.24,)","(71,)","(74,)","(125,)","(123,)","(69,)","(71,)","(119,)","(118,)","(232371,)"
"(70,)","(72,)","(125,)","(125,)","(25,)","(-24,)","(-13,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(0,)","(0,)","(0,)","(-1.25,)","(-1.35,)","(0.0,)","(2.33,)","(70,)","(72,)","(125,)","(125,)","(69,)","(71,)","(121,)","(120,)","(232422,)"
"(74,)","(74,)","(126,)","(125,)","(25,)","(-24,)","(-13,)","(13,)","(98,)","(98,)","(178,)","(178,)","(25,)","(-25,)","(-13,)","(13,)","(0,)","(0,)","(0,)","(0,)","(3.9,)","(1.35,)","(1.2,)","(0.0,)","(74,)","(74,)","(126,)","(125,)","(70,)","(72,)","(123,)","(122,)","(232473,)"
