"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(680613,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(680766,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(680817,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(680868,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(680919,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(680970,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681021,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681072,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681123,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681174,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681225,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681276,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681327,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681378,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681429,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681480,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681531,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681582,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681633,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681684,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681735,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681786,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681837,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681888,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681939,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(681990,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682041,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682092,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682143,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682194,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682245,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682296,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682347,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682398,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682449,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682500,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682551,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682602,)"
