"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682653,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682704,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682755,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682806,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682857,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682908,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(682959,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683010,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683061,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683112,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683163,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683214,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683265,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683316,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683367,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683418,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683469,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683520,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683571,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683622,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683673,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683724,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683775,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683826,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683877,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683928,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(683979,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684030,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684081,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684132,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684183,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684234,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684285,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684336,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684387,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684438,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684489,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684540,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-15,)","(-15,)","(-15,)","(-15,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684591,)"
"(0,)","(12,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-15,)","(-15,)","(-15,)","(-15,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(4,)","(0,)","(0,)","(12,)","(4,)","(0,)","(684642,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(10,)","(3,)","(0,)","(684693,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(8,)","(2,)","(0,)","(684744,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(6,)","(2,)","(0,)","(684795,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(4,)","(1,)","(0,)","(684846,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(0,)","(0,)","(684897,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(684948,)"
"(0,)","(0,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(684999,)"
"(0,)","(0,)","(26,)","(26,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(0,)","(0,)","(685050,)"
"(0,)","(0,)","(26,)","(26,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(0,)","(0,)","(685101,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(685152,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(685203,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(685254,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(685305,)"
"(0,)","(5,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(5,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(685356,)"
"(11,)","(5,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(11,)","(5,)","(0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(685407,)"
"(11,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(11,)","(0,)","(0,)","(0,)","(3,)","(1,)","(0,)","(0,)","(685458,)"
"(27,)","(9,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(27,)","(9,)","(0,)","(0,)","(8,)","(3,)","(0,)","(0,)","(685509,)"
"(35,)","(88,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(35,)","('null',)","(0,)","(0,)","(14,)","(3,)","(0,)","(0,)","(685560,)"
"(56,)","(17,)","(0,)","(7,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","('null',)","(17,)","(0,)","(7,)","(16,)","(7,)","(0,)","(1,)","(685611,)"
"(63,)","(17,)","(0,)","(222,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","('null',)","(17,)","(0,)","('null',)","(21,)","(9,)","(0,)","(1,)","(685662,)"
"(43,)","(0,)","(0,)","(222,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(43,)","(0,)","(0,)","('null',)","(29,)","(8,)","(0,)","(1,)","(685713,)"
"(81,)","(0,)","(1,)","(222,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","('null',)","(0,)","(1,)","('null',)","(35,)","(8,)","(0,)","(2,)","(685764,)"
"(83,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","('null',)","(0,)","(1,)","(0,)","(39,)","(6,)","(0,)","(2,)","(685815,)"
"(59,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(59,)","(0,)","(0,)","(0,)","(51,)","(5,)","(0,)","(2,)","(685866,)"
"(65,)","(8,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(65,)","(8,)","(0,)","(0,)","(55,)","(4,)","(0,)","(0,)","(685917,)"
"(70,)","(102,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(70,)","('null',)","(0,)","(0,)","(59,)","(1,)","(0,)","(0,)","(685968,)"
"(72,)","(17,)","(5,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(72,)","(17,)","(5,)","(4,)","(66,)","(5,)","(1,)","(0,)","(686019,)"
"(78,)","(190,)","(5,)","(17,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(78,)","('null',)","(5,)","(17,)","(68,)","(6,)","(1,)","(3,)","(686070,)"
"(95,)","(32,)","(12,)","(17,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(95,)","(32,)","(12,)","(17,)","(73,)","(14,)","(3,)","(6,)","(686121,)"
"(65,)","(111,)","(60,)","(34,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(65,)","('null',)","('null',)","(34,)","(74,)","(19,)","(4,)","(12,)","(686172,)"
