"(0,)","(0,)","(36,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(36,)","(0,)","(0,)","(0,)","(36,)","(0,)","(0,)","(0,)","(36,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(36,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(36,)","(0,)","(0,)","(0,)","(36,)","(0,)","(0,)","(0,)","(36,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(36,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(36,)","(0,)","(0,)","(0,)","(36,)","(0,)","(0,)","(0,)","(36,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(-0.0,)","(-36.04,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(30,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(24,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(18,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(12,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(2,)","(0,)","(0.0,)","(0.0,)","(2.28,)","(0.06,)","(0,)","(0,)","(2,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(25,)","(0,)","(0.06,)","(0.0,)","(22.88,)","(0.0,)","(0,)","(0,)","(25,)","(0,)","(0,)","(0,)","(4,)","(0,)","(0,)","(0,)","(25,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(25,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(-0.06,)","(0,)","(0,)","(25,)","(0,)","(0,)","(0,)","(8,)","(0,)","(0,)","(0,)","(25,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(-0.06,)","(0.0,)","(-25.16,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(8,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(8,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(5,)","(0.0,)","(0.0,)","(0.0,)","(5.29,)","(0,)","(0,)","(0,)","(5,)","(0,)","(0,)","(8,)","(0,)","(0,)","(0,)","(0,)","(5,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(1,)","(0,)","(5,)","(0.0,)","(1.47,)","(0.0,)","(0.0,)","(0,)","(1,)","(0,)","(5,)","(0,)","(0,)","(8,)","(1,)","(0,)","(1,)","(0,)","(5,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(1,)","(0,)","(0,)","(0.0,)","(0.0,)","(0.0,)","(-5.29,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(4,)","(1,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(3,)","(0,)","(3,)","(0,)","(3.57,)","(-1.47,)","(3.73,)","(0.0,)","(3,)","(0,)","(3,)","(0,)","(0,)","(0,)","(0,)","(1,)","(3,)","(0,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(3,)","(8,)","(3,)","(6,)","(0.0,)","(8.23,)","(0.0,)","(6.2,)","(3,)","(8,)","(3,)","(6,)","(1,)","(1,)","(1,)","(2,)","(3,)","(8,)","(3,)","(6,)","(0,)","(0,)","(0,)","(0,)"
"(13,)","(8,)","(11,)","(6,)","(10.18,)","(0.0,)","(7.56,)","(0.0,)","(13,)","(8,)","(11,)","(6,)","(3,)","(3,)","(2,)","(3,)","(13,)","(8,)","(11,)","(6,)","(0,)","(0,)","(0,)","(0,)"
"(43,)","(14,)","(11,)","(14,)","(29.97,)","(5.95,)","(0.0,)","(7.83,)","(43,)","(14,)","(11,)","(14,)","(10,)","(5,)","(4,)","(5,)","(43,)","(14,)","(11,)","(14,)","(0,)","(0,)","(0,)","(0,)"
"(43,)","(14,)","(16,)","(18,)","(0.0,)","(0.0,)","(5.16,)","(4.74,)","(43,)","(14,)","(16,)","(18,)","(17,)","(7,)","(7,)","(7,)","(43,)","(14,)","(16,)","(18,)","(0,)","(0,)","(0,)","(0,)"
"(22,)","(19,)","(20,)","(18,)","(-21.12,)","(5.14,)","(4.37,)","(0.0,)","(22,)","(19,)","(20,)","(18,)","(21,)","(10,)","(10,)","(10,)","(22,)","(19,)","(20,)","(18,)","(0,)","(0,)","(0,)","(0,)"
"(23,)","(23,)","(25,)","(21,)","(1.21,)","(4.07,)","(4.81,)","(3.08,)","(23,)","(23,)","(25,)","(21,)","(24,)","(14,)","(14,)","(13,)","(23,)","(23,)","(25,)","(21,)","(0,)","(0,)","(0,)","(0,)"
"(60,)","(26,)","(28,)","(27,)","(36.8,)","(3.27,)","(2.73,)","(5.92,)","(60,)","(26,)","(28,)","(27,)","(34,)","(17,)","(18,)","(17,)","(60,)","(26,)","(28,)","(27,)","(0,)","(0,)","(0,)","(0,)"
"(31,)","(28,)","(30,)","(31,)","(-28.86,)","(2.32,)","(1.93,)","(3.97,)","(31,)","(28,)","(30,)","(31,)","(37,)","(20,)","(21,)","(21,)","(31,)","(28,)","(30,)","(31,)","(0,)","(0,)","(0,)","(0,)"
"(60,)","(32,)","(34,)","(35,)","(28.86,)","(3.53,)","(4.33,)","(3.34,)","(60,)","(32,)","(34,)","(35,)","(39,)","(23,)","(25,)","(25,)","(60,)","(32,)","(34,)","(35,)","(0,)","(0,)","(0,)","(0,)"
"(38,)","(36,)","(37,)","(37,)","(-22.51,)","(3.52,)","(2.41,)","(1.95,)","(38,)","(36,)","(37,)","(37,)","(39,)","(27,)","(29,)","(28,)","(38,)","(36,)","(37,)","(37,)","(0,)","(0,)","(0,)","(0,)"
"(49,)","(38,)","(39,)","(38,)","(11.29,)","(2.06,)","(2.18,)","(1.06,)","(49,)","(38,)","(39,)","(38,)","(43,)","(30,)","(32,)","(31,)","(49,)","(38,)","(39,)","(38,)","(0,)","(0,)","(0,)","(0,)"
"(57,)","(40,)","(39,)","(41,)","(8.59,)","(2.31,)","(0.59,)","(2.93,)","(57,)","(40,)","(39,)","(41,)","(49,)","(33,)","(34,)","(34,)","(57,)","(40,)","(39,)","(41,)","(0,)","(0,)","(0,)","(0,)"
"(65,)","(43,)","(42,)","(43,)","(7.6,)","(2.61,)","(2.53,)","(1.99,)","(65,)","(43,)","(42,)","(43,)","(50,)","(36,)","(36,)","(37,)","(65,)","(43,)","(42,)","(43,)","(0,)","(0,)","(0,)","(0,)"
"(45,)","(45,)","(44,)","(44,)","(-19.6,)","(2.19,)","(2.12,)","(1.43,)","(45,)","(45,)","(44,)","(44,)","(52,)","(39,)","(39,)","(39,)","(45,)","(45,)","(44,)","(44,)","(0,)","(0,)","(0,)","(0,)"
"(47,)","(47,)","(44,)","(47,)","(1.64,)","(2.42,)","(0.0,)","(3.17,)","(47,)","(47,)","(44,)","(47,)","(50,)","(41,)","(40,)","(41,)","(47,)","(47,)","(44,)","(47,)","(0,)","(0,)","(0,)","(0,)"
"(49,)","(49,)","(45,)","(49,)","(1.76,)","(1.76,)","(0.75,)","(1.76,)","(49,)","(49,)","(45,)","(49,)","(52,)","(43,)","(42,)","(43,)","(49,)","(49,)","(45,)","(49,)","(0,)","(0,)","(0,)","(0,)"
"(78,)","(50,)","(48,)","(52,)","(29.05,)","(0.93,)","(3.29,)","(2.9,)","(78,)","(50,)","(48,)","(52,)","(56,)","(45,)","(43,)","(46,)","(78,)","(50,)","(48,)","(52,)","(0,)","(0,)","(0,)","(0,)"
"(51,)","(51,)","(48,)","(53,)","(-27.15,)","(0.97,)","(0.0,)","(1.05,)","(51,)","(51,)","(48,)","(53,)","(55,)","(47,)","(45,)","(48,)","(51,)","(51,)","(48,)","(53,)","(0,)","(0,)","(0,)","(0,)"
"(52,)","(54,)","(51,)","(57,)","(1.01,)","(3.14,)","(2.8,)","(4.64,)","(52,)","(54,)","(51,)","(57,)","(53,)","(49,)","(46,)","(50,)","(52,)","(54,)","(51,)","(57,)","(0,)","(0,)","(0,)","(0,)"
"(54,)","(52,)","(50,)","(60,)","(2.13,)","(-2.13,)","(-0.97,)","(2.64,)","(54,)","(52,)","(50,)","(60,)","(55,)","(50,)","(47,)","(53,)","(54,)","(52,)","(50,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(55,)","(55,)","(51,)","(59,)","(1.13,)","(3.27,)","(0.97,)","(-0.9,)","(55,)","(55,)","(51,)","(59,)","(56,)","(51,)","(48,)","(55,)","(55,)","(55,)","(51,)","(59,)","(0,)","(0,)","(0,)","(0,)"
"(54,)","(55,)","(52,)","(57,)","(-1.13,)","(0.0,)","(1.01,)","(-1.73,)","(54,)","(55,)","(52,)","(57,)","(57,)","(52,)","(50,)","(56,)","(54,)","(55,)","(52,)","(57,)","(0,)","(0,)","(0,)","(0,)"
"(57,)","(59,)","(54,)","(60,)","(3.55,)","(3.7,)","(1.77,)","(2.64,)","(57,)","(59,)","(54,)","(60,)","(53,)","(54,)","(51,)","(57,)","(57,)","(59,)","(54,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(60,)","(56,)","(54,)","(61,)","(2.64,)","(-2.52,)","(0.37,)","(0.93,)","(60,)","(56,)","(54,)","(61,)","(55,)","(55,)","(52,)","(59,)","(60,)","(56,)","(54,)","(61,)","(0,)","(0,)","(0,)","(0,)"
"(57,)","(57,)","(55,)","(63,)","(-2.64,)","(1.23,)","(1.13,)","(1.95,)","(57,)","(57,)","(55,)","(63,)","(56,)","(55,)","(52,)","(60,)","(57,)","(57,)","(55,)","(63,)","(0,)","(0,)","(0,)","(0,)"
"(59,)","(60,)","(55,)","(60,)","(1.29,)","(2.64,)","(0.0,)","(-2.89,)","(59,)","(60,)","(55,)","(60,)","(57,)","(57,)","(53,)","(60,)","(59,)","(60,)","(55,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(59,)","(60,)","(57,)","(63,)","(0.44,)","(0.0,)","(2.42,)","(2.89,)","(59,)","(60,)","(57,)","(63,)","(57,)","(57,)","(54,)","(60,)","(59,)","(60,)","(57,)","(63,)","(0,)","(0,)","(0,)","(0,)"
"(65,)","(62,)","(59,)","(62,)","(5.34,)","(1.41,)","(1.29,)","(-1.48,)","(65,)","(62,)","(59,)","(62,)","(59,)","(59,)","(55,)","(61,)","(65,)","(62,)","(59,)","(62,)","(0,)","(0,)","(0,)","(0,)"
"(62,)","(62,)","(57,)","(65,)","(-2.54,)","(0.48,)","(-1.29,)","(3.56,)","(62,)","(62,)","(57,)","(65,)","(60,)","(59,)","(56,)","(62,)","(62,)","(62,)","(57,)","(65,)","(0,)","(0,)","(0,)","(0,)"
"(129,)","(111,)","(74,)","(111,)","(66.53,)","(48.61,)","(16.1,)","(45.54,)","(129,)","(111,)","(74,)","(111,)","(71,)","(68,)","(59,)","(70,)","(129,)","(111,)","(74,)","(111,)","(0,)","(0,)","(0,)","(0,)"
"(62,)","(88,)","(57,)","(60,)","(-67.02,)","(-22.22,)","(-16.1,)","(-50.51,)","(62,)","(88,)","(57,)","(60,)","(72,)","(73,)","(59,)","(70,)","(62,)","(88,)","(57,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(61,)","(63,)","(55,)","(60,)","(-0.48,)","(-25.4,)","(-2.42,)","(0.0,)","(61,)","(63,)","(55,)","(60,)","(73,)","(74,)","(59,)","(70,)","(61,)","(63,)","(55,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(95,)","(66,)","(54,)","(54,)","(33.7,)","(3.17,)","(-1.13,)","(-6.55,)","(95,)","(66,)","(54,)","(54,)","(79,)","(75,)","(59,)","(68,)","(95,)","(66,)","(54,)","(54,)","(0,)","(0,)","(0,)","(0,)"
"(97,)","(66,)","(59,)","(60,)","(2.32,)","(0.0,)","(4.84,)","(6.55,)","(97,)","(66,)","(59,)","(60,)","(84,)","(76,)","(59,)","(68,)","(97,)","(66,)","(59,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(58,)","(59,)","(59,)","(66,)","(-38.74,)","(-7.41,)","(0.44,)","(6.06,)","(58,)","(59,)","(59,)","(66,)","(83,)","(75,)","(59,)","(68,)","(58,)","(59,)","(59,)","(66,)","(0,)","(0,)","(0,)","(0,)"
"(60,)","(60,)","(62,)","(61,)","(1.78,)","(1.35,)","(2.31,)","(-5.13,)","(60,)","(60,)","(62,)","(61,)","(72,)","(67,)","(57,)","(60,)","(60,)","(60,)","(62,)","(61,)","(0,)","(0,)","(0,)","(0,)"
"(63,)","(62,)","(62,)","(59,)","(2.89,)","(1.89,)","(0.0,)","(-2.28,)","(63,)","(62,)","(62,)","(59,)","(72,)","(62,)","(58,)","(60,)","(63,)","(62,)","(62,)","(59,)","(0,)","(0,)","(0,)","(0,)"
"(65,)","(102,)","(61,)","(59,)","(2.08,)","(40.06,)","(-0.48,)","(0.0,)","(65,)","(102,)","(61,)","(59,)","(73,)","(69,)","(59,)","(59,)","(65,)","(102,)","(61,)","(59,)","(0,)","(0,)","(0,)","(0,)"
"(63,)","(62,)","(62,)","(60,)","(-2.08,)","(-40.06,)","(0.48,)","(1.35,)","(63,)","(62,)","(62,)","(60,)","(67,)","(68,)","(60,)","(60,)","(63,)","(62,)","(62,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(59,)","(60,)","(61,)","(60,)","(-4.23,)","(-1.89,)","(-0.48,)","(0.0,)","(59,)","(60,)","(61,)","(60,)","(61,)","(67,)","(61,)","(60,)","(59,)","(60,)","(61,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(61,)","(65,)","(62,)","(60,)","(2.28,)","(4.43,)","(0.48,)","(0.0,)","(61,)","(65,)","(62,)","(60,)","(61,)","(68,)","(61,)","(59,)","(61,)","(65,)","(62,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(63,)","(62,)","(60,)","(60,)","(1.95,)","(-2.54,)","(-1.41,)","(0.0,)","(63,)","(62,)","(60,)","(60,)","(62,)","(68,)","(61,)","(59,)","(63,)","(62,)","(60,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(63,)","(63,)","(63,)","(60,)","(0.0,)","(0.99,)","(2.89,)","(0.0,)","(63,)","(63,)","(63,)","(60,)","(62,)","(69,)","(61,)","(59,)","(63,)","(63,)","(63,)","(60,)","(0,)","(0,)","(0,)","(0,)"
"(62,)","(64,)","(62,)","(63,)","(-1.48,)","(1.02,)","(-1.48,)","(2.89,)","(62,)","(64,)","(62,)","(63,)","(61,)","(62,)","(61,)","(60,)","(62,)","(64,)","(62,)","(63,)","(0,)","(0,)","(0,)","(0,)"
"(70,)","(63,)","(64,)","(63,)","(8.16,)","(-1.02,)","(2.5,)","(0.0,)","(70,)","(63,)","(64,)","(63,)","(63,)","(62,)","(62,)","(61,)","(70,)","(63,)","(64,)","(63,)","(0,)","(0,)","(0,)","(0,)"
"(85,)","(64,)","(65,)","(62,)","(14.93,)","(1.02,)","(0.52,)","(-1.48,)","(85,)","(64,)","(65,)","(62,)","(67,)","(63,)","(62,)","(61,)","(85,)","(64,)","(65,)","(62,)","(0,)","(0,)","(0,)","(0,)"
"(66,)","(68,)","(64,)","(63,)","(-18.44,)","(3.86,)","(-0.52,)","(1.48,)","(66,)","(68,)","(64,)","(63,)","(68,)","(64,)","(63,)","(61,)","(66,)","(68,)","(64,)","(63,)","(0,)","(0,)","(0,)","(0,)"
"(64,)","(66,)","(65,)","(62,)","(-2.15,)","(-1.71,)","(0.52,)","(-1.48,)","(64,)","(66,)","(65,)","(62,)","(68,)","(64,)","(63,)","(62,)","(64,)","(66,)","(65,)","(62,)","(0,)","(0,)","(0,)","(0,)"
"(65,)","(68,)","(65,)","(63,)","(0.52,)","(1.71,)","(0.53,)","(1.48,)","(65,)","(68,)","(65,)","(63,)","(68,)","(65,)","(64,)","(62,)","(65,)","(68,)","(65,)","(63,)","(0,)","(0,)","(0,)","(0,)"
"(66,)","(67,)","(66,)","(64,)","(1.63,)","(-0.58,)","(1.09,)","(1.02,)","(66,)","(67,)","(66,)","(64,)","(69,)","(66,)","(64,)","(62,)","(66,)","(67,)","(66,)","(64,)","(0,)","(0,)","(0,)","(0,)"
"(65,)","(67,)","(66,)","(63,)","(-1.63,)","(0.0,)","(0.0,)","(-1.02,)","(65,)","(67,)","(66,)","(63,)","(68,)","(66,)","(65,)","(62,)","(65,)","(67,)","(66,)","(63,)","(0,)","(0,)","(0,)","(0,)"
"(66,)","(68,)","(66,)","(64,)","(1.63,)","(0.58,)","(0.0,)","(1.02,)","(66,)","(68,)","(66,)","(64,)","(65,)","(67,)","(65,)","(63,)","(66,)","(68,)","(66,)","(64,)","(0,)","(0,)","(0,)","(0,)"
"(67,)","(70,)","(67,)","(65,)","(1.13,)","(1.8,)","(1.13,)","(0.52,)","(67,)","(70,)","(67,)","(65,)","(65,)","(67,)","(65,)","(63,)","(67,)","(70,)","(67,)","(65,)","(0,)","(0,)","(0,)","(0,)"
"(68,)","(68,)","(66,)","(64,)","(0.58,)","(-1.8,)","(-1.13,)","(-0.52,)","(68,)","(68,)","(66,)","(64,)","(66,)","(68,)","(66,)","(63,)","(68,)","(68,)","(66,)","(64,)","(0,)","(0,)","(0,)","(0,)"
"(67,)","(70,)","(68,)","(65,)","(-0.58,)","(1.8,)","(2.3,)","(0.52,)","(67,)","(70,)","(68,)","(65,)","(66,)","(68,)","(66,)","(64,)","(67,)","(70,)","(68,)","(65,)","(0,)","(0,)","(0,)","(0,)"
