"('rawRPM0',)","('rawRPM1',)","('rawRPM2',)","('rawRPM3',)","('rawAngle0',)","('rawAngle1',)","('rawAngle2',)","('rawAngle3',)","('desiredRPM0',)","('desireRPM1',)","('desiredRPM2',)","('desiredRPM3',)","('desiredAngle0',)","('desiredAngle1',)","('desiredAngle2',)","('desiredAngle3',)","('deltaAngle0',)","('deltaAngle1',)","('deltaAngle2',)","('deltaAngle3',)","('deltaRPM0',)","('deltaRPM1',)","('deltaRPM2',)","('deltaRPM3',)","('HighDeltaFilterRPM0',)","('HighDeltaFilterRPM1',)","('HighDeltaFilterRPM2',)","('HighDeltaFilterRPM3',)","('boxFilterRPM0',)","('boxFilterRPM1',)","('boxFilterRPM2',)","('boxFilterRPM3',)","('TeensyTimeMicroSeconds',)"
"(27,)","(20,)","(10,)","(9,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(18.61,)","(0.0,)","(6.35,)","(9.59,)","(27,)","(20,)","(10,)","(9,)","(5,)","(7,)","(2,)","(2,)","(661255,)"
"(50,)","(12,)","(10,)","(9,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(23.1,)","(-7.89,)","(0.0,)","(0.0,)","('null',)","(12,)","(10,)","(9,)","(7,)","(9,)","(4,)","(3,)","(661306,)"
"(33,)","(20,)","(16,)","(17,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-16.98,)","(7.89,)","(6.36,)","(7.5,)","(33,)","(20,)","(16,)","(17,)","(13,)","(12,)","(7,)","(6,)","(661357,)"
"(50,)","(25,)","(22,)","(22,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(16.98,)","(4.81,)","(6.53,)","(5.13,)","(50,)","(25,)","(22,)","(22,)","(23,)","(16,)","(10,)","(10,)","(661408,)"
"(76,)","(27,)","(27,)","(27,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(25.88,)","(2.14,)","(4.79,)","(4.99,)","('null',)","(27,)","(27,)","(27,)","(29,)","(20,)","(14,)","(14,)","(661459,)"
"(57,)","(33,)","(31,)","(31,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-18.22,)","(5.56,)","(3.23,)","(3.8,)","(57,)","(33,)","(31,)","(31,)","(41,)","(22,)","(19,)","(19,)","(661510,)"
"(44,)","(39,)","(36,)","(36,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-13.53,)","(5.88,)","(5.03,)","(5.03,)","(44,)","(39,)","(36,)","(36,)","(46,)","(26,)","(23,)","(23,)","(661561,)"
"(59,)","(43,)","(42,)","(42,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14.81,)","(3.8,)","(6.29,)","(6.29,)","(59,)","(43,)","(42,)","(42,)","(48,)","(31,)","(29,)","(29,)","(661612,)"
"(57,)","(45,)","(47,)","(45,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-2.12,)","(2.97,)","(5.29,)","(3.65,)","(57,)","(45,)","(47,)","(45,)","(53,)","(35,)","(34,)","(33,)","(661663,)"
"(55,)","(52,)","(49,)","(50,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.59,)","(6.31,)","(1.76,)","(4.34,)","(55,)","(52,)","(49,)","(50,)","(54,)","(39,)","(38,)","(38,)","(661714,)"
"(70,)","(54,)","(53,)","(54,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14.62,)","(2.13,)","(3.95,)","(4.48,)","(70,)","(54,)","(53,)","(54,)","(57,)","(44,)","(43,)","(43,)","(661765,)"
"(66,)","(59,)","(57,)","(57,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-3.51,)","(5.28,)","(4.64,)","(3.18,)","(66,)","(59,)","(57,)","(57,)","(58,)","(48,)","(47,)","(47,)","(661816,)"
"(72,)","(62,)","(60,)","(60,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(6.06,)","(2.31,)","(2.64,)","(2.64,)","(72,)","(62,)","(60,)","(60,)","(63,)","(52,)","(51,)","(51,)","(661867,)"
"(65,)","(65,)","(64,)","(64,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-7.69,)","(3.03,)","(3.91,)","(3.91,)","(65,)","(65,)","(64,)","(64,)","(64,)","(56,)","(55,)","(55,)","(661918,)"
"(72,)","(67,)","(68,)","(66,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(7.03,)","(2.76,)","(3.86,)","(2.15,)","(72,)","(67,)","(68,)","(66,)","(66,)","(59,)","(58,)","(58,)","(661969,)"
"(74,)","(70,)","(68,)","(68,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.0,)","(2.38,)","(0.59,)","(2.3,)","(74,)","(70,)","(68,)","(68,)","(69,)","(62,)","(61,)","(61,)","(662020,)"
"(72,)","(74,)","(71,)","(71,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.35,)","(3.9,)","(2.46,)","(2.46,)","(72,)","(74,)","(71,)","(71,)","(70,)","(66,)","(64,)","(64,)","(662071,)"
"(75,)","(75,)","(74,)","(74,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.74,)","(1.4,)","(2.65,)","(2.65,)","(75,)","(75,)","(74,)","(74,)","(71,)","(68,)","(67,)","(67,)","(662122,)"
"(83,)","(74,)","(75,)","(74,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(7.86,)","(-1.4,)","(1.4,)","(0.0,)","(83,)","(74,)","(75,)","(74,)","(73,)","(70,)","(70,)","(69,)","(662173,)"
"(80,)","(78,)","(76,)","(78,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-3.33,)","(4.36,)","(1.45,)","(4.36,)","(80,)","(78,)","(76,)","(78,)","(76,)","(73,)","(72,)","(71,)","(662224,)"
"(80,)","(80,)","(78,)","(78,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(2.38,)","(1.51,)","(0.0,)","(80,)","(80,)","(78,)","(78,)","(77,)","(75,)","(73,)","(73,)","(662275,)"
"(81,)","(80,)","(80,)","(80,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.63,)","(-0.81,)","(1.57,)","(1.57,)","(81,)","(80,)","(80,)","(80,)","(78,)","(76,)","(75,)","(75,)","(662326,)"
"(83,)","(83,)","(82,)","(81,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.7,)","(3.33,)","(2.05,)","(1.63,)","(83,)","(83,)","(82,)","(81,)","(80,)","(78,)","(77,)","(77,)","(662377,)"
"(83,)","(83,)","(81,)","(82,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(-0.42,)","(0.42,)","(83,)","(83,)","(81,)","(82,)","(81,)","(79,)","(78,)","(78,)","(662428,)"
"(84,)","(85,)","(85,)","(83,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.32,)","(1.77,)","(3.47,)","(1.28,)","(84,)","(85,)","(85,)","(83,)","(81,)","(81,)","(80,)","(80,)","(662479,)"
"(86,)","(86,)","(85,)","(85,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.3,)","(0.92,)","(0.0,)","(1.77,)","(86,)","(86,)","(85,)","(85,)","(82,)","(82,)","(81,)","(81,)","(662530,)"
"(86,)","(86,)","(87,)","(86,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.94,)","(2.33,)","(1.85,)","(86,)","(86,)","(87,)","(86,)","(83,)","(83,)","(83,)","(82,)","(662581,)"
"(90,)","(88,)","(86,)","(87,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.44,)","(1.93,)","(-0.48,)","(0.48,)","(90,)","(88,)","(86,)","(87,)","(85,)","(85,)","(84,)","(84,)","(662632,)"
"(90,)","(90,)","(88,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.51,)","(1.51,)","(1.93,)","(1.46,)","(90,)","(90,)","(88,)","(88,)","(86,)","(86,)","(85,)","(85,)","(662683,)"
"(90,)","(90,)","(90,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-0.51,)","(0.51,)","(1.51,)","(0.0,)","(90,)","(90,)","(90,)","(88,)","(87,)","(87,)","(86,)","(86,)","(662734,)"
"(93,)","(91,)","(90,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.63,)","(1.04,)","(0.51,)","(2.02,)","(93,)","(91,)","(90,)","(90,)","(89,)","(88,)","(87,)","(87,)","(662785,)"
"(91,)","(93,)","(88,)","(88,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1.07,)","(1.07,)","(-2.02,)","(-2.02,)","(91,)","(93,)","(88,)","(88,)","(90,)","(89,)","(88,)","(87,)","(662836,)"
"(93,)","(91,)","(93,)","(91,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.07,)","(-1.07,)","(4.13,)","(3.07,)","(93,)","(91,)","(93,)","(91,)","(91,)","(90,)","(89,)","(88,)","(662887,)"
"(93,)","(93,)","(91,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.54,)","(1.07,)","(-1.07,)","(-1.04,)","(93,)","(93,)","(91,)","(90,)","(91,)","(91,)","(90,)","(89,)","(662938,)"
"(95,)","(93,)","(90,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.67,)","(0.54,)","(-1.04,)","(-0.51,)","(95,)","(93,)","(90,)","(90,)","(92,)","(91,)","(90,)","(89,)","(662989,)"
"(93,)","(95,)","(90,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-2.21,)","(1.67,)","(-0.51,)","(2.63,)","(93,)","(95,)","(90,)","(93,)","(93,)","(92,)","(90,)","(90,)","(663040,)"
"(93,)","(93,)","(93,)","(91,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.54,)","(-2.21,)","(2.63,)","(-1.07,)","(93,)","(93,)","(93,)","(91,)","(93,)","(93,)","(90,)","(90,)","(663091,)"
"(95,)","(95,)","(93,)","(90,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.67,)","(2.21,)","(0.54,)","(-1.04,)","(95,)","(95,)","(93,)","(90,)","(93,)","(93,)","(91,)","(90,)","(663142,)"
"(95,)","(95,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(0.0,)","(-0.54,)","(2.66,)","(95,)","(95,)","(93,)","(93,)","(94,)","(94,)","(91,)","(91,)","(663193,)"
"(96,)","(95,)","(93,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.73,)","(0.0,)","(0.54,)","(0.0,)","(96,)","(95,)","(93,)","(93,)","(94,)","(94,)","(92,)","(91,)","(663244,)"
"(97,)","(96,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0.59,)","(1.73,)","(1.67,)","(-0.54,)","(97,)","(96,)","(95,)","(93,)","(94,)","(94,)","(92,)","(92,)","(663295,)"
"(95,)","(95,)","(95,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-2.32,)","(-1.73,)","(0.0,)","(2.21,)","(95,)","(95,)","(95,)","(95,)","(95,)","(94,)","(93,)","(92,)","(663346,)"
"(98,)","(96,)","(93,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(3.53,)","(1.73,)","(-1.67,)","(0.0,)","(98,)","(96,)","(93,)","(95,)","(96,)","(95,)","(93,)","(93,)","(663397,)"
"(95,)","(96,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-3.53,)","(0.0,)","(1.67,)","(-1.67,)","(95,)","(96,)","(95,)","(93,)","(96,)","(95,)","(94,)","(93,)","(663448,)"
"(97,)","(96,)","(95,)","(93,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2.32,)","(0.0,)","(0.0,)","(0.0,)","(97,)","(96,)","(95,)","(93,)","(96,)","(95,)","(94,)","(93,)","(663499,)"
"(98,)","(97,)","(93,)","(95,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1.2,)","(0.59,)","(-1.67,)","(1.67,)","(98,)","(97,)","(93,)","(95,)","(96,)","(96,)","(94,)","(94,)","(663550,)"
"(98,)","(96,)","(97,)","(96,)","(0,)","(0,)","(0,)","(0,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(-0.59,)","(3.99,)","(1.73,)","(98,)","(96,)","(97,)","(96,)","(96,)","(96,)","(94,)","(94,)","(663601,)"
"(161,)","(152,)","(130,)","(156,)","(7,)","(7,)","(6,)","(6,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(7,)","(7,)","(6,)","(6,)","(62.85,)","(55.41,)","(32.52,)","(59.89,)","('null',)","('null',)","('null',)","('null',)","(97,)","(96,)","(94,)","(94,)","(663652,)"
"(95,)","(93,)","(119,)","(93,)","(21,)","(22,)","(20,)","(21,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(13,)","(14,)","(14,)","(14,)","(-66.38,)","(-59.36,)","(-11.03,)","(-63.84,)","(95,)","(93,)","('null',)","(93,)","(96,)","(95,)","(95,)","(94,)","(663703,)"
"(90,)","(91,)","(88,)","(95,)","(26,)","(28,)","(27,)","(27,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(4,)","(5,)","(6,)","(6,)","(-4.33,)","(-1.07,)","(-30.16,)","(2.21,)","(90,)","(91,)","(88,)","(95,)","(95,)","(94,)","(93,)","(94,)","(663754,)"
"(90,)","(126,)","(156,)","(124,)","(21,)","(22,)","(23,)","(23,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(-4,)","(-5,)","(-4,)","(-4,)","(-0.51,)","(35.03,)","(67.97,)","(28.79,)","(90,)","('null',)","('null',)","('null',)","(94,)","(94,)","(92,)","(94,)","(663805,)"
"(121,)","(95,)","(98,)","(86,)","(18,)","(16,)","(17,)","(17,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(-3,)","(-5,)","(-6,)","(-6,)","(30.82,)","(-31.75,)","(-58.1,)","(-37.07,)","('null',)","(95,)","(98,)","(86,)","(93,)","(93,)","(94,)","(92,)","(663856,)"
"(91,)","(90,)","(86,)","(93,)","(18,)","(17,)","(16,)","(17,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(-29.26,)","(-4.84,)","(-11.81,)","(6.61,)","(91,)","(90,)","(86,)","(93,)","(91,)","(92,)","(90,)","(91,)","(663907,)"
"(90,)","(93,)","(93,)","(93,)","(19,)","(20,)","(19,)","(19,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(1,)","(3,)","(2,)","(2,)","(-1.04,)","(2.63,)","(6.61,)","(-0.54,)","(90,)","(93,)","(93,)","(93,)","(91,)","(92,)","(91,)","(92,)","(663958,)"
"(90,)","(86,)","(93,)","(91,)","(20,)","(21,)","(20,)","(21,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(1,)","(1,)","(-0.51,)","(-6.07,)","(-0.54,)","(-1.07,)","(90,)","(86,)","(93,)","(91,)","(90,)","(91,)","(91,)","(91,)","(664009,)"
"(93,)","(91,)","(91,)","(93,)","(20,)","(20,)","(20,)","(20,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(2.63,)","(5.0,)","(-1.07,)","(1.07,)","(93,)","(91,)","(91,)","(93,)","(90,)","(91,)","(92,)","(91,)","(664060,)"
"(93,)","(95,)","(93,)","(91,)","(20,)","(19,)","(19,)","(19,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(0.54,)","(3.28,)","(1.07,)","(-1.07,)","(93,)","(95,)","(93,)","(91,)","(91,)","(91,)","(92,)","(91,)","(664111,)"
"(95,)","(95,)","(91,)","(90,)","(20,)","(19,)","(19,)","(19,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(1.67,)","(0.0,)","(-1.07,)","(-1.04,)","(95,)","(95,)","(91,)","(90,)","(92,)","(91,)","(91,)","(91,)","(664162,)"
"(95,)","(96,)","(90,)","(91,)","(20,)","(19,)","(19,)","(19,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(0.0,)","(1.73,)","(-1.04,)","(1.04,)","(95,)","(96,)","(90,)","(91,)","(92,)","(92,)","(91,)","(91,)","(664213,)"
"(96,)","(95,)","(95,)","(93,)","(20,)","(19,)","(19,)","(19,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(1.73,)","(-1.73,)","(4.33,)","(1.07,)","(96,)","(95,)","(95,)","(93,)","(93,)","(93,)","(92,)","(91,)","(664264,)"
"(91,)","(95,)","(93,)","(93,)","(20,)","(19,)","(19,)","(19,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(-5.02,)","(0.0,)","(-2.21,)","(0.54,)","(91,)","(95,)","(93,)","(93,)","(93,)","(94,)","(92,)","(91,)","(664315,)"
"(97,)","(95,)","(95,)","(95,)","(20,)","(19,)","(19,)","(19,)","(131,)","(131,)","(131,)","(131,)","(20,)","(20,)","(20,)","(20,)","(0,)","(0,)","(0,)","(0,)","(5.61,)","(0.0,)","(2.21,)","(1.67,)","(97,)","(95,)","(95,)","(95,)","(94,)","(95,)","(92,)","(92,)","(664366,)"
