"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(17,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(1,)","(0,)"
"(17,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)"
"(15,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(0,)","(0,)"
"(15,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(15,)","(27,)","(7,)","(9,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(1,)","(1,)"
"(15,)","(40,)","(0,)","(9,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)"
"(13,)","(15,)","(12,)","(14,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)"
"(16,)","(15,)","(17,)","(18,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(1,)","(1,)"
"(44,)","(19,)","(21,)","(18,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(0,)"
"(24,)","(23,)","(23,)","(22,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)"
"(25,)","(24,)","(27,)","(24,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)"
"(70,)","(27,)","(28,)","(28,)","(0,)","(0,)","(0,)","(0,)","(2,)","(1,)","(1,)","(2,)"
