"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14072,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14123,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14174,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14225,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14276,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14327,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14378,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14429,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14480,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14531,)"
"(0,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14582,)"
"(0,)","(0,)","(25,)","(25,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(0,)","(0,)","(14633,)"
"(0,)","(0,)","(25,)","(25,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","(0,)","(0,)","(0,)","(0,)","(14684,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14735,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(14786,)"
"(6,)","(0,)","(6,)","(6,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(6,)","(0,)","(6,)","(6,)","(1,)","(0,)","(1,)","(1,)","(14837,)"
"(19,)","(0,)","(20,)","(19,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(19,)","(0,)","(20,)","(19,)","(4,)","(0,)","(6,)","(6,)","(14888,)"
"(26,)","(0,)","(28,)","(25,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(26,)","(0,)","(28,)","(25,)","(8,)","(0,)","(10,)","(10,)","(14939,)"
"(34,)","(0,)","(31,)","(32,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(34,)","(0,)","(31,)","(32,)","(14,)","(0,)","(14,)","(13,)","(14990,)"
"(41,)","(0,)","(39,)","(35,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(41,)","(0,)","(39,)","(35,)","(21,)","(0,)","(20,)","(19,)","(15041,)"
"(46,)","(0,)","(46,)","(42,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(46,)","(0,)","(46,)","(42,)","(28,)","(0,)","(28,)","(26,)","(15092,)"
"(53,)","(0,)","(53,)","(47,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(53,)","(0,)","(53,)","(47,)","(36,)","(0,)","(36,)","(33,)","(15143,)"
"(61,)","(0,)","(57,)","(53,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(61,)","(0,)","(57,)","(53,)","(43,)","(0,)","(42,)","(39,)","(15194,)"
"(68,)","(0,)","(64,)","(61,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(68,)","(0,)","(64,)","(61,)","(50,)","(0,)","(48,)","(45,)","(15245,)"
"(72,)","(0,)","(71,)","(66,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(72,)","(0,)","(71,)","(66,)","(56,)","(0,)","(55,)","(50,)","(15296,)"
"(78,)","(0,)","(76,)","(70,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(78,)","(0,)","(76,)","(70,)","(63,)","(0,)","(61,)","(56,)","(15347,)"
"(83,)","(0,)","(80,)","(75,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(83,)","(0,)","(80,)","(75,)","(69,)","(0,)","(66,)","(62,)","(15398,)"
"(87,)","(0,)","(83,)","(78,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(87,)","(0,)","(83,)","(78,)","(74,)","(0,)","(71,)","(67,)","(15449,)"
"(90,)","(0,)","(86,)","(81,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(90,)","(0,)","(86,)","(81,)","(79,)","(0,)","(76,)","(71,)","(15500,)"
"(96,)","(0,)","(91,)","(83,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(96,)","(0,)","(91,)","(83,)","(84,)","(0,)","(81,)","(75,)","(15551,)"
"(98,)","(0,)","(93,)","(87,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(98,)","(0,)","(93,)","(87,)","(88,)","(0,)","(84,)","(79,)","(15602,)"
"(102,)","(0,)","(96,)","(88,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(102,)","(0,)","(96,)","(88,)","(92,)","(0,)","(88,)","(82,)","(15653,)"
"(104,)","(0,)","(100,)","(93,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(104,)","(0,)","(100,)","(93,)","(96,)","(0,)","(91,)","(85,)","(15704,)"
"(106,)","(0,)","(102,)","(91,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(106,)","(0,)","(102,)","(91,)","(99,)","(0,)","(94,)","(87,)","(15755,)"
"(108,)","(0,)","(104,)","(95,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(108,)","(0,)","(104,)","(95,)","(102,)","(0,)","(97,)","(89,)","(15806,)"
"(108,)","(0,)","(106,)","(95,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(108,)","(0,)","(106,)","(95,)","(104,)","(0,)","(100,)","(91,)","(15857,)"
"(111,)","(0,)","(106,)","(96,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(111,)","(0,)","(106,)","(96,)","(106,)","(0,)","(102,)","(93,)","(15908,)"
"(111,)","(0,)","(108,)","(98,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(111,)","(0,)","(108,)","(98,)","(108,)","(0,)","(104,)","(94,)","(15959,)"
"(115,)","(0,)","(111,)","(102,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(115,)","(0,)","(111,)","(102,)","(109,)","(0,)","(106,)","(96,)","(16010,)"
"(113,)","(0,)","(111,)","(102,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(113,)","(0,)","(111,)","(102,)","(111,)","(0,)","(107,)","(98,)","(16061,)"
"(119,)","(0,)","(111,)","(102,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(119,)","(0,)","(111,)","(102,)","(112,)","(0,)","(108,)","(99,)","(16112,)"
"(115,)","(0,)","(115,)","(104,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(115,)","(0,)","(115,)","(104,)","(114,)","(0,)","(110,)","(100,)","(16163,)"
"(121,)","(0,)","(114,)","(102,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(121,)","(0,)","(114,)","(102,)","(115,)","(0,)","(111,)","(101,)","(16214,)"
"(121,)","(0,)","(115,)","(104,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(121,)","(0,)","(115,)","(104,)","(117,)","(0,)","(112,)","(102,)","(16265,)"
"(118,)","(0,)","(119,)","(106,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(118,)","(0,)","(119,)","(106,)","(117,)","(0,)","(114,)","(103,)","(16316,)"
"(119,)","(0,)","(118,)","(104,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(119,)","(0,)","(118,)","(104,)","(118,)","(0,)","(115,)","(103,)","(16367,)"
"(121,)","(0,)","(114,)","(106,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(121,)","(0,)","(114,)","(106,)","(119,)","(0,)","(115,)","(104,)","(16418,)"
"(119,)","(0,)","(118,)","(104,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(119,)","(0,)","(118,)","(104,)","(119,)","(0,)","(116,)","(104,)","(16469,)"
"(121,)","(0,)","(116,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(121,)","(0,)","(116,)","(108,)","(119,)","(0,)","(116,)","(105,)","(16520,)"
"(121,)","(0,)","(118,)","(106,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(121,)","(0,)","(118,)","(106,)","(119,)","(0,)","(117,)","(105,)","(16571,)"
"(123,)","(0,)","(119,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(123,)","(0,)","(119,)","(108,)","(120,)","(0,)","(117,)","(106,)","(16622,)"
"(125,)","(0,)","(118,)","(106,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(118,)","(106,)","(121,)","(0,)","(117,)","(106,)","(16673,)"
"(121,)","(0,)","(121,)","(106,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(121,)","(0,)","(121,)","(106,)","(121,)","(0,)","(118,)","(106,)","(16724,)"
"(123,)","(0,)","(119,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(123,)","(0,)","(119,)","(108,)","(122,)","(0,)","(118,)","(107,)","(16775,)"
"(123,)","(0,)","(118,)","(109,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(123,)","(0,)","(118,)","(109,)","(122,)","(0,)","(118,)","(107,)","(16826,)"
"(123,)","(0,)","(121,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(123,)","(0,)","(121,)","(108,)","(123,)","(0,)","(119,)","(107,)","(16877,)"
"(124,)","(0,)","(118,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(124,)","(0,)","(118,)","(108,)","(123,)","(0,)","(119,)","(107,)","(16928,)"
"(123,)","(0,)","(121,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(123,)","(0,)","(121,)","(108,)","(122,)","(0,)","(119,)","(107,)","(16979,)"
"(125,)","(0,)","(118,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(118,)","(108,)","(123,)","(0,)","(119,)","(108,)","(17030,)"
"(123,)","(0,)","(119,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(123,)","(0,)","(119,)","(108,)","(123,)","(0,)","(119,)","(108,)","(17081,)"
"(124,)","(0,)","(119,)","(109,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(124,)","(0,)","(119,)","(109,)","(123,)","(0,)","(119,)","(108,)","(17132,)"
"(123,)","(0,)","(118,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(123,)","(0,)","(118,)","(108,)","(123,)","(0,)","(118,)","(108,)","(17183,)"
"(125,)","(0,)","(121,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(121,)","(108,)","(123,)","(0,)","(119,)","(108,)","(17234,)"
"(128,)","(0,)","(121,)","(113,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(128,)","(0,)","(121,)","(113,)","(124,)","(0,)","(119,)","(109,)","(17285,)"
"(128,)","(0,)","(123,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(128,)","(0,)","(123,)","(111,)","(125,)","(0,)","(120,)","(109,)","(17336,)"
"(125,)","(0,)","(121,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(121,)","(111,)","(125,)","(0,)","(120,)","(110,)","(17387,)"
"(126,)","(0,)","(121,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(126,)","(0,)","(121,)","(111,)","(125,)","(0,)","(120,)","(110,)","(17438,)"
"(125,)","(0,)","(121,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(121,)","(111,)","(126,)","(0,)","(121,)","(110,)","(17489,)"
"(128,)","(0,)","(121,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(128,)","(0,)","(121,)","(111,)","(126,)","(0,)","(121,)","(111,)","(17540,)"
"(125,)","(0,)","(121,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(121,)","(111,)","(126,)","(0,)","(121,)","(111,)","(17591,)"
"(125,)","(0,)","(119,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(119,)","(111,)","(125,)","(0,)","(120,)","(111,)","(17642,)"
"(128,)","(0,)","(123,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(128,)","(0,)","(123,)","(111,)","(126,)","(0,)","(121,)","(111,)","(17693,)"
"(124,)","(0,)","(121,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(124,)","(0,)","(121,)","(111,)","(125,)","(0,)","(121,)","(111,)","(17744,)"
"(125,)","(0,)","(123,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(123,)","(108,)","(125,)","(0,)","(121,)","(110,)","(17795,)"
"(123,)","(0,)","(123,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(123,)","(0,)","(123,)","(111,)","(125,)","(0,)","(121,)","(110,)","(17846,)"
"(125,)","(0,)","(124,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(124,)","(111,)","(125,)","(0,)","(122,)","(110,)","(17897,)"
"(125,)","(0,)","(121,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(121,)","(111,)","(125,)","(0,)","(122,)","(110,)","(17948,)"
"(124,)","(0,)","(121,)","(109,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(124,)","(0,)","(121,)","(109,)","(124,)","(0,)","(122,)","(110,)","(17999,)"
"(125,)","(0,)","(121,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(121,)","(108,)","(124,)","(0,)","(122,)","(109,)","(18050,)"
"(123,)","(0,)","(119,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(123,)","(0,)","(119,)","(108,)","(124,)","(0,)","(121,)","(109,)","(18101,)"
"(125,)","(0,)","(121,)","(108,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(121,)","(108,)","(124,)","(0,)","(121,)","(109,)","(18152,)"
"(124,)","(0,)","(121,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(124,)","(0,)","(121,)","(111,)","(124,)","(0,)","(120,)","(109,)","(18203,)"
"(125,)","(0,)","(121,)","(109,)","(0,)","(0,)","(0,)","(0,)","(-140,)","(-140,)","(-140,)","(-140,)","(0,)","(0,)","(0,)","(0,)","(125,)","(0,)","(121,)","(109,)","(124,)","(0,)","(120,)","(108,)","(18254,)"
"(123,)","(0,)","(124,)","(111,)","(0,)","(0,)","(0,)","(0,)","(-130,)","(-130,)","(-152,)","(-152,)","(4,)","(-4,)","(-4,)","(4,)","(123,)","(0,)","(124,)","(111,)","(124,)","(0,)","(121,)","(109,)","(18305,)"
"(196,)","(0,)","(130,)","(155,)","(0,)","(-2,)","(-2,)","(2,)","(-130,)","(-130,)","(-152,)","(-152,)","(4,)","(-4,)","(-4,)","(4,)","('null',)","(0,)","(130,)","('null',)","(124,)","(0,)","(122,)","(109,)","(18356,)"
"(121,)","(0,)","(119,)","(111,)","(0,)","(-5,)","(-5,)","(5,)","(-127,)","(-127,)","(-155,)","(-155,)","(6,)","(-6,)","(-5,)","(5,)","(121,)","(0,)","(119,)","(111,)","(123,)","(0,)","(122,)","(110,)","(18407,)"
"(130,)","(0,)","(121,)","(111,)","(0,)","(-6,)","(-6,)","(5,)","(-127,)","(-127,)","(-155,)","(-155,)","(6,)","(-6,)","(-5,)","(5,)","(130,)","(0,)","(121,)","(111,)","(124,)","(0,)","(122,)","(110,)","(18458,)"
"(163,)","(0,)","(123,)","(112,)","(0,)","(-6,)","(-5,)","(5,)","(-127,)","(-127,)","(-155,)","(-155,)","(6,)","(-6,)","(-5,)","(5,)","('null',)","(0,)","(123,)","(112,)","(124,)","(0,)","(123,)","(110,)","(18509,)"
"(130,)","(0,)","(125,)","(115,)","(0,)","(-6,)","(-4,)","(5,)","(-127,)","(-127,)","(-155,)","(-155,)","(6,)","(-6,)","(-5,)","(5,)","(130,)","(0,)","(125,)","(115,)","(126,)","(0,)","(123,)","(112,)","(18560,)"
