"(57,)","(0,)","(0,)","(75,)","(72,)","(58,)","(57,)","(41,)","(43,)","(43,)","(42,)","(37.595751680060154,)"
"(55,)","(1,)","(0,)","(0,)","(70,)","(58,)","(55,)","(47,)","(44,)","(41,)","(44,)","(37.595751680060154,)"
"(55,)","(0,)","(0,)","(72,)","(69,)","(55,)","(55,)","(44,)","(44,)","(44,)","(43,)","(37.595751680060154,)"
"(55,)","(0,)","(0,)","(73,)","(69,)","(55,)","(55,)","(40,)","(43,)","(43,)","(41,)","(37.595751680060154,)"
"(55,)","(0,)","(0,)","(72,)","(70,)","(57,)","(55,)","(41,)","(41,)","(39,)","(40,)","(37.595751680060154,)"
"(55,)","(0,)","(0,)","(72,)","(71,)","(58,)","(56,)","(40,)","(38,)","(38,)","(39,)","(37.595751680060154,)"
"(57,)","(0,)","(1,)","(74,)","(71,)","(58,)","(57,)","(37,)","(38,)","(37,)","(37,)","(37.595751680060154,)"
"(57,)","(0,)","(0,)","(73,)","(72,)","(59,)","(58,)","(39,)","(37,)","(36,)","(37,)","(37.595751680060154,)"
"(59,)","(1,)","(1,)","(76,)","(72,)","(59,)","(59,)","(34,)","(37,)","(37,)","(35,)","(37.595751680060154,)"
"(59,)","(0,)","(0,)","(74,)","(72,)","(60,)","(60,)","(38,)","(38,)","(36,)","(36,)","(37.595751680060154,)"
"(61,)","(2,)","(1,)","(76,)","(74,)","(62,)","(62,)","(37,)","(36,)","(35,)","(34,)","(37.595751680060154,)"
"(62,)","(0,)","(-1,)","(79,)","(76,)","(63,)","(62,)","(34,)","(35,)","(35,)","(36,)","(37.595751680060154,)"
"(63,)","(0,)","(-1,)","(79,)","(75,)","(64,)","(63,)","(36,)","(38,)","(35,)","(36,)","(37.595751680060154,)"
"(65,)","(2,)","(0,)","(81,)","(78,)","(66,)","(66,)","(33,)","(35,)","(35,)","(34,)","(37.595751680060154,)"
"(66,)","(1,)","(0,)","(79,)","(77,)","(67,)","(67,)","(38,)","(37,)","(34,)","(35,)","(37.595751680060154,)"
"(67,)","(1,)","(0,)","(80,)","(78,)","(66,)","(68,)","(38,)","(37,)","(37,)","(35,)","(37.595751680060154,)"
"(68,)","(1,)","(0,)","(83,)","(79,)","(67,)","(69,)","(34,)","(35,)","(37,)","(35,)","(37.595751680060154,)"
"(68,)","(0,)","(0,)","(79,)","(79,)","(69,)","(68,)","(39,)","(37,)","(35,)","(37,)","(37.595751680060154,)"
"(67,)","(0,)","(-1,)","(79,)","(78,)","(67,)","(68,)","(40,)","(38,)","(38,)","(38,)","(37.595751680060154,)"
"(67,)","(0,)","(-1,)","(81,)","(77,)","(69,)","(68,)","(37,)","(39,)","(36,)","(39,)","(37.595751680060154,)"
"(67,)","(0,)","(-1,)","(79,)","(76,)","(66,)","(68,)","(40,)","(40,)","(39,)","(39,)","(37.595751680060154,)"
"(68,)","(0,)","(1,)","(79,)","(77,)","(67,)","(69,)","(40,)","(39,)","(39,)","(37,)","(37.595751680060154,)"
"(66,)","(0,)","(0,)","(79,)","(77,)","(68,)","(67,)","(38,)","(38,)","(37,)","(40,)","(37.595751680060154,)"
"(66,)","(0,)","(-1,)","(76,)","(75,)","(66,)","(66,)","(43,)","(41,)","(40,)","(40,)","(37.595751680060154,)"
"(66,)","(0,)","(0,)","(77,)","(73,)","(65,)","(67,)","(41,)","(43,)","(40,)","(39,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(78,)","(74,)","(64,)","(66,)","(38,)","(40,)","(41,)","(40,)","(37.595751680060154,)"
"(65,)","(0,)","(-1,)","(75,)","(74,)","(66,)","(65,)","(43,)","(40,)","(38,)","(40,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(75,)","(73,)","(65,)","(66,)","(41,)","(40,)","(39,)","(39,)","(37.595751680060154,)"
"(64,)","(0,)","(-1,)","(77,)","(73,)","(65,)","(65,)","(38,)","(40,)","(39,)","(40,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(74,)","(73,)","(65,)","(65,)","(41,)","(39,)","(38,)","(39,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(74,)","(71,)","(64,)","(65,)","(40,)","(41,)","(39,)","(39,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(76,)","(72,)","(65,)","(65,)","(37,)","(39,)","(38,)","(39,)","(37.595751680060154,)"
"(64,)","(0,)","(0,)","(73,)","(72,)","(65,)","(65,)","(41,)","(39,)","(38,)","(39,)","(37.595751680060154,)"
"(64,)","(0,)","(0,)","(76,)","(73,)","(64,)","(64,)","(37,)","(38,)","(39,)","(40,)","(37.595751680060154,)"
"(64,)","(0,)","(-1,)","(73,)","(72,)","(64,)","(65,)","(41,)","(38,)","(38,)","(39,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(73,)","(70,)","(64,)","(65,)","(40,)","(41,)","(38,)","(38,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(74,)","(73,)","(64,)","(65,)","(38,)","(37,)","(38,)","(38,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(72,)","(72,)","(63,)","(65,)","(40,)","(38,)","(39,)","(38,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(73,)","(71,)","(63,)","(65,)","(39,)","(39,)","(39,)","(38,)","(37.595751680060154,)"
"(65,)","(0,)","(0,)","(75,)","(71,)","(66,)","(65,)","(36,)","(39,)","(36,)","(38,)","(37.595751680060154,)"
"(65,)","(0,)","(-1,)","(72,)","(72,)","(64,)","(66,)","(40,)","(38,)","(39,)","(38,)","(37.595751680060154,)"
"(66,)","(0,)","(0,)","(73,)","(72,)","(65,)","(67,)","(39,)","(37,)","(38,)","(37,)","(37.595751680060154,)"
"(68,)","(1,)","(1,)","(75,)","(71,)","(67,)","(68,)","(36,)","(38,)","(35,)","(35,)","(37.595751680060154,)"
"(67,)","(0,)","(1,)","(74,)","(72,)","(64,)","(68,)","(38,)","(38,)","(39,)","(36,)","(37.595751680060154,)"
"(66,)","(0,)","(0,)","(74,)","(72,)","(66,)","(67,)","(38,)","(38,)","(38,)","(38,)","(37.595751680060154,)"
"(67,)","(0,)","(-1,)","(74,)","(72,)","(68,)","(67,)","(37,)","(37,)","(35,)","(38,)","(37.595751680060154,)"
"(68,)","(0,)","(1,)","(72,)","(72,)","(66,)","(69,)","(40,)","(38,)","(38,)","(36,)","(37.595751680060154,)"
"(67,)","(0,)","(0,)","(73,)","(71,)","(68,)","(68,)","(39,)","(39,)","(36,)","(38,)","(37.595751680060154,)"
"(68,)","(0,)","(1,)","(75,)","(72,)","(67,)","(69,)","(36,)","(37,)","(38,)","(36,)","(37.595751680060154,)"
"(67,)","(0,)","(0,)","(73,)","(71,)","(67,)","(68,)","(39,)","(38,)","(37,)","(38,)","(37.595751680060154,)"
"(68,)","(0,)","(-1,)","(73,)","(71,)","(68,)","(68,)","(39,)","(39,)","(37,)","(38,)","(37.595751680060154,)"
"(69,)","(0,)","(0,)","(74,)","(71,)","(66,)","(69,)","(37,)","(39,)","(39,)","(37,)","(37.595751680060154,)"
"(69,)","(0,)","(0,)","(73,)","(71,)","(68,)","(69,)","(39,)","(38,)","(37,)","(37,)","(131.58513088021053,)"
"(123,)","(236,)","(52,)","(250,)","(250,)","(250,)","(250,)","(39,)","(37,)","(37,)","(37,)","(131.58513088021053,)"
"(127,)","(230,)","(0,)","(250,)","(250,)","(250,)","(250,)","(37,)","(40,)","(39,)","(39,)","(131.58513088021053,)"
"(130,)","(224,)","(-1,)","(250,)","(250,)","(250,)","(250,)","(44,)","(43,)","(41,)","(41,)","(131.58513088021053,)"
"(134,)","(221,)","(-1,)","(250,)","(250,)","(250,)","(250,)","(49,)","(43,)","(43,)","(43,)","(131.58513088021053,)"
"(137,)","(212,)","(0,)","(250,)","(250,)","(250,)","(250,)","(57,)","(47,)","(48,)","(46,)","(131.58513088021053,)"
"(140,)","(200,)","(0,)","(250,)","(250,)","(250,)","(250,)","(66,)","(51,)","(53,)","(51,)","(131.58513088021053,)"
"(140,)","(190,)","(-2,)","(250,)","(250,)","(250,)","(250,)","(68,)","(55,)","(55,)","(55,)","(131.58513088021053,)"
"(142,)","(177,)","(-2,)","(131,)","(250,)","(250,)","(250,)","(90,)","(62,)","(59,)","(60,)","(131.58513088021053,)"
