"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(105,)","(105,)","(105,)","(105,)","(105,)","(105,)","(105,)","(105,)","(104.74616512651009,)"
"(2,)","(8,)","(3,)","(0,)","(0,)","(0,)","(0,)","(111,)","(135,)","(116,)","(116,)","(102,)","(98,)","(102,)","(102,)","(104.74616512651009,)"
"(10,)","(23,)","(1,)","(0,)","(0,)","(0,)","(0,)","(152,)","(156,)","(127,)","(134,)","(95,)","(95,)","(100,)","(98,)","(104.74616512651009,)"
"(20,)","(38,)","(3,)","(0,)","(0,)","(0,)","(0,)","(188,)","(160,)","(154,)","(157,)","(90,)","(95,)","(95,)","(95,)","(104.74616512651009,)"
"(34,)","(51,)","(1,)","(0,)","(0,)","(0,)","(0,)","(250,)","(196,)","(194,)","(178,)","(83,)","(88,)","(88,)","(91,)","(104.74616512651009,)"
"(0,)","(85,)","(8,)","(0,)","(0,)","(0,)","(0,)","(192,)","(222,)","(220,)","(250,)","(86,)","(86,)","(86,)","(83,)","(104.74616512651009,)"
"(16,)","(78,)","(-2,)","(0,)","(0,)","(0,)","(0,)","(250,)","(250,)","(229,)","(177,)","(83,)","(83,)","(86,)","(85,)","(104.74616512651009,)"
"(15,)","(74,)","(-4,)","(0,)","(0,)","(0,)","(0,)","(250,)","(250,)","(157,)","(172,)","(80,)","(83,)","(88,)","(86,)","(104.74616512651009,)"
"(40,)","(74,)","(0,)","(0,)","(0,)","(0,)","(0,)","(157,)","(177,)","(172,)","(201,)","(88,)","(85,)","(86,)","(86,)","(104.74616512651009,)"
"(56,)","(63,)","(-4,)","(0,)","(0,)","(0,)","(0,)","(200,)","(172,)","(170,)","(204,)","(86,)","(86,)","(91,)","(88,)","(104.74616512651009,)"
"(58,)","(51,)","(4,)","(0,)","(0,)","(0,)","(0,)","(188,)","(188,)","(194,)","(206,)","(91,)","(88,)","(90,)","(91,)","(104.74616512651009,)"
"(55,)","(23,)","(-8,)","(0,)","(0,)","(0,)","(0,)","(200,)","(189,)","(160,)","(169,)","(91,)","(91,)","(98,)","(98,)","(104.74616512651009,)"
"(47,)","(18,)","(0,)","(0,)","(0,)","(0,)","(0,)","(169,)","(161,)","(157,)","(166,)","(98,)","(98,)","(100,)","(100,)","(104.74616512651009,)"
"(42,)","(8,)","(-3,)","(0,)","(0,)","(0,)","(0,)","(165,)","(174,)","(147,)","(149,)","(100,)","(97,)","(102,)","(102,)","(104.74616512651009,)"
"(32,)","(0,)","(-3,)","(0,)","(0,)","(0,)","(0,)","(138,)","(148,)","(144,)","(137,)","(105,)","(102,)","(102,)","(108,)","(104.74616512651009,)"
"(24,)","(0,)","(-3,)","(0,)","(0,)","(0,)","(0,)","(141,)","(141,)","(128,)","(129,)","(102,)","(102,)","(105,)","(108,)","(104.74616512651009,)"
"(18,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(126,)","(126,)","(123,)","(124,)","(105,)","(106,)","(106,)","(106,)","(104.74616512651009,)"
"(13,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(120,)","(122,)","(120,)","(118,)","(105,)","(105,)","(108,)","(105,)","(104.74616512651009,)"
"(9,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(122,)","(126,)","(115,)","(120,)","(111,)","(102,)","(106,)","(111,)","(104.74616512651009,)"
"(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(113,)","(127,)","(111,)","(112,)","(105,)","(102,)","(105,)","(105,)","(104.74616512651009,)"
"(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(116,)","(124,)","(112,)","(110,)","(111,)","(102,)","(108,)","(105,)","(104.74616512651009,)"
"(6,)","(8,)","(0,)","(0,)","(0,)","(0,)","(0,)","(112,)","(137,)","(118,)","(118,)","(108,)","(100,)","(102,)","(102,)","(104.74616512651009,)"
"(15,)","(23,)","(-1,)","(0,)","(0,)","(0,)","(0,)","(119,)","(146,)","(136,)","(136,)","(102,)","(97,)","(98,)","(98,)","(104.74616512651009,)"
"(26,)","(38,)","(0,)","(0,)","(0,)","(0,)","(0,)","(118,)","(180,)","(160,)","(159,)","(102,)","(91,)","(95,)","(95,)","(104.74616512651009,)"
"(36,)","(51,)","(4,)","(0,)","(0,)","(0,)","(0,)","(133,)","(189,)","(146,)","(184,)","(100,)","(91,)","(98,)","(91,)","(104.74616512651009,)"
"(45,)","(46,)","(-1,)","(0,)","(0,)","(0,)","(0,)","(130,)","(211,)","(185,)","(183,)","(100,)","(88,)","(91,)","(93,)","(104.74616512651009,)"
"(55,)","(51,)","(-4,)","(0,)","(0,)","(0,)","(0,)","(138,)","(235,)","(162,)","(193,)","(100,)","(86,)","(97,)","(91,)","(104.74616512651009,)"
"(54,)","(38,)","(0,)","(0,)","(0,)","(0,)","(0,)","(144,)","(217,)","(183,)","(188,)","(100,)","(90,)","(95,)","(95,)","(104.74616512651009,)"
"(54,)","(38,)","(0,)","(0,)","(0,)","(0,)","(0,)","(175,)","(216,)","(168,)","(187,)","(93,)","(91,)","(97,)","(95,)","(104.74616512651009,)"
"(49,)","(28,)","(1,)","(0,)","(0,)","(0,)","(0,)","(171,)","(182,)","(171,)","(177,)","(95,)","(98,)","(97,)","(97,)","(104.74616512651009,)"
"(41,)","(8,)","(-3,)","(0,)","(0,)","(0,)","(0,)","(169,)","(197,)","(159,)","(148,)","(97,)","(95,)","(100,)","(102,)","(104.74616512651009,)"
"(33,)","(8,)","(0,)","(0,)","(0,)","(0,)","(0,)","(151,)","(176,)","(141,)","(144,)","(100,)","(98,)","(102,)","(102,)","(104.74616512651009,)"
"(27,)","(8,)","(0,)","(0,)","(0,)","(0,)","(0,)","(149,)","(150,)","(138,)","(138,)","(100,)","(102,)","(102,)","(102,)","(104.74616512651009,)"
"(19,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(140,)","(145,)","(133,)","(125,)","(102,)","(102,)","(102,)","(105,)","(104.74616512651009,)"
"(15,)","(0,)","(-3,)","(0,)","(0,)","(0,)","(0,)","(133,)","(139,)","(130,)","(119,)","(102,)","(102,)","(102,)","(106,)","(104.74616512651009,)"
"(11,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(130,)","(145,)","(147,)","(116,)","(102,)","(100,)","(98,)","(105,)","(104.74616512651009,)"
"(8,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(125,)","(149,)","(128,)","(113,)","(102,)","(100,)","(102,)","(105,)","(104.74616512651009,)"
"(7,)","(8,)","(3,)","(0,)","(0,)","(0,)","(0,)","(144,)","(131,)","(124,)","(122,)","(100,)","(102,)","(102,)","(102,)","(104.74616512651009,)"
"(10,)","(18,)","(3,)","(0,)","(0,)","(0,)","(0,)","(145,)","(173,)","(124,)","(133,)","(98,)","(95,)","(102,)","(100,)","(104.74616512651009,)"
"(15,)","(28,)","(7,)","(0,)","(0,)","(0,)","(0,)","(146,)","(159,)","(120,)","(149,)","(98,)","(97,)","(102,)","(97,)","(104.74616512651009,)"
"(22,)","(38,)","(7,)","(0,)","(0,)","(0,)","(0,)","(149,)","(170,)","(143,)","(163,)","(98,)","(95,)","(98,)","(95,)","(104.74616512651009,)"
"(27,)","(38,)","(7,)","(0,)","(0,)","(0,)","(0,)","(186,)","(175,)","(167,)","(168,)","(91,)","(95,)","(95,)","(95,)","(104.74616512651009,)"
"(33,)","(28,)","(-3,)","(0,)","(0,)","(0,)","(0,)","(177,)","(178,)","(169,)","(155,)","(95,)","(95,)","(95,)","(97,)","(104.74616512651009,)"
"(36,)","(28,)","(-3,)","(0,)","(0,)","(0,)","(0,)","(138,)","(180,)","(155,)","(159,)","(102,)","(95,)","(98,)","(97,)","(104.74616512651009,)"
"(37,)","(28,)","(1,)","(0,)","(0,)","(0,)","(0,)","(177,)","(182,)","(157,)","(165,)","(95,)","(95,)","(98,)","(97,)","(104.74616512651009,)"
"(35,)","(18,)","(-1,)","(0,)","(0,)","(0,)","(0,)","(181,)","(186,)","(157,)","(152,)","(95,)","(95,)","(98,)","(100,)","(104.74616512651009,)"
"(31,)","(8,)","(-5,)","(0,)","(0,)","(0,)","(0,)","(132,)","(176,)","(151,)","(137,)","(106,)","(97,)","(100,)","(102,)","(104.74616512651009,)"
"(28,)","(8,)","(-3,)","(0,)","(0,)","(0,)","(0,)","(156,)","(156,)","(135,)","(135,)","(98,)","(100,)","(102,)","(102,)","(46.553851167337825,)"
"(23,)","(0,)","(-7,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(100,)","(98,)","(100,)","(102,)","(46.553851167337825,)"
"(17,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(148,)","(95,)","(98,)","(98,)","(46.553851167337825,)"
"(12,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(88,)","(88,)","(95,)","(91,)","(46.553851167337825,)"
"(8,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(86,)","(88,)","(90,)","(88,)","(46.553851167337825,)"
"(6,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(125,)","(86,)","(83,)","(86,)","(46.553851167337825,)"
"(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(83,)","(78,)","(83,)","(80,)","(46.553851167337825,)"
"(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(78,)","(78,)","(80,)","(80,)","(46.553851167337825,)"
"(2,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(108,)","(72,)","(74,)","(76,)","(46.553851167337825,)"
"(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(74,)","(70,)","(70,)","(70,)","(46.553851167337825,)"
"(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-250,)","(-250,)","(-250,)","(-250,)","(68,)","(66,)","(68,)","(66,)","(46.553851167337825,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(64,)","(64,)","(64,)","(62,)","(63,)","(63,)","(63,)","(62,)","(46.553851167337825,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(61,)","(60,)","(61,)","(61,)","(60,)","(59,)","(60,)","(60,)","(46.553851167337825,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(58,)","(56,)","(58,)","(58,)","(57,)","(55,)","(57,)","(57,)","(46.553851167337825,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(52,)","(51,)","(53,)","(53,)","(52,)","(51,)","(53,)","(53,)","(46.553851167337825,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(47,)","(49,)","(47,)","(47,)","(47,)","(45,)","(47,)","(47,)","(46.553851167337825,)"
"(3,)","(14,)","(4,)","(0,)","(0,)","(0,)","(0,)","(79,)","(71,)","(65,)","(65,)","(40,)","(41,)","(43,)","(43,)","(46.553851167337825,)"
"(7,)","(19,)","(2,)","(0,)","(0,)","(0,)","(0,)","(68,)","(70,)","(77,)","(70,)","(41,)","(41,)","(40,)","(41,)","(46.553851167337825,)"
"(17,)","(33,)","(1,)","(0,)","(0,)","(0,)","(0,)","(250,)","(250,)","(250,)","(91,)","(36,)","(37,)","(36,)","(38,)","(46.553851167337825,)"
"(0,)","(56,)","(5,)","(0,)","(0,)","(0,)","(0,)","(250,)","(250,)","(250,)","(250,)","(35,)","(31,)","(35,)","(32,)","(46.553851167337825,)"
"(0,)","(56,)","(0,)","(0,)","(0,)","(0,)","(0,)","(250,)","(250,)","(250,)","(250,)","(32,)","(31,)","(31,)","(32,)","(46.553851167337825,)"
"(0,)","(56,)","(-1,)","(0,)","(0,)","(0,)","(0,)","(250,)","(250,)","(250,)","(250,)","(34,)","(30,)","(33,)","(32,)","(46.553851167337825,)"
"(0,)","(52,)","(0,)","(0,)","(0,)","(0,)","(0,)","(250,)","(250,)","(250,)","(250,)","(37,)","(32,)","(32,)","(33,)","(46.553851167337825,)"
"(0,)","(38,)","(0,)","(0,)","(0,)","(0,)","(0,)","(74,)","(250,)","(76,)","(250,)","(40,)","(34,)","(38,)","(37,)","(46.553851167337825,)"
"(9,)","(14,)","(-7,)","(0,)","(0,)","(0,)","(0,)","(92,)","(250,)","(63,)","(58,)","(39,)","(37,)","(40,)","(43,)","(46.553851167337825,)"
"(13,)","(8,)","(-7,)","(0,)","(0,)","(0,)","(0,)","(64,)","(68,)","(66,)","(58,)","(44,)","(41,)","(43,)","(44,)","(46.553851167337825,)"
"(13,)","(14,)","(4,)","(0,)","(0,)","(0,)","(0,)","(55,)","(59,)","(72,)","(74,)","(45,)","(44,)","(43,)","(43,)","(46.553851167337825,)"
"(10,)","(2,)","(0,)","(0,)","(0,)","(0,)","(0,)","(75,)","(55,)","(56,)","(58,)","(43,)","(45,)","(45,)","(45,)","(46.553851167337825,)"
"(9,)","(2,)","(-2,)","(0,)","(0,)","(0,)","(0,)","(82,)","(62,)","(49,)","(55,)","(41,)","(44,)","(46,)","(45,)","(46.553851167337825,)"
"(11,)","(8,)","(-2,)","(0,)","(0,)","(0,)","(0,)","(66,)","(80,)","(61,)","(62,)","(44,)","(41,)","(44,)","(44,)","(46.553851167337825,)"
"(13,)","(14,)","(0,)","(0,)","(0,)","(0,)","(0,)","(62,)","(63,)","(78,)","(70,)","(44,)","(44,)","(41,)","(43,)","(46.553851167337825,)"
"(16,)","(14,)","(-2,)","(0,)","(0,)","(0,)","(0,)","(95,)","(78,)","(72,)","(71,)","(39,)","(41,)","(43,)","(43,)","(46.553851167337825,)"
"(21,)","(29,)","(3,)","(0,)","(0,)","(0,)","(0,)","(90,)","(86,)","(78,)","(93,)","(40,)","(40,)","(41,)","(39,)","(46.553851167337825,)"
"(24,)","(24,)","(1,)","(0,)","(0,)","(0,)","(0,)","(91,)","(99,)","(89,)","(91,)","(40,)","(39,)","(40,)","(40,)","(46.553851167337825,)"
"(27,)","(24,)","(0,)","(0,)","(0,)","(0,)","(0,)","(250,)","(100,)","(91,)","(92,)","(37,)","(39,)","(40,)","(40,)","(46.553851167337825,)"
"(30,)","(24,)","(-1,)","(0,)","(0,)","(0,)","(0,)","(59,)","(103,)","(85,)","(93,)","(43,)","(39,)","(41,)","(40,)","(46.553851167337825,)"
"(31,)","(27,)","(2,)","(0,)","(0,)","(0,)","(0,)","(79,)","(107,)","(88,)","(100,)","(40,)","(39,)","(41,)","(39,)","(46.553851167337825,)"
"(30,)","(24,)","(3,)","(0,)","(0,)","(0,)","(0,)","(93,)","(93,)","(89,)","(99,)","(39,)","(41,)","(41,)","(40,)","(46.553851167337825,)"
