"(0.02,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(139.66155350201345,)"
"(0.02,)","(0,)","(0,)","(0,)","(0,)","(181,)","(184,)","(107,)","(108,)","(0,)","(0,)","(0,)","(0,)","(139.66155350201345,)"
"(0.04,)","(-3,)","(3,)","(3,)","(-3,)","(181,)","(184,)","(107,)","(108,)","(0,)","(4,)","(0,)","(15,)","(139.66155350201345,)"
"(0.04,)","(-13,)","(15,)","(27,)","(-23,)","(180,)","(185,)","(108,)","(107,)","(25,)","(0,)","(33,)","(0,)","(139.66155350201345,)"
"(0.04,)","(-10,)","(12,)","(22,)","(-17,)","(180,)","(185,)","(108,)","(107,)","(0,)","(0,)","(0,)","(0,)","(139.66155350201345,)"
"(0.05,)","(-10,)","(12,)","(22,)","(-17,)","(180,)","(185,)","(108,)","(107,)","(0,)","(4,)","(0,)","(0,)","(139.66155350201345,)"
"(0.06,)","(-10,)","(12,)","(22,)","(-17,)","(180,)","(185,)","(108,)","(106,)","(16,)","(12,)","(3,)","(3,)","(139.66155350201345,)"
"(0.08,)","(-10,)","(14,)","(23,)","(-17,)","(180,)","(185,)","(109,)","(106,)","(27,)","(26,)","(14,)","(22,)","(139.66155350201345,)"
"(0.11,)","(-10,)","(14,)","(24,)","(-17,)","(179,)","(186,)","(110,)","(105,)","(40,)","(40,)","(23,)","(30,)","(139.66155350201345,)"
"(0.14,)","(-9,)","(14,)","(25,)","(-15,)","(178,)","(187,)","(111,)","(103,)","(49,)","(53,)","(32,)","(43,)","(139.66155350201345,)"
"(0.19,)","(-6,)","(15,)","(28,)","(-12,)","(177,)","(188,)","(113,)","(102,)","(65,)","(66,)","(43,)","(51,)","(139.66155350201345,)"
"(0.25,)","(-6,)","(18,)","(30,)","(-11,)","(175,)","(189,)","(116,)","(99,)","(78,)","(80,)","(49,)","(51,)","(139.66155350201345,)"
"(0.31,)","(-3,)","(20,)","(34,)","(-6,)","(172,)","(190,)","(119,)","(97,)","(91,)","(91,)","(62,)","(63,)","(139.66155350201345,)"
"(0.37,)","(-1,)","(21,)","(37,)","(-2,)","(172,)","(190,)","(119,)","(97,)","(95,)","(102,)","(66,)","(88,)","(139.66155350201345,)"
"(0.45,)","(0,)","(24,)","(40,)","(1,)","(170,)","(191,)","(123,)","(94,)","(102,)","(111,)","(76,)","(102,)","(139.66155350201345,)"
"(0.54,)","(3,)","(27,)","(44,)","(6,)","(163,)","(193,)","(131,)","(89,)","(111,)","(125,)","(83,)","(95,)","(139.66155350201345,)"
"(0.63,)","(7,)","(31,)","(51,)","(15,)","(159,)","(194,)","(136,)","(87,)","(121,)","(133,)","(97,)","(80,)","(139.66155350201345,)"
"(0.74,)","(12,)","(35,)","(55,)","(24,)","(154,)","(195,)","(141,)","(85,)","(124,)","(148,)","(108,)","(90,)","(139.66155350201345,)"
"(0.85,)","(16,)","(39,)","(60,)","(32,)","(149,)","(195,)","(147,)","(84,)","(133,)","(162,)","(121,)","(76,)","(139.66155350201345,)"
"(0.95,)","(23,)","(44,)","(67,)","(43,)","(142,)","(194,)","(153,)","(84,)","(136,)","(172,)","(130,)","(74,)","(139.66155350201345,)"
"(1.07,)","(28,)","(48,)","(73,)","(54,)","(137,)","(194,)","(159,)","(85,)","(137,)","(177,)","(142,)","(78,)","(139.66155350201345,)"
"(1.19,)","(33,)","(53,)","(77,)","(64,)","(130,)","(192,)","(164,)","(88,)","(136,)","(190,)","(156,)","(80,)","(139.66155350201345,)"
