"(0.06,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(93.10770233467565,)"
"(0.06,)","(0,)","(0,)","(0,)","(0,)","(81,)","(80,)","(107,)","(106,)","(0,)","(0,)","(0,)","(0,)","(93.10770233467565,)"
"(0.08,)","(1,)","(-1,)","(0,)","(0,)","(81,)","(80,)","(107,)","(106,)","(3,)","(0,)","(0,)","(0,)","(93.10770233467565,)"
"(0.08,)","(9,)","(-12,)","(-8,)","(6,)","(81,)","(80,)","(107,)","(106,)","(0,)","(24,)","(0,)","(0,)","(93.10770233467565,)"
"(0.08,)","(7,)","(-10,)","(-8,)","(5,)","(81,)","(80,)","(107,)","(106,)","(0,)","(0,)","(0,)","(0,)","(93.10770233467565,)"
"(0.08,)","(6,)","(-9,)","(-8,)","(4,)","(81,)","(80,)","(107,)","(106,)","(0,)","(0,)","(0,)","(4,)","(93.10770233467565,)"
"(0.09,)","(6,)","(-9,)","(-8,)","(4,)","(81,)","(80,)","(107,)","(106,)","(4,)","(3,)","(3,)","(9,)","(93.10770233467565,)"
"(0.1,)","(6,)","(-9,)","(-8,)","(4,)","(81,)","(81,)","(107,)","(106,)","(10,)","(14,)","(15,)","(16,)","(93.10770233467565,)"
"(0.13,)","(6,)","(-10,)","(-8,)","(4,)","(81,)","(81,)","(107,)","(106,)","(24,)","(20,)","(28,)","(30,)","(93.10770233467565,)"
"(0.16,)","(6,)","(-10,)","(-8,)","(4,)","(80,)","(81,)","(107,)","(106,)","(32,)","(31,)","(41,)","(41,)","(93.10770233467565,)"
"(0.2,)","(6,)","(-10,)","(-8,)","(4,)","(80,)","(81,)","(107,)","(105,)","(41,)","(41,)","(53,)","(53,)","(93.10770233467565,)"
"(0.25,)","(5,)","(-11,)","(-8,)","(4,)","(80,)","(81,)","(108,)","(105,)","(53,)","(51,)","(65,)","(65,)","(93.10770233467565,)"
"(0.31,)","(4,)","(-12,)","(-9,)","(3,)","(80,)","(81,)","(108,)","(105,)","(59,)","(60,)","(76,)","(78,)","(93.10770233467565,)"
"(0.37,)","(3,)","(-13,)","(-10,)","(2,)","(80,)","(82,)","(108,)","(105,)","(66,)","(70,)","(88,)","(86,)","(93.10770233467565,)"
"(0.44,)","(2,)","(-16,)","(-11,)","(1,)","(79,)","(82,)","(108,)","(104,)","(76,)","(76,)","(91,)","(91,)","(93.10770233467565,)"
"(0.52,)","(1,)","(-16,)","(-12,)","(0,)","(79,)","(82,)","(108,)","(104,)","(76,)","(78,)","(102,)","(95,)","(93.10770233467565,)"
"(0.6,)","(0,)","(-17,)","(-13,)","(0,)","(79,)","(83,)","(109,)","(104,)","(80,)","(78,)","(105,)","(102,)","(93.10770233467565,)"
"(0.69,)","(-2,)","(-20,)","(-14,)","(0,)","(78,)","(83,)","(109,)","(103,)","(80,)","(81,)","(105,)","(102,)","(93.10770233467565,)"
"(0.77,)","(-3,)","(-22,)","(-17,)","(-3,)","(78,)","(84,)","(109,)","(103,)","(80,)","(83,)","(106,)","(102,)","(93.10770233467565,)"
"(0.85,)","(-5,)","(-23,)","(-17,)","(-3,)","(77,)","(84,)","(109,)","(103,)","(80,)","(83,)","(108,)","(102,)","(93.10770233467565,)"
"(0.93,)","(-7,)","(-26,)","(-18,)","(-6,)","(77,)","(85,)","(110,)","(102,)","(78,)","(83,)","(105,)","(102,)","(93.10770233467565,)"
"(0.99,)","(-9,)","(-26,)","(-20,)","(-6,)","(77,)","(85,)","(110,)","(102,)","(76,)","(86,)","(106,)","(100,)","(93.10770233467565,)"
"(1.06,)","(-11,)","(-28,)","(-21,)","(-8,)","(77,)","(85,)","(110,)","(102,)","(80,)","(83,)","(106,)","(102,)","(93.10770233467565,)"
"(1.15,)","(-12,)","(-29,)","(-22,)","(-9,)","(76,)","(86,)","(110,)","(101,)","(78,)","(83,)","(102,)","(97,)","(93.10770233467565,)"
"(1.23,)","(-15,)","(-31,)","(-23,)","(-10,)","(76,)","(87,)","(110,)","(100,)","(76,)","(86,)","(105,)","(98,)","(93.10770233467565,)"
"(1.31,)","(-16,)","(-34,)","(-26,)","(-13,)","(76,)","(87,)","(110,)","(100,)","(70,)","(83,)","(105,)","(95,)","(93.10770233467565,)"
"(1.38,)","(-18,)","(-34,)","(-26,)","(-13,)","(76,)","(88,)","(110,)","(100,)","(72,)","(83,)","(105,)","(95,)","(93.10770233467565,)"
"(1.46,)","(-21,)","(-37,)","(-27,)","(-14,)","(75,)","(88,)","(111,)","(99,)","(70,)","(83,)","(102,)","(95,)","(93.10770233467565,)"
"(1.54,)","(-21,)","(-37,)","(-30,)","(-17,)","(75,)","(89,)","(111,)","(99,)","(70,)","(86,)","(105,)","(91,)","(93.10770233467565,)"
"(1.61,)","(-24,)","(-40,)","(-30,)","(-17,)","(75,)","(89,)","(111,)","(98,)","(74,)","(86,)","(102,)","(95,)","(93.10770233467565,)"
"(1.7,)","(-25,)","(-41,)","(-31,)","(-19,)","(75,)","(90,)","(111,)","(98,)","(76,)","(86,)","(106,)","(93,)","(93.10770233467565,)"
"(1.77,)","(-28,)","(-42,)","(-32,)","(-20,)","(75,)","(90,)","(111,)","(97,)","(76,)","(88,)","(106,)","(93,)","(93.10770233467565,)"
"(1.85,)","(-30,)","(-45,)","(-35,)","(-22,)","(75,)","(91,)","(111,)","(97,)","(72,)","(83,)","(102,)","(93,)","(93.10770233467565,)"
"(1.93,)","(-32,)","(-45,)","(-35,)","(-23,)","(74,)","(91,)","(111,)","(96,)","(70,)","(86,)","(102,)","(88,)","(93.10770233467565,)"
"(2.01,)","(-33,)","(-48,)","(-36,)","(-26,)","(74,)","(92,)","(111,)","(96,)","(72,)","(83,)","(106,)","(93,)","(93.10770233467565,)"
"(2.09,)","(-35,)","(-49,)","(-39,)","(-26,)","(74,)","(92,)","(111,)","(95,)","(70,)","(88,)","(106,)","(90,)","(93.10770233467565,)"
