"(0.03,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(116.38462791834455,)"
"(0.03,)","(0,)","(0,)","(0,)","(0,)","(158,)","(162,)","(86,)","(86,)","(0,)","(0,)","(0,)","(0,)","(116.38462791834455,)"
"(0.03,)","(0,)","(0,)","(0,)","(0,)","(158,)","(162,)","(86,)","(86,)","(0,)","(0,)","(0,)","(0,)","(116.38462791834455,)"
"(0.04,)","(-3,)","(3,)","(3,)","(-3,)","(158,)","(162,)","(86,)","(86,)","(0,)","(5,)","(0,)","(0,)","(116.38462791834455,)"
"(0.04,)","(-16,)","(16,)","(23,)","(-21,)","(158,)","(162,)","(86,)","(86,)","(24,)","(5,)","(0,)","(0,)","(116.38462791834455,)"
"(0.04,)","(-16,)","(18,)","(32,)","(-27,)","(158,)","(162,)","(86,)","(86,)","(24,)","(0,)","(0,)","(0,)","(116.38462791834455,)"
"(0.04,)","(-12,)","(15,)","(32,)","(-25,)","(158,)","(162,)","(86,)","(86,)","(0,)","(0,)","(0,)","(0,)","(116.38462791834455,)"
"(0.04,)","(-12,)","(14,)","(28,)","(-23,)","(158,)","(162,)","(86,)","(86,)","(0,)","(0,)","(0,)","(0,)","(116.38462791834455,)"
"(0.05,)","(-12,)","(14,)","(27,)","(-23,)","(158,)","(162,)","(86,)","(86,)","(5,)","(5,)","(2,)","(0,)","(116.38462791834455,)"
"(0.05,)","(-12,)","(14,)","(28,)","(-23,)","(157,)","(162,)","(87,)","(85,)","(5,)","(5,)","(2,)","(0,)","(116.38462791834455,)"
"(0.06,)","(-12,)","(14,)","(30,)","(-23,)","(157,)","(162,)","(87,)","(85,)","(12,)","(10,)","(0,)","(4,)","(116.38462791834455,)"
"(0.06,)","(-12,)","(14,)","(30,)","(-23,)","(157,)","(163,)","(88,)","(85,)","(12,)","(10,)","(0,)","(4,)","(116.38462791834455,)"
"(0.07,)","(-12,)","(15,)","(30,)","(-23,)","(157,)","(163,)","(88,)","(85,)","(21,)","(19,)","(7,)","(10,)","(116.38462791834455,)"
"(0.08,)","(-12,)","(15,)","(30,)","(-23,)","(157,)","(163,)","(88,)","(84,)","(28,)","(25,)","(15,)","(10,)","(116.38462791834455,)"
"(0.09,)","(-11,)","(15,)","(30,)","(-22,)","(157,)","(163,)","(88,)","(84,)","(31,)","(31,)","(15,)","(17,)","(116.38462791834455,)"
"(0.11,)","(-11,)","(15,)","(31,)","(-21,)","(156,)","(163,)","(89,)","(83,)","(43,)","(42,)","(24,)","(22,)","(116.38462791834455,)"
"(0.12,)","(-11,)","(16,)","(32,)","(-20,)","(155,)","(164,)","(90,)","(82,)","(43,)","(47,)","(24,)","(26,)","(116.38462791834455,)"
"(0.15,)","(-10,)","(17,)","(34,)","(-18,)","(155,)","(164,)","(91,)","(81,)","(51,)","(56,)","(32,)","(28,)","(116.38462791834455,)"
"(0.16,)","(-9,)","(18,)","(34,)","(-18,)","(154,)","(165,)","(93,)","(80,)","(59,)","(60,)","(34,)","(31,)","(116.38462791834455,)"
"(0.19,)","(-8,)","(18,)","(36,)","(-16,)","(154,)","(165,)","(93,)","(79,)","(68,)","(70,)","(43,)","(36,)","(116.38462791834455,)"
"(0.21,)","(-7,)","(19,)","(37,)","(-15,)","(153,)","(166,)","(95,)","(78,)","(68,)","(74,)","(41,)","(39,)","(116.38462791834455,)"
"(0.25,)","(-6,)","(20,)","(38,)","(-13,)","(152,)","(166,)","(96,)","(77,)","(83,)","(83,)","(50,)","(44,)","(116.38462791834455,)"
"(0.27,)","(-5,)","(21,)","(39,)","(-11,)","(150,)","(167,)","(98,)","(75,)","(80,)","(91,)","(53,)","(54,)","(116.38462791834455,)"
"(0.31,)","(-4,)","(22,)","(42,)","(-8,)","(149,)","(167,)","(100,)","(74,)","(88,)","(95,)","(55,)","(88,)","(116.38462791834455,)"
"(0.34,)","(-3,)","(23,)","(44,)","(-6,)","(148,)","(168,)","(102,)","(72,)","(90,)","(95,)","(60,)","(88,)","(116.38462791834455,)"
"(0.4,)","(-1,)","(25,)","(47,)","(-2,)","(146,)","(169,)","(104,)","(71,)","(95,)","(102,)","(65,)","(86,)","(116.38462791834455,)"
"(0.42,)","(0,)","(26,)","(48,)","(0,)","(144,)","(169,)","(107,)","(68,)","(95,)","(111,)","(68,)","(86,)","(116.38462791834455,)"
"(0.47,)","(1,)","(30,)","(52,)","(4,)","(143,)","(170,)","(108,)","(67,)","(106,)","(117,)","(76,)","(72,)","(116.38462791834455,)"
"(0.5,)","(2,)","(30,)","(53,)","(6,)","(141,)","(170,)","(111,)","(66,)","(108,)","(121,)","(78,)","(65,)","(116.38462791834455,)"
"(0.53,)","(3,)","(31,)","(54,)","(9,)","(141,)","(170,)","(111,)","(66,)","(108,)","(126,)","(80,)","(60,)","(116.38462791834455,)"
"(0.59,)","(5,)","(32,)","(56,)","(14,)","(138,)","(171,)","(115,)","(64,)","(117,)","(133,)","(88,)","(57,)","(116.38462791834455,)"
"(0.62,)","(7,)","(34,)","(57,)","(16,)","(138,)","(171,)","(115,)","(64,)","(117,)","(136,)","(91,)","(59,)","(116.38462791834455,)"
"(0.68,)","(9,)","(36,)","(60,)","(21,)","(133,)","(171,)","(120,)","(62,)","(121,)","(148,)","(100,)","(57,)","(116.38462791834455,)"
"(0.71,)","(11,)","(37,)","(62,)","(26,)","(130,)","(171,)","(123,)","(61,)","(125,)","(148,)","(106,)","(55,)","(116.38462791834455,)"
"(0.78,)","(15,)","(41,)","(68,)","(36,)","(129,)","(171,)","(125,)","(61,)","(125,)","(156,)","(114,)","(57,)","(116.38462791834455,)"
"(0.81,)","(16,)","(41,)","(68,)","(38,)","(125,)","(171,)","(128,)","(60,)","(121,)","(161,)","(117,)","(57,)","(116.38462791834455,)"
"(0.88,)","(19,)","(44,)","(71,)","(45,)","(123,)","(171,)","(130,)","(60,)","(121,)","(166,)","(121,)","(55,)","(116.38462791834455,)"
"(0.92,)","(21,)","(45,)","(73,)","(49,)","(120,)","(171,)","(133,)","(61,)","(125,)","(166,)","(130,)","(57,)","(116.38462791834455,)"
"(0.99,)","(25,)","(48,)","(77,)","(58,)","(117,)","(171,)","(135,)","(61,)","(125,)","(170,)","(133,)","(59,)","(116.38462791834455,)"
"(1.02,)","(26,)","(50,)","(78,)","(61,)","(113,)","(170,)","(139,)","(63,)","(121,)","(172,)","(140,)","(57,)","(116.38462791834455,)"
"(1.09,)","(30,)","(54,)","(82,)","(70,)","(112,)","(170,)","(140,)","(63,)","(117,)","(177,)","(140,)","(57,)","(116.38462791834455,)"
"(1.13,)","(32,)","(55,)","(83,)","(73,)","(108,)","(169,)","(143,)","(66,)","(117,)","(175,)","(144,)","(59,)","(116.38462791834455,)"
"(1.2,)","(37,)","(57,)","(85,)","(80,)","(105,)","(168,)","(145,)","(67,)","(114,)","(177,)","(148,)","(63,)","(116.38462791834455,)"
"(1.24,)","(38,)","(58,)","(87,)","(83,)","(101,)","(167,)","(148,)","(70,)","(114,)","(175,)","(148,)","(66,)","(116.38462791834455,)"
"(1.32,)","(43,)","(61,)","(91,)","(91,)","(99,)","(166,)","(150,)","(71,)","(108,)","(175,)","(152,)","(70,)","(116.38462791834455,)"
"(1.35,)","(44,)","(63,)","(92,)","(94,)","(94,)","(164,)","(153,)","(75,)","(111,)","(177,)","(161,)","(68,)","(116.38462791834455,)"
